 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M10_00-gp_cr.jpg:M10_Scale,1.430,0.252,185.642,86.497,40.592,100.000,36.733,35.746,99.532,9.694,5.562,100
2,M10_00-gp_cr.jpg:M10_Eye_Opening_Area_Left,215.297,0.000,255.000,50.406,55.804,61.675,37.605,50.402,26.810,10.924,0.000,0
3,M10_00-gp_cr.jpg:M10_Iris_Pupil_Area_Left,95.576,1.000,255.000,50.077,55.008,35.323,43.911,50.402,12.096,9.837,0.000,0
4,M10_00-gp_cr.jpg:M10_Iris_Pupil_Area_Right,97.513,1.000,255.000,121.061,53.412,35.406,115.074,48.586,12.068,10.138,0.000,0
5,M10_00-gp_cr.jpg:M10_Eye_Opening_Area_Right,208.753,1.000,255.000,121.689,54.094,59.609,108.168,48.586,26.037,11.038,0.000,0
6,M10_00-gp_cr.jpg:M10_Complete_Area_Left,223.442,0.000,255.000,50.963,55.796,67.273,37.605,50.402,30.213,10.910,0.000,0
7,M10_00-gp_cr.jpg:M10_Complete_Area_Right,218.736,1.000,255.000,121.027,54.124,66.114,104.422,48.586,29.784,11.038,0.000,0
