Distance_(mm),Gray_Value
0.0000,115.0900
0.0145,115.4100
0.0290,115.8307
0.0435,116.2540
0.0580,116.8571
0.0725,117.7487
0.0869,118.5556
0.1014,119.1243
0.1159,119.2672
0.1304,119.1772
0.1449,119.1746
0.1594,119.1561
0.1739,118.3307
0.1884,117.9286
0.2029,117.3069
0.2174,116.7407
0.2318,116.4947
0.2463,116.9286
0.2608,117.3757
0.2753,117.7857
0.2898,118.2064
0.3043,119.5053
0.3188,120.9656
0.3333,122.5159
0.3478,123.9815
0.3623,124.7672
0.3768,125.2963
0.3912,125.5556
0.4057,125.4339
0.4202,125.2169
0.4347,124.4497
0.4492,123.7196
0.4637,123.1005
0.4782,122.2222
0.4927,120.5132
0.5072,119.0635
0.5217,117.7857
0.5362,116.7063
0.5506,115.9683
0.5651,116.0106
0.5796,115.6667
0.5941,115.7407
0.6086,116.2249
0.6231,116.2725
0.6376,116.2645
0.6521,116.1270
0.6666,116.1138
0.6811,116.4392
0.6955,116.5026
0.7100,116.5688
0.7245,116.4815
0.7390,116.5106
0.7535,116.5979
0.7680,116.8545
0.7825,117.1455
0.7970,117.4180
0.8115,117.6772
0.8260,118.0238
0.8405,118.3333
0.8549,118.7831
0.8694,119.3386
0.8839,119.4048
0.8984,119.3545
0.9129,119.3016
0.9274,119.1481
0.9419,118.9921
0.9564,118.7249
0.9709,118.5185
0.9854,118.5529
0.9998,118.5291
1.0143,118.3915
1.0288,117.9921
1.0433,117.1878
1.0578,116.6138
1.0723,116.4206
1.0868,116.3545
1.1013,116.4735
1.1158,116.2936
1.1303,116.7778
1.1448,117.3122
1.1592,117.3069
1.1737,117.1693
1.1882,116.9365
1.2027,117.0688
1.2172,117.3386
1.2317,117.5397
1.2462,117.9392
1.2607,118.1693
1.2752,117.9735
1.2897,118.1349
1.3042,118.3201
1.3186,118.4074
1.3331,118.2381
1.3476,118.0714
1.3621,118.7804
1.3766,120.3386
1.3911,121.8519
1.4056,122.8571
1.4201,123.3333
1.4346,124.2116
1.4491,124.2619
1.4635,124.1984
1.4780,123.7407
1.4925,123.6429
1.5070,122.9656
1.5215,122.0238
1.5360,121.0873
1.5505,120.7143
1.5650,120.1720
1.5795,120.0053
1.5940,119.4683
1.6085,119.5212
1.6229,119.0265
1.6374,118.4365
1.6519,118.2645
1.6664,118.3201
1.6809,118.8730
1.6954,119.0370
1.7099,119.1852
1.7244,118.8942
1.7389,118.8677
1.7534,119.5026
1.7678,120.0873
1.7823,120.9127
1.7968,121.0026
1.8113,121.6217
1.8258,122.2619
1.8403,123.9947
1.8548,125.9550
1.8693,127.4100
1.8838,127.7302
1.8983,127.3228
1.9128,127.3704
1.9272,126.7751
1.9417,125.7407
1.9562,124.7302
1.9707,123.5847
1.9852,122.6164
1.9997,121.7302
2.0142,121.2381
2.0287,120.8651
2.0432,120.5529
2.0577,120.4365
2.0722,120.2275
2.0866,119.7566
2.1011,119.7196
2.1156,119.9259
2.1301,120.2989
2.1446,120.4577
2.1591,120.8651
2.1736,120.5000
2.1881,119.9762
2.2026,119.5238
2.2171,119.3333
2.2315,119.2963
2.2460,119.2672
2.2605,119.0238
2.2750,119.2884
2.2895,119.8757
2.3040,120.5635
2.3185,121.3730
2.3330,121.7989
2.3475,122.2143
2.3620,122.0608
2.3765,121.8810
2.3909,121.1349
2.4054,120.6534
2.4199,120.8519
2.4344,121.6005
2.4489,122.4550
2.4634,122.9524
2.4779,122.9312
2.4924,122.5529
2.5069,122.3148
2.5214,122.5185
2.5358,122.7434
2.5503,123.1720
2.5648,123.4021
2.5793,123.2355
2.5938,123.3704
2.6083,123.2936
2.6228,123.1323
2.6373,122.8757
2.6518,122.9735
2.6663,123.1032
2.6808,123.2011
2.6952,123.4365
2.7097,123.7831
2.7242,123.3677
2.7387,123.2566
2.7532,123.2011
2.7677,123.5370
2.7822,123.8757
2.7967,124.1720
2.8112,124.2566
2.8257,124.1693
2.8402,124.2196
2.8546,123.9286
2.8691,123.8677
2.8836,124.3175
2.8981,124.9894
2.9126,125.5476
2.9271,125.8413
2.9416,125.8704
2.9561,126.0053
2.9706,125.9603
2.9851,126.3651
2.9995,126.8519
3.0140,127.0503
3.0285,127.3386
3.0430,127.6164
3.0575,127.9339
3.0720,128.0344
3.0865,127.7989
3.1010,127.5397
3.1155,127.5185
3.1300,128.0106
3.1445,128.2963
3.1589,128.8016
3.1734,128.6190
3.1879,128.1005
3.2024,128.5926
3.2169,128.8254
3.2314,129.1640
3.2459,129.2698
3.2604,129.5317
3.2749,130.0661
3.2894,130.5344
3.3038,130.4550
3.3183,129.5794
3.3328,127.9286
3.3473,126.2328
3.3618,124.2672
3.3763,121.9577
3.3908,119.7381
3.4053,118.5476
3.4198,118.3571
3.4343,118.9153
3.4488,119.9841
3.4632,120.6164
3.4777,120.6217
3.4922,120.3810
3.5067,120.9180
3.5212,121.7196
