 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M05_00-gp_cr.jpg:M05_Scale,1.449,1.943,154.953,87.656,41.125,100.000,37.807,37.242,99.712,7.782,-175.545,100.000
2,M05_00-gp_cr.jpg:M05_Iris_Pupil_Area_Left,86.206,1.000,153.000,56.035,51.432,33.917,50.066,47.299,11.883,8.984,0.000,0.000
3,M05_00-gp_cr.jpg:M05_Eye_Opening_Area_Left,169.172,0.000,156.000,55.538,51.972,55.493,42.560,47.270,24.693,9.057,0.000,0.000
4,M05_00-gp_cr.jpg:M05_Iris_Pupil_Area_Right,83.184,0.000,137.000,117.554,53.321,33.407,111.682,49.211,11.825,8.651,0.000,0.000
5,M05_00-gp_cr.jpg:M05_Eye_Opening_Area_Right,154.137,0.000,137.000,118.481,53.790,53.865,107.045,49.211,23.983,8.724,0.000,0.000
6,M05_00-gp_cr.jpg:M05_Complete_Area_Left,177.533,0.000,156.000,56.103,52.078,59.458,42.574,47.270,26.808,9.057,0.000,0.000
7,M05_00-gp_cr.jpg:M05_Complete_Area_Right,162.759,0.000,137.000,117.815,53.853,59.635,103.625,49.211,27.402,8.724,0.000,0.000
