 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M11_00-gp_cr.jpg:M11_Scale,1.428,8.381,186.862,86.356,40.515,100.000,36.461,37.275,99.804,6.496,-176.284,100
2,M11_00-gp_cr.jpg:M11_Iris_Pupil_Area_Left,74.949,1.000,118.000,56.151,55.583,32.896,49.781,52.008,12.220,7.381,0.000,0
3,M11_00-gp_cr.jpg:M11_Eye_Opening_Area_Left,116.444,1.000,140.000,56.785,55.755,48.266,45.541,52.022,21.942,7.366,0.000,0
4,M11_00-gp_cr.jpg:M11_Iris_Pupil_Area_Right,78.070,3.000,107.000,116.823,54.039,33.025,110.954,50.295,11.806,7.752,0.000,0
5,M11_00-gp_cr.jpg:M11_Eye_Opening_Area_Right,129.292,0.000,144.000,116.446,54.308,50.443,105.315,50.295,22.742,7.766,0.000,0
6,M11_00-gp_cr.jpg:M11_Complete_Area_Left,124.598,1.000,140.000,57.563,55.812,54.505,45.541,52.022,25.269,7.366,0.000,0
7,M11_00-gp_cr.jpg:M11_Complete_Area_Right,137.687,0.000,144.000,115.703,54.421,56.380,102.074,50.295,25.982,7.766,0.000,0
