"","looker_id","names_x","X","names_y","Y"
"403",3,"ir_width_right_x1",8620.273,"ir_width_right_y1",4140.887
"404",4,"ir_width_right_x1",7567.253,"ir_width_right_y1",4016.64
"405",5,"ir_width_right_x1",7731.962,"ir_width_right_y1",3990.017
"406",6,"ir_width_right_x1",7417.39,"ir_width_right_y1",3759.375
"407",7,"ir_width_right_x1",8183.658,"ir_width_right_y1",3816.304
"408",8,"ir_width_right_x1",8136.899,"ir_width_right_y1",3935.455
"409",9,"ir_width_right_x1",7521.539,"ir_width_right_y1",4061.701
"410",10,"ir_width_right_x1",7562.994,"ir_width_right_y1",4378.089
"411",11,"ir_width_right_x1",7546.028,"ir_width_right_y1",4245.446
"412",12,"ir_width_right_x1",7254.266,"ir_width_right_y1",4354.458
"413",13,"ir_width_right_x1",7164.13,"ir_width_right_y1",3908.302
"414",14,"ir_width_right_x1",7801.749,"ir_width_right_y1",4085.708
"415",15,"ir_width_right_x1",7572.533,"ir_width_right_y1",4190.32
"416",16,"ir_width_right_x1",7620.581,"ir_width_right_y1",4075.234
"417",17,"ir_width_right_x1",7665.204,"ir_width_right_y1",3906.211
"418",18,"ir_width_right_x1",7891.515,"ir_width_right_y1",3811.771
"419",19,"ir_width_right_x1",7985.806,"ir_width_right_y1",3858.49
"420",20,"ir_width_right_x1",7655.868,"ir_width_right_y1",4369.013
"421",21,"ir_width_right_x1",7966.307,"ir_width_right_y1",4269.719
"422",22,"ir_width_right_x1",7714.276,"ir_width_right_y1",4257.693
"423",23,"ir_width_right_x1",7739.166,"ir_width_right_y1",4321.66
"424",24,"ir_width_right_x1",7606.373,"ir_width_right_y1",3899.654
"425",25,"ir_width_right_x1",7786.06,"ir_width_right_y1",4339.893
"426",26,"ir_width_right_x1",7785.838,"ir_width_right_y1",4286.902
"427",27,"ir_width_right_x1",7525,"ir_width_right_y1",3809
"428",28,"ir_width_right_x1",8098.683,"ir_width_right_y1",3503.414
"429",29,"ir_width_right_x1",8243.886,"ir_width_right_y1",3708.569
"430",30,"ir_width_right_x1",8199.442,"ir_width_right_y1",3980.21
"431",31,"ir_width_right_x1",7708.28,"ir_width_right_y1",3617.702
"432",32,"ir_width_right_x1",8289.236,"ir_width_right_y1",3705.136
"433",33,"ir_width_right_x1",7972.09,"ir_width_right_y1",3966.62
"434",34,"ir_width_right_x1",7963.963,"ir_width_right_y1",4262.52
"435",35,"ir_width_right_x1",7326.792,"ir_width_right_y1",4568.837
"436",36,"ir_width_right_x1",8049.67,"ir_width_right_y1",3727.004
"437",37,"ir_width_right_x1",7784.397,"ir_width_right_y1",3845.881
"438",38,"ir_width_right_x1",7527.112,"ir_width_right_y1",3781.638
"439",39,"ir_width_right_x1",7734.043,"ir_width_right_y1",3857.759
"440",40,"ir_width_right_x1",7550.804,"ir_width_right_y1",4297.2
"441",1,"ir_width_right_x2",8030.026,"ir_width_right_y2",2799.491
"442",2,"ir_width_right_x2",8514.743,"ir_width_right_y2",4238.21
"443",3,"ir_width_right_x2",7819.085,"ir_width_right_y2",4107.29
"444",4,"ir_width_right_x2",8374.046,"ir_width_right_y2",3767.743
"445",5,"ir_width_right_x2",8466.313,"ir_width_right_y2",3624.288
"446",6,"ir_width_right_x2",8276.625,"ir_width_right_y2",3551.015
"447",7,"ir_width_right_x2",9029.688,"ir_width_right_y2",3574.807
"448",8,"ir_width_right_x2",8907.036,"ir_width_right_y2",3964.096
"449",9,"ir_width_right_x2",8303.014,"ir_width_right_y2",3898.38
"450",10,"ir_width_right_x2",8389.106,"ir_width_right_y2",4331.182
"451",11,"ir_width_right_x2",8327.672,"ir_width_right_y2",4010.765
"452",12,"ir_width_right_x2",8050.621,"ir_width_right_y2",4408.221
"453",13,"ir_width_right_x2",7950.886,"ir_width_right_y2",3999.846
"454",14,"ir_width_right_x2",8510.175,"ir_width_right_y2",3725.441
"455",15,"ir_width_right_x2",8356.106,"ir_width_right_y2",4059.037
"456",16,"ir_width_right_x2",8439.021,"ir_width_right_y2",3823.975
"457",17,"ir_width_right_x2",8485.802,"ir_width_right_y2",4117.249
"458",18,"ir_width_right_x2",8707.777,"ir_width_right_y2",3655.248
"459",19,"ir_width_right_x2",8727.111,"ir_width_right_y2",3567.01
"460",20,"ir_width_right_x2",8389.081,"ir_width_right_y2",4493.901
"461",21,"ir_width_right_x2",8709.527,"ir_width_right_y2",3907.75
"462",22,"ir_width_right_x2",8529.051,"ir_width_right_y2",4110.358
"463",23,"ir_width_right_x2",8440.913,"ir_width_right_y2",3975.781
"464",24,"ir_width_right_x2",8406.62,"ir_width_right_y2",3660.937
"465",25,"ir_width_right_x2",8482.335,"ir_width_right_y2",3888.518
"466",26,"ir_width_right_x2",8557.764,"ir_width_right_y2",4081.006
"467",27,"ir_width_right_x2",8337,"ir_width_right_y2",3857
"468",28,"ir_width_right_x2",8937.275,"ir_width_right_y2",3695.178
"469",29,"ir_width_right_x2",9001.262,"ir_width_right_y2",4049.113
"470",30,"ir_width_right_x2",9057.293,"ir_width_right_y2",4086.131
"471",31,"ir_width_right_x2",8521.837,"ir_width_right_y2",3584.221
"472",32,"ir_width_right_x2",7483.9,"ir_width_right_y2",3531.448
"473",33,"ir_width_right_x2",8821.895,"ir_width_right_y2",3918.409
"474",34,"ir_width_right_x2",8730.952,"ir_width_right_y2",3962.485
"475",35,"ir_width_right_x2",8153.152,"ir_width_right_y2",4498.744
"476",36,"ir_width_right_x2",8890.748,"ir_width_right_y2",3674.212
"477",37,"ir_width_right_x2",8589.243,"ir_width_right_y2",3608.75
"478",38,"ir_width_right_x2",8334.75,"ir_width_right_y2",3574.842
"479",39,"ir_width_right_x2",8552.322,"ir_width_right_y2",3895.89
"480",40,"ir_width_right_x2",8367.984,"ir_width_right_y2",4590.25
"481",1,"height_left_x1",3220.30097614895,"height_left_y1",3340.78546716934
"482",2,"height_left_x1",3375.0710795213,"height_left_y1",4333.03257946029
"483",3,"height_left_x1",3725.289,"height_left_y1",4569.959
"484",4,"height_left_x1",3514.328,"height_left_y1",4320.603
"485",5,"height_left_x1",3697.134,"height_left_y1",4273.101
"486",6,"height_left_x1",3618.13433647239,"height_left_y1",4219.17460496409
"487",7,"height_left_x1",4000.41552820575,"height_left_y1",4105.61824733188
"488",8,"height_left_x1",3925.561,"height_left_y1",4353.971
"489",9,"height_left_x1",3521.87088156052,"height_left_y1",4589.15436343791
"490",10,"height_left_x1",3948.27861909468,"height_left_y1",4652.21990945644
"491",11,"height_left_x1",3499.356,"height_left_y1",4623.851
"492",12,"height_left_x1",3572.232,"height_left_y1",4918.068
"493",13,"height_left_x1",3478.646,"height_left_y1",4492.422
"494",14,"height_left_x1",3925.80559034208,"height_left_y1",4292.48465965778
"495",15,"height_left_x1",3667.64729503305,"height_left_y1",4709.10155163424
"496",16,"height_left_x1",3686.35,"height_left_y1",4342.922
"497",17,"height_left_x1",3564.05436640906,"height_left_y1",4332.66805002186
"498",18,"height_left_x1",3805.95807508895,"height_left_y1",4032.04434409575
"499",19,"height_left_x1",3870.65051134174,"height_left_y1",4142.83568410955
"500",20,"height_left_x1",3935.68523369747,"height_left_y1",4706.73282064344
"501",21,"height_left_x1",3722.92556861519,"height_left_y1",4559.00427675143
"502",22,"height_left_x1",3740.474,"height_left_y1",4546.374
"503",23,"height_left_x1",3812.064,"height_left_y1",4566.586
"504",24,"height_left_x1",3605.571262501,"height_left_y1",4302.07225432738
"505",25,"height_left_x1",3726.674,"height_left_y1",4428.618
"506",26,"height_left_x1",3824.345,"height_left_y1",4673.79
"507",27,"height_left_x1",3332.53991283646,"height_left_y1",4160.15902013625
"508",28,"height_left_x1",3700.945,"height_left_y1",3798.512
"509",29,"height_left_x1",4145.62584929311,"height_left_y1",4221.98870956306
"510",30,"height_left_x1",3967.82569199397,"height_left_y1",4384.03183305861
"511",31,"height_left_x1",3717.655,"height_left_y1",3886.219
"512",32,"height_left_x1",3445.108,"height_left_y1",4103.077
"513",33,"height_left_x1",3702.43861606599,"height_left_y1",4219.78335295557
"514",34,"height_left_x1",4245.29876596725,"height_left_y1",4228.20795147804
"515",35,"height_left_x1",3353.23920741712,"height_left_y1",4615.00170222776
"516",36,"height_left_x1",3557.73839752994,"height_left_y1",4281.27153602883
"517",37,"height_left_x1",3974.18027753997,"height_left_y1",4157.72070529687
"518",38,"height_left_x1",3359.70817908545,"height_left_y1",4197.19121621391
"519",39,"height_left_x1",3537.809,"height_left_y1",4163.698
"520",40,"height_left_x1",3746.57087541781,"height_left_y1",4488.81503340849
"521",1,"height_left_x2",3243.806,"height_left_y2",2674.688
"522",2,"height_left_x2",3445,"height_left_y2",3684
"523",3,"height_left_x2",3803.74282142888,"height_left_y2",3900.64107504043
"524",4,"height_left_x2",3557.84219719965,"height_left_y2",3746.52503320024
"525",5,"height_left_x2",3738.16771536578,"height_left_y2",3617.4247170611
"526",6,"height_left_x2",3621.558,"height_left_y2",3647.354
"527",7,"height_left_x2",4022.966,"height_left_y2",3530.154
"528",8,"height_left_x2",3956.37700772754,"height_left_y2",3640.00919187912
"529",9,"height_left_x2",3572.864,"height_left_y2",3861.575
"530",10,"height_left_x2",3969.999,"height_left_y2",4107.06
"531",11,"height_left_x2",3520.21470133664,"height_left_y2",4016.79354799057
"532",12,"height_left_x2",3656.93968684822,"height_left_y2",4236.35368953892
"533",13,"height_left_x2",3512.31223644933,"height_left_y2",4009.93874373133
"534",14,"height_left_x2",3925.394,"height_left_y2",3602.166
"535",15,"height_left_x2",3708.395,"height_left_y2",3993.283
"536",16,"height_left_x2",3699.8129819972,"height_left_y2",3762.67982318221
"537",17,"height_left_x2",3607.092,"height_left_y2",3550.992
"538",18,"height_left_x2",3870.098,"height_left_y2",3330.973
"539",19,"height_left_x2",3897.301,"height_left_y2",3454.115
"540",20,"height_left_x2",3992.27,"height_left_y2",4097.858
"541",21,"height_left_x2",3753.256,"height_left_y2",3761.643
"542",22,"height_left_x2",3758.17026441277,"height_left_y2",3895.09086328841
"543",23,"height_left_x2",3877.49928114002,"height_left_y2",3901.00582861172
"544",24,"height_left_x2",3646.881,"height_left_y2",3630.173
"545",25,"height_left_x2",3793.11147577453,"height_left_y2",3733.56724968538
"546",26,"height_left_x2",3897.65547329145,"height_left_y2",4070.98991354149
"547",27,"height_left_x2",3389.972,"height_left_y2",3551.215
"548",28,"height_left_x2",3705.72569693746,"height_left_y2",3131.82829642141
"549",29,"height_left_x2",4149.122,"height_left_y2",3595.024
"550",30,"height_left_x2",3987.755,"height_left_y2",3598.885
"551",31,"height_left_x2",3762.50632869358,"height_left_y2",3263.00367105356
"552",32,"height_left_x2",3452.78873994527,"height_left_y2",3530.06290295374
"553",33,"height_left_x2",3681.484,"height_left_y2",3791.1
"554",34,"height_left_x2",4301.021,"height_left_y2",3600.182
"555",35,"height_left_x2",3423.906,"height_left_y2",3977.296
"556",36,"height_left_x2",3513.718,"height_left_y2",3527.962
"557",37,"height_left_x2",3978.03,"height_left_y2",3647.723
"558",38,"height_left_x2",3323.503,"height_left_y2",3461.139
"559",39,"height_left_x2",3509.44403804935,"height_left_y2",3592.77600278472
"560",40,"height_left_x2",3813.055,"height_left_y2",3810.8
"561",1,"height_right_x1",7691.066,"height_right_y1",3162.906
"562",2,"height_right_x1",8295.808,"height_right_y1",4359.741
"563",3,"height_right_x1",8393.711,"height_right_y1",4545.95
"564",4,"height_right_x1",8016.01359014659,"height_right_y1",4252.75228812251
"565",5,"height_right_x1",8135.19723004713,"height_right_y1",4147.19194964135
"566",6,"height_right_x1",7860.29594750358,"height_right_y1",4057.42366969016
"567",7,"height_right_x1",8655.479,"height_right_y1",4046.036
"568",8,"height_right_x1",8624.74277933846,"height_right_y1",4342.1418655923
"569",9,"height_right_x1",7940.67600283665,"height_right_y1",4369.2444163035
"570",10,"height_right_x1",8026.878,"height_right_y1",4637.315
"571",11,"height_right_x1",7949.80571103348,"height_right_y1",4500.05243354294
"572",12,"height_right_x1",7692.918,"height_right_y1",4766.876
"573",13,"height_right_x1",7600.18869341958,"height_right_y1",4258.55442094228
"574",14,"height_right_x1",8192.17113317992,"height_right_y1",4256.09592526863
"575",15,"height_right_x1",7983.077,"height_right_y1",4518.616
"576",16,"height_right_x1",8085.43776825275,"height_right_y1",4244.54966678323
"577",17,"height_right_x1",8169.45502221009,"height_right_y1",4396.53699076654
"578",18,"height_right_x1",8304.458,"height_right_y1",4126.831
"579",19,"height_right_x1",8367.93809740374,"height_right_y1",4146.75011797624
"580",20,"height_right_x1",8022.514462832,"height_right_y1",4754.33780754626
"581",21,"height_right_x1",8304.73835271819,"height_right_y1",4493.91755233992
"582",22,"height_right_x1",8106.77456835085,"height_right_y1",4543.64392812296
"583",23,"height_right_x1",8059.905,"height_right_y1",4512.865
"584",24,"height_right_x1",8011.258,"height_right_y1",4223.828
"585",25,"height_right_x1",8098.767,"height_right_y1",4468.023
"586",26,"height_right_x1",8263.75,"height_right_y1",4547.341
"587",27,"height_right_x1",7989.94684735991,"height_right_y1",4100.41089196995
"588",28,"height_right_x1",8516.423,"height_right_y1",4003.509
"589",29,"height_right_x1",8606.56635922663,"height_right_y1",4243.88419061066
"590",30,"height_right_x1",8653.627,"height_right_y1",4439.35
"591",31,"height_right_x1",8050.98888175268,"height_right_y1",3993.61358805712
"592",32,"height_right_x1",7937.24377778062,"height_right_y1",3955.64516232447
"593",33,"height_right_x1",8538.228,"height_right_y1",4273.509
"594",34,"height_right_x1",8382.85360270777,"height_right_y1",4468.4803428432
"595",35,"height_right_x1",7824.78663258994,"height_right_y1",4959.61596824273
"596",36,"height_right_x1",8517.32393239683,"height_right_y1",4157.36568348281
"597",37,"height_right_x1",8251.825,"height_right_y1",4065.936
"598",38,"height_right_x1",7940.874,"height_right_y1",4144.136
"599",39,"height_right_x1",8187.66696260807,"height_right_y1",4238.72239002605
"600",40,"height_right_x1",8002.57718197334,"height_right_y1",4858.19604504258
"601",1,"height_right_x2",7620.38895039406,"height_right_y2",2515.35785125089
"602",2,"height_right_x2",8240.83019507283,"height_right_y2",3750.04297708456
"603",3,"height_right_x2",8274.8875865233,"height_right_y2",3872.08507479449
"604",4,"height_right_x2",7946.958,"height_right_y2",3668.553
"605",5,"height_right_x2",8063.629,"height_right_y2",3473.422
"606",6,"height_right_x2",7792.038,"height_right_y2",3427.943
"607",7,"height_right_x2",8589.58409209514,"height_right_y2",3434.36214546366
"608",8,"height_right_x2",8572.911,"height_right_y2",3649.307
"609",9,"height_right_x2",7878.986,"height_right_y2",3745.03
"610",10,"height_right_x2",7977.16342786003,"height_right_y2",4072.00505766505
"611",11,"height_right_x2",7905.105,"height_right_y2",3904.073
"612",12,"height_right_x2",7584.9597670841,"height_right_y2",4097.35422861845
"613",13,"height_right_x2",7520.895,"height_right_y2",3792.672
"614",14,"height_right_x2",8188.234,"height_right_y2",3563.921
"615",15,"height_right_x2",7877.08970454439,"height_right_y2",3801.60758718834
"616",16,"height_right_x2",8056.551,"height_right_y2",3692.817
"617",17,"height_right_x2",8173.297,"height_right_y2",3670.08
"618",18,"height_right_x2",8278.46930566377,"height_right_y2",3435.25492360347
"619",19,"height_right_x2",8323.329,"height_right_y2",3431.145
"620",20,"height_right_x2",7989.665,"height_right_y2",4164.042
"621",21,"height_right_x2",8277.247,"height_right_y2",3724.958
"622",22,"height_right_x2",8087.256,"height_right_y2",3932.022
"623",23,"height_right_x2",7996.15775253877,"height_right_y2",3863.7342398242
"624",24,"height_right_x2",7930.61673282586,"height_right_y2",3533.28445934178
"625",25,"height_right_x2",8048.55451120634,"height_right_y2",3751.08383307186
"626",26,"height_right_x2",8138.27509490631,"height_right_y2",3925.13460733476
"627",27,"height_right_x2",7968.272,"height_right_y2",3603.468
"628",28,"height_right_x2",8568.2897406939,"height_right_y2",3329.42953355281
"629",29,"height_right_x2",8583.014,"height_right_y2",3607.763
"630",30,"height_right_x2",8679.94002068332,"height_right_y2",3721.22322065105
"631",31,"height_right_x2",8031.782,"height_right_y2",3397.219
"632",32,"height_right_x2",7899.765,"height_right_y2",3398.245
"633",33,"height_right_x2",8557.49743042205,"height_right_y2",3803.83242581706
"634",34,"height_right_x2",8399.682,"height_right_y2",3817.852
"635",35,"height_right_x2",7808.902,"height_right_y2",4247.062
"636",36,"height_right_x2",8518.492,"height_right_y2",3406.326
"637",37,"height_right_x2",8203.52225052742,"height_right_y2",3524.40130605578
"638",38,"height_right_x2",7960.87838473425,"height_right_y2",3431.25693879853
"639",39,"height_right_x2",8246.496,"height_right_y2",3621.589
"640",40,"height_right_x2",8026.336,"height_right_y2",4156.918
"641",1,"sc_height_left_x1",3231.568,"sc_height_left_y1",3340.107
"642",2,"sc_height_left_x1",3403.618,"sc_height_left_y1",4333.542
"643",3,"sc_height_left_x1",3741.393,"sc_height_left_y1",4570.575
"644",4,"sc_height_left_x1",3536.621,"sc_height_left_y1",4321.829
"645",5,"sc_height_left_x1",3750.83008981287,"sc_height_left_y1",4269.88149066725
"646",6,"sc_height_left_x1",3663.56263865237,"sc_height_left_y1",4215.82457659469
"647",7,"sc_height_left_x1",4018.16754025571,"sc_height_left_y1",4104.80987045552
"648",8,"sc_height_left_x1",3941.09038660855,"sc_height_left_y1",4352.79134626758
"649",9,"sc_height_left_x1",3558.49356069759,"sc_height_left_y1",4589.90629977196
"650",10,"sc_height_left_x1",3967.21336698027,"sc_height_left_y1",4651.25083073549
"651",11,"sc_height_left_x1",3505.27475962494,"sc_height_left_y1",4623.82294679736
"652",12,"sc_height_left_x1",3669.109,"sc_height_left_y1",4914.024
"653",13,"sc_height_left_x1",3484.54482090754,"sc_height_left_y1",4492.38632967414
"654",14,"sc_height_left_x1",3938.12610606013,"sc_height_left_y1",4291.62971270509
"655",15,"sc_height_left_x1",3644.097,"sc_height_left_y1",4708.558
"656",16,"sc_height_left_x1",3699.97,"sc_height_left_y1",4341.467
"657",17,"sc_height_left_x1",3606.88108100702,"sc_height_left_y1",4332.83030918427
"658",18,"sc_height_left_x1",3842.318,"sc_height_left_y1",4032.176
"659",19,"sc_height_left_x1",3934.96690572137,"sc_height_left_y1",4138.62488467243
"660",20,"sc_height_left_x1",3957.918,"sc_height_left_y1",4706.127
"661",21,"sc_height_left_x1",3771.34659910329,"sc_height_left_y1",4554.9534960664
"662",22,"sc_height_left_x1",3872.105,"sc_height_left_y1",4540.709
"663",23,"sc_height_left_x1",3838.659,"sc_height_left_y1",4566.206
"664",24,"sc_height_left_x1",3605.31681418402,"sc_height_left_y1",4302.10719935478
"665",25,"sc_height_left_x1",3733.43012798105,"sc_height_left_y1",4430.89000471237
"666",26,"sc_height_left_x1",3891.219,"sc_height_left_y1",4675.254
"667",27,"sc_height_left_x1",3342.21595411499,"sc_height_left_y1",4160.36344328668
"668",28,"sc_height_left_x1",3718.776,"sc_height_left_y1",3797.425
"669",29,"sc_height_left_x1",4168.298,"sc_height_left_y1",4219.533
"670",30,"sc_height_left_x1",3988.07,"sc_height_left_y1",4382.054
"671",31,"sc_height_left_x1",3738.848,"sc_height_left_y1",3885.622
"672",32,"sc_height_left_x1",3430.0977935013,"sc_height_left_y1",4104.23134122187
"673",33,"sc_height_left_x1",3722.20146261153,"sc_height_left_y1",4217.39684155412
"674",34,"sc_height_left_x1",4154.60173792334,"sc_height_left_y1",4225.97149464149
"675",35,"sc_height_left_x1",3427.90528093729,"sc_height_left_y1",4611.09707068417
"676",36,"sc_height_left_x1",3570.948,"sc_height_left_y1",4280.47
"677",37,"sc_height_left_x1",3985.29408324631,"sc_height_left_y1",4156.96842974346
"678",38,"sc_height_left_x1",3389.5312989227,"sc_height_left_y1",4194.68887311631
"679",39,"sc_height_left_x1",3550.728,"sc_height_left_y1",4161.581
"680",40,"sc_height_left_x1",3766.05618074576,"sc_height_left_y1",4480.99927644996
"681",1,"sc_height_left_x2",3209.82832169744,"sc_height_left_y2",2676.85355424813
"682",2,"sc_height_left_x2",3433.48027054538,"sc_height_left_y2",3683.91803787872
"683",3,"sc_height_left_x2",3777.61101466185,"sc_height_left_y2",3899.60975857134
"684",4,"sc_height_left_x2",3539.88327749869,"sc_height_left_y2",3745.51933988059
"685",5,"sc_height_left_x2",3738.411,"sc_height_left_y2",3617.412
"686",6,"sc_height_left_x2",3624.694,"sc_height_left_y2",3647.097
"687",7,"sc_height_left_x2",4021.952,"sc_height_left_y2",3530.198
"688",8,"sc_height_left_x2",3909.335,"sc_height_left_y2",3643.54
"689",9,"sc_height_left_x2",3575.106,"sc_height_left_y2",3861.616
"690",10,"sc_height_left_x2",3947.219,"sc_height_left_y2",4108.108
"691",11,"sc_height_left_x2",3497.762,"sc_height_left_y2",4017.365
"692",12,"sc_height_left_x2",3704.15534109425,"sc_height_left_y2",4234.34578669889
"693",13,"sc_height_left_x2",3501.172,"sc_height_left_y2",4010.025
"694",14,"sc_height_left_x2",3919.701,"sc_height_left_y2",3602.544
"695",15,"sc_height_left_x2",3656.96947807764,"sc_height_left_y2",3992.66519587815
"696",16,"sc_height_left_x2",3673.51368239841,"sc_height_left_y2",3765.58649639729
"697",17,"sc_height_left_x2",3614.481,"sc_height_left_y2",3551.019
"698",18,"sc_height_left_x2",3867.00644393013,"sc_height_left_y2",3330.97693304345
"699",19,"sc_height_left_x2",3884.927,"sc_height_left_y2",3454.836
"700",20,"sc_height_left_x2",3967.79038142328,"sc_height_left_y2",4098.53323299168
"701",21,"sc_height_left_x2",3744.423,"sc_height_left_y2",3762.369
"702",22,"sc_height_left_x2",3840.19230788977,"sc_height_left_y2",3891.71882138471
"703",23,"sc_height_left_x2",3854.61961964925,"sc_height_left_y2",3901.35977029781
"704",24,"sc_height_left_x2",3583.266,"sc_height_left_y2",3635.003
"705",25,"sc_height_left_x2",3749.879,"sc_height_left_y2",3734.652
"706",26,"sc_height_left_x2",3921.83604761386,"sc_height_left_y2",4071.36391366168
"707",27,"sc_height_left_x2",3373.618,"sc_height_left_y2",3550.893
"708",28,"sc_height_left_x2",3682.02570924827,"sc_height_left_y2",3133.29499220994
"709",29,"sc_height_left_x2",4127.95309445918,"sc_height_left_y2",3597.30009709799
"710",30,"sc_height_left_x2",3967.59018673435,"sc_height_left_y2",3600.87060337922
"711",31,"sc_height_left_x2",3716.19430419736,"sc_height_left_y2",3264.11220665426
"712",32,"sc_height_left_x2",3401.017,"sc_height_left_y2",3533.695
"713",33,"sc_height_left_x2",3688.746,"sc_height_left_y2",3790.211
"714",34,"sc_height_left_x2",4155.086,"sc_height_left_y2",3598.006
"715",35,"sc_height_left_x2",3430,"sc_height_left_y2",3977
"716",36,"sc_height_left_x2",3489.29109958471,"sc_height_left_y2",3529.53192915914
"717",37,"sc_height_left_x2",3967.8,"sc_height_left_y2",3648.406
"718",38,"sc_height_left_x2",3304.209,"sc_height_left_y2",3462.788
"719",39,"sc_height_left_x2",3490.14228055289,"sc_height_left_y2",3595.96795777721
"720",40,"sc_height_left_x2",3794.661,"sc_height_left_y2",3802.763
"721",1,"sc_height_right_x1",7686.434,"sc_height_right_y1",3162.604
"722",2,"sc_height_right_x1",8288.513,"sc_height_right_y1",4359.267
"723",3,"sc_height_right_x1",8370.604,"sc_height_right_y1",4546.083
"724",4,"sc_height_right_x1",7984.101,"sc_height_right_y1",4253.676
"725",5,"sc_height_right_x1",8092.5459102556,"sc_height_right_y1",4149.53987522455
"726",6,"sc_height_right_x1",7810.31606354934,"sc_height_right_y1",4054.17992249786
"727",7,"sc_height_right_x1",8641.91,"sc_height_right_y1",4046.648
"728",8,"sc_height_right_x1",8629.21122783185,"sc_height_right_y1",4342.36830587756
"729",9,"sc_height_right_x1",7922.59805673249,"sc_height_right_y1",4370.24168114617
"730",10,"sc_height_right_x1",7998.071,"sc_height_right_y1",4637.15
"731",11,"sc_height_right_x1",7921.697,"sc_height_right_y1",4500.006
"732",12,"sc_height_right_x1",7682.84150053843,"sc_height_right_y1",4767.14718526744
"733",13,"sc_height_right_x1",7581.87385615421,"sc_height_right_y1",4259.33308889399
"734",14,"sc_height_right_x1",8178.138,"sc_height_right_y1",4254.992
"735",15,"sc_height_right_x1",7966.74,"sc_height_right_y1",4519.182
"736",16,"sc_height_right_x1",8075.732,"sc_height_right_y1",4243.65
"737",17,"sc_height_right_x1",8201.00355353577,"sc_height_right_y1",4398.61964855962
"738",18,"sc_height_right_x1",8273.21487186361,"sc_height_right_y1",4125.09887305129
"739",19,"sc_height_right_x1",8382.181,"sc_height_right_y1",4147.417
"740",20,"sc_height_right_x1",7998.58319874754,"sc_height_right_y1",4752.81670290038
"741",21,"sc_height_right_x1",8235.69206695342,"sc_height_right_y1",4490.83855566946
"742",22,"sc_height_right_x1",8079.26349244955,"sc_height_right_y1",4541.59008229049
"743",23,"sc_height_right_x1",8055.763,"sc_height_right_y1",4513.015
"744",24,"sc_height_right_x1",7984,"sc_height_right_y1",4223
"745",25,"sc_height_right_x1",8082.3,"sc_height_right_y1",4467.335
"746",26,"sc_height_right_x1",8246.321,"sc_height_right_y1",4550.04
"747",27,"sc_height_right_x1",7981.15115545319,"sc_height_right_y1",4099.83192696036
"748",28,"sc_height_right_x1",8493.40538240641,"sc_height_right_y1",3998.37174748459
"749",29,"sc_height_right_x1",8587.18636381811,"sc_height_right_y1",4242.83813396499
"750",30,"sc_height_right_x1",8642.57,"sc_height_right_y1",4438.21
"751",31,"sc_height_right_x1",7998.93013558238,"sc_height_right_y1",3989.59204667162
"752",32,"sc_height_right_x1",7904.25,"sc_height_right_y1",3953.671
"753",33,"sc_height_right_x1",8522.206,"sc_height_right_y1",4272.395
"754",34,"sc_height_right_x1",8367.73077788948,"sc_height_right_y1",4466.09401029694
"755",35,"sc_height_right_x1",7765.03,"sc_height_right_y1",4954.292
"756",36,"sc_height_right_x1",8488.841,"sc_height_right_y1",4154.513
"757",37,"sc_height_right_x1",8146.789,"sc_height_right_y1",4065.02
"758",38,"sc_height_right_x1",7887.046,"sc_height_right_y1",4139.335
"759",39,"sc_height_right_x1",8156.25593933087,"sc_height_right_y1",4231.90482184494
"760",40,"sc_height_right_x1",7953.61010211983,"sc_height_right_y1",4851.73673340542
"761",1,"sc_height_right_x2",7661.46181134606,"sc_height_right_y2",2517.89444642137
"762",2,"sc_height_right_x2",8283.06224556799,"sc_height_right_y2",3752.48749096261
"763",3,"sc_height_right_x2",8296.81355593358,"sc_height_right_y2",3871.98177993473
"764",4,"sc_height_right_x2",7956.87807286954,"sc_height_right_y2",3668.28912182295
"765",5,"sc_height_right_x2",8068.872,"sc_height_right_y2",3473.148
"766",6,"sc_height_right_x2",7813.333,"sc_height_right_y2",3429.245
"767",7,"sc_height_right_x2",8606.4024479437,"sc_height_right_y2",3433.59949906839
"768",8,"sc_height_right_x2",8643.569,"sc_height_right_y2",3653.452
"769",9,"sc_height_right_x2",7891.351,"sc_height_right_y2",3744.4
"770",10,"sc_height_right_x2",7989.90512865838,"sc_height_right_y2",4072.12035649947
"771",11,"sc_height_right_x2",7916.3337951364,"sc_height_right_y2",3904.04772369235
"772",12,"sc_height_right_x2",7627.381,"sc_height_right_y2",4096.221
"773",13,"sc_height_right_x2",7537.739,"sc_height_right_y2",3791.952
"774",14,"sc_height_right_x2",8212.56164518949,"sc_height_right_y2",3565.805316973
"775",15,"sc_height_right_x2",7902.32894637621,"sc_height_right_y2",3800.7625089061
"776",16,"sc_height_right_x2",8071.07298174734,"sc_height_right_y2",3694.31558305352
"777",17,"sc_height_right_x2",8244.98,"sc_height_right_y2",3674.734
"778",18,"sc_height_right_x2",8304.299,"sc_height_right_y2",3436.703
"779",19,"sc_height_right_x2",8409.38221138276,"sc_height_right_y2",3435.43407714126
"780",20,"sc_height_right_x2",8006.485,"sc_height_right_y2",4165.092
"781",21,"sc_height_right_x2",8286.112,"sc_height_right_y2",3725.346
"782",22,"sc_height_right_x2",8087.292,"sc_height_right_y2",3932.028
