"","looker_id","Gender","ID","set","measure","value"
"401","F01","f","01","left","ir_width_horiz_left_mm",12.129
"402","F01","f","01","right","ir_width_horiz_left_mm",12.129
"403","F02","f","02","left","ir_width_horiz_left_mm",11.321
"404","F02","f","02","right","ir_width_horiz_left_mm",11.321
"405","F03","f","03","left","ir_width_horiz_left_mm",11.536
"406","F03","f","03","right","ir_width_horiz_left_mm",11.536
"407","F04","f","04","left","ir_width_horiz_left_mm",11.829
"408","F04","f","04","right","ir_width_horiz_left_mm",11.829
"409","F05","f","05","left","ir_width_horiz_left_mm",11.572
"410","F05","f","05","right","ir_width_horiz_left_mm",11.572
"411","F07","f","07","left","ir_width_horiz_left_mm",12.023
"412","F07","f","07","right","ir_width_horiz_left_mm",12.023
"413","F08","f","08","left","ir_width_horiz_left_mm",12.66
"414","F08","f","08","right","ir_width_horiz_left_mm",12.66
"415","F09","f","09","left","ir_width_horiz_left_mm",11.229
"416","F09","f","09","right","ir_width_horiz_left_mm",11.229
"417","F10","f","10","left","ir_width_horiz_left_mm",11.496
"418","F10","f","10","right","ir_width_horiz_left_mm",11.496
"419","F11","f","11","left","ir_width_horiz_left_mm",11.704
"420","F11","f","11","right","ir_width_horiz_left_mm",11.704
"421","F12","f","12","left","ir_width_horiz_left_mm",11.746
"422","F12","f","12","right","ir_width_horiz_left_mm",11.746
"423","F13","f","13","left","ir_width_horiz_left_mm",11.461
"424","F13","f","13","right","ir_width_horiz_left_mm",11.461
"425","F14","f","14","left","ir_width_horiz_left_mm",11.195
"426","F14","f","14","right","ir_width_horiz_left_mm",11.195
"427","F15","f","15","left","ir_width_horiz_left_mm",11.425
"428","F15","f","15","right","ir_width_horiz_left_mm",11.425
"429","F16","f","16","left","ir_width_horiz_left_mm",11.369
"430","F16","f","16","right","ir_width_horiz_left_mm",11.369
"431","F17","f","17","left","ir_width_horiz_left_mm",12.135
"432","F17","f","17","right","ir_width_horiz_left_mm",12.135
"433","F18","f","18","left","ir_width_horiz_left_mm",12.066
"434","F18","f","18","right","ir_width_horiz_left_mm",12.066
"435","F19","f","19","left","ir_width_horiz_left_mm",11.664
"436","F19","f","19","right","ir_width_horiz_left_mm",11.664
"437","F20","f","20","left","ir_width_horiz_left_mm",11.631
"438","F20","f","20","right","ir_width_horiz_left_mm",11.631
"439","F21","f","21","left","ir_width_horiz_left_mm",10.724
"440","F21","f","21","right","ir_width_horiz_left_mm",10.724
"441","F22","f","22","left","ir_width_horiz_left_mm",11.713
"442","F22","f","22","right","ir_width_horiz_left_mm",11.713
