"","looker_id","Gender","ID","set","measure","value"
"480","M14","m","14","right","ir_width_horiz_left_mm",11.959
"481","F01","f","01","left","width_right_mm",25.8642781650677
"482","F01","f","01","right","width_right_mm",25.8642781650677
"483","F02","f","02","left","width_right_mm",28.8693176919719
"484","F02","f","02","right","width_right_mm",28.8693176919719
"485","F03","f","03","left","width_right_mm",25.0068593989729
"486","F03","f","03","right","width_right_mm",25.0068593989729
"487","F04","f","04","left","width_right_mm",26.241379536907
"488","F04","f","04","right","width_right_mm",26.241379536907
"489","F05","f","05","left","width_right_mm",26.3786415495567
"490","F05","f","05","right","width_right_mm",26.3786415495567
"491","F07","f","07","left","width_right_mm",25.0178493480155
"492","F07","f","07","right","width_right_mm",25.0178493480155
"493","F08","f","08","left","width_right_mm",28.5784029819722
"494","F08","f","08","right","width_right_mm",28.5784029819722
"495","F09","f","09","left","width_right_mm",28.9358420129776
"496","F09","f","09","right","width_right_mm",28.9358420129776
"497","F10","f","10","left","width_right_mm",27.4980731870435
"498","F10","f","10","right","width_right_mm",27.4980731870435
"499","F11","f","11","left","width_right_mm",24.4335815221592
"500","F11","f","11","right","width_right_mm",24.4335815221592
"501","F12","f","12","left","width_right_mm",25.7343836141455
"502","F12","f","12","right","width_right_mm",25.7343836141455
"503","F13","f","13","left","width_right_mm",25.7504917428775
"504","F13","f","13","right","width_right_mm",25.7504917428775
"505","F14","f","14","left","width_right_mm",26.3818425626415
"506","F14","f","14","right","width_right_mm",26.3818425626415
"507","F15","f","15","left","width_right_mm",26.6394279593237
"508","F15","f","15","right","width_right_mm",26.6394279593237
"509","F16","f","16","left","width_right_mm",26.8347666470197
"510","F16","f","16","right","width_right_mm",26.8347666470197
"511","F17","f","17","left","width_right_mm",25.7850889081267
"512","F17","f","17","right","width_right_mm",25.7850889081267
"513","F18","f","18","left","width_right_mm",27.8973315032101
"514","F18","f","18","right","width_right_mm",27.8973315032101
"515","F19","f","19","left","width_right_mm",26.7910398827668
"516","F19","f","19","right","width_right_mm",26.7910398827668
"517","F20","f","20","left","width_right_mm",28.4285922620168
"518","F20","f","20","right","width_right_mm",28.4285922620168
"519","F21","f","21","left","width_right_mm",24.5259256502176
"520","F21","f","21","right","width_right_mm",24.5259256502176
"521","F22","f","22","left","width_right_mm",26.8518864328002
"522","F22","f","22","right","width_right_mm",26.8518864328002
"523","F23","f","23","left","width_right_mm",26.1640403798802
"524","F23","f","23","right","width_right_mm",26.1640403798802
"525","F24","f","24","left","width_right_mm",27.8084423511998
"526","F24","f","24","right","width_right_mm",27.8084423511998
"527","F25","f","25","left","width_right_mm",29.0770438834487
"528","F25","f","25","right","width_right_mm",29.0770438834487
"529","F26","f","26","left","width_right_mm",24.7316324168058
"530","F26","f","26","right","width_right_mm",24.7316324168058
"531","F28","f","28","left","width_right_mm",27.6199050686276
"532","F28","f","28","right","width_right_mm",27.6199050686276
"533","M01","m","01","left","width_right_mm",27.4225783069353
"534","M01","m","01","right","width_right_mm",27.4225783069353
"535","M02","m","02","left","width_right_mm",28.4687470219537
"536","M02","m","02","right","width_right_mm",28.4687470219537
"537","M03","m","03","left","width_right_mm",26.5621732921085
"538","M03","m","03","right","width_right_mm",26.5621732921085
"539","M04","m","04","left","width_right_mm",27.6278509660089
"540","M04","m","04","right","width_right_mm",27.6278509660089
"541","M05","m","05","left","width_right_mm",27.3972198772065
"542","M05","m","05","right","width_right_mm",27.3972198772065
"543","M06","m","06","left","width_right_mm",27.2525786302874
"544","M06","m","06","right","width_right_mm",27.2525786302874
"545","M07","m","07","left","width_right_mm",25.7978506469047
"546","M07","m","07","right","width_right_mm",25.7978506469047
"547","M08","m","08","left","width_right_mm",26.0170192181964
"548","M08","m","08","right","width_right_mm",26.0170192181964
"549","M09","m","09","left","width_right_mm",26.4254539601499
"550","M09","m","09","right","width_right_mm",26.4254539601499
"551","M10","m","10","left","width_right_mm",29.7591271713402
"552","M10","m","10","right","width_right_mm",29.7591271713402
"553","M11","m","11","left","width_right_mm",26.066093397362
"554","M11","m","11","right","width_right_mm",26.066093397362
"555","M12","m","12","left","width_right_mm",30.5932593392727
"556","M12","m","12","right","width_right_mm",30.5932593392727
"557","M13","m","13","left","width_right_mm",26.7404969662121
"558","M13","m","13","right","width_right_mm",26.7404969662121
"559","M14","m","14","left","width_right_mm",28.3568507595607
"560","M14","m","14","right","width_right_mm",28.3568507595607
"561","F01","f","01","left","width_horiz_right_mm",25.75
"562","F01","f","01","right","width_horiz_right_mm",25.75
"563","F02","f","02","left","width_horiz_right_mm",28.768
"564","F02","f","02","right","width_horiz_right_mm",28.768
"565","F03","f","03","left","width_horiz_right_mm",24.67
"566","F03","f","03","right","width_horiz_right_mm",24.67
"567","F04","f","04","left","width_horiz_right_mm",26.073
"568","F04","f","04","right","width_horiz_right_mm",26.073
"569","F05","f","05","left","width_horiz_right_mm",26.261
"570","F05","f","05","right","width_horiz_right_mm",26.261
"571","F07","f","07","left","width_horiz_right_mm",24.894
"572","F07","f","07","right","width_horiz_right_mm",24.894
"573","F08","f","08","left","width_horiz_right_mm",28.432
"574","F08","f","08","right","width_horiz_right_mm",28.432
"575","F09","f","09","left","width_horiz_right_mm",28.875
"576","F09","f","09","right","width_horiz_right_mm",28.875
"577","F10","f","10","left","width_horiz_right_mm",27.39
"578","F10","f","10","right","width_horiz_right_mm",27.39
"579","F11","f","11","left","width_horiz_right_mm",24.363
"580","F11","f","11","right","width_horiz_right_mm",24.363
"581","F12","f","12","left","width_horiz_right_mm",25.678
"582","F12","f","12","right","width_horiz_right_mm",25.678
"583","F13","f","13","left","width_horiz_right_mm",25.444
"584","F13","f","13","right","width_horiz_right_mm",25.444
"585","F14","f","14","left","width_horiz_right_mm",26.029
"586","F14","f","14","right","width_horiz_right_mm",26.029
"587","F15","f","15","left","width_horiz_right_mm",26.643
"588","F15","f","15","right","width_horiz_right_mm",26.643
"589","F16","f","16","left","width_horiz_right_mm",26.571
"590","F16","f","16","right","width_horiz_right_mm",26.571
"591","F17","f","17","left","width_horiz_right_mm",25.756
"592","F17","f","17","right","width_horiz_right_mm",25.756
"593","F18","f","18","left","width_horiz_right_mm",27.91
"594","F18","f","18","right","width_horiz_right_mm",27.91
"595","F19","f","19","left","width_horiz_right_mm",26.79
"596","F19","f","19","right","width_horiz_right_mm",26.79
"597","F20","f","20","left","width_horiz_right_mm",28.387
"598","F20","f","20","right","width_horiz_right_mm",28.387
"599","F21","f","21","left","width_horiz_right_mm",24.5
"600","F21","f","21","right","width_horiz_right_mm",24.5
"601","F22","f","22","left","width_horiz_right_mm",26.858
"602","F22","f","22","right","width_horiz_right_mm",26.858
"603","F23","f","23","left","width_horiz_right_mm",26.154
"604","F23","f","23","right","width_horiz_right_mm",26.154
"605","F24","f","24","left","width_horiz_right_mm",27.685
"606","F24","f","24","right","width_horiz_right_mm",27.685
"607","F25","f","25","left","width_horiz_right_mm",28.916
"608","F25","f","25","right","width_horiz_right_mm",28.916
"609","F26","f","26","left","width_horiz_right_mm",24.672
"610","F26","f","26","right","width_horiz_right_mm",24.672
"611","F28","f","28","left","width_horiz_right_mm",27.105
"612","F28","f","28","right","width_horiz_right_mm",27.105
"613","M01","m","01","left","width_horiz_right_mm",27.356
"614","M01","m","01","right","width_horiz_right_mm",27.356
"615","M02","m","02","left","width_horiz_right_mm",28.406
"616","M02","m","02","right","width_horiz_right_mm",28.406
"617","M03","m","03","left","width_horiz_right_mm",26.552
"618","M03","m","03","right","width_horiz_right_mm",26.552
"619","M04","m","04","left","width_horiz_right_mm",27.615
"620","M04","m","04","right","width_horiz_right_mm",27.615
"621","M05","m","05","left","width_horiz_right_mm",27.402
"622","M05","m","05","right","width_horiz_right_mm",27.402
"623","M06","m","06","left","width_horiz_right_mm",27.197
"624","M06","m","06","right","width_horiz_right_mm",27.197
"625","M07","m","07","left","width_horiz_right_mm",25.787
"626","M07","m","07","right","width_horiz_right_mm",25.787
"627","M08","m","08","left","width_horiz_right_mm",26.035
"628","M08","m","08","right","width_horiz_right_mm",26.035
"629","M09","m","09","left","width_horiz_right_mm",26.439
"630","M09","m","09","right","width_horiz_right_mm",26.439
"631","M10","m","10","left","width_horiz_right_mm",29.784
"632","M10","m","10","right","width_horiz_right_mm",29.784
"633","M11","m","11","left","width_horiz_right_mm",25.982
"634","M11","m","11","right","width_horiz_right_mm",25.982
"635","M12","m","12","left","width_horiz_right_mm",30.602
"636","M12","m","12","right","width_horiz_right_mm",30.602
"637","M13","m","13","left","width_horiz_right_mm",26.637
"638","M13","m","13","right","width_horiz_right_mm",26.637
"639","M14","m","14","left","width_horiz_right_mm",28.355
"640","M14","m","14","right","width_horiz_right_mm",28.355
"641","F01","f","01","left","sc_width_right_mm",23.6264082966497
"642","F01","f","01","right","sc_width_right_mm",23.6264082966497
"643","F02","f","02","left","sc_width_right_mm",24.7073264033161
"644","F02","f","02","right","sc_width_right_mm",24.7073264033161
"645","F03","f","03","left","sc_width_right_mm",21.5002213244422
"646","F03","f","03","right","sc_width_right_mm",21.5002213244422
"647","F04","f","04","left","sc_width_right_mm",22.7947178311117
"648","F04","f","04","right","sc_width_right_mm",22.7947178311117
"649","F05","f","05","left","sc_width_right_mm",23.5114784732904
"650","F05","f","05","right","sc_width_right_mm",23.5114784732904
"651","F07","f","07","left","sc_width_right_mm",22.6601747786728
"652","F07","f","07","right","sc_width_right_mm",22.6601747786728
"653","F08","f","08","left","sc_width_right_mm",25.4856033477726
"654","F08","f","08","right","sc_width_right_mm",25.4856033477726
"655","F09","f","09","left","sc_width_right_mm",24.7830597182834
"656","F09","f","09","right","sc_width_right_mm",24.7830597182834
"657","F10","f","10","left","sc_width_right_mm",24.8017673966998
"658","F10","f","10","right","sc_width_right_mm",24.8017673966998
"659","F11","f","11","left","sc_width_right_mm",22.4089948458203
"660","F11","f","11","right","sc_width_right_mm",22.4089948458203
"661","F12","f","12","left","sc_width_right_mm",23.3884563406823
"662","F12","f","12","right","sc_width_right_mm",23.3884563406823
"663","F13","f","13","left","sc_width_right_mm",23.2047418645414
"664","F13","f","13","right","sc_width_right_mm",23.2047418645414
"665","F14","f","14","left","sc_width_right_mm",22.6956430400198
"666","F14","f","14","right","sc_width_right_mm",22.6956430400198
"667","F15","f","15","left","sc_width_right_mm",23.4986689197495
"668","F15","f","15","right","sc_width_right_mm",23.4986689197495
"669","F16","f","16","left","sc_width_right_mm",24.9063809494676
"670","F16","f","16","right","sc_width_right_mm",24.9063809494676
"671","F17","f","17","left","sc_width_right_mm",23.1678290955368
"672","F17","f","17","right","sc_width_right_mm",23.1678290955368
"673","F18","f","18","left","sc_width_right_mm",26.3394588023368
"674","F18","f","18","right","sc_width_right_mm",26.3394588023368
"675","F19","f","19","left","sc_width_right_mm",23.1208998527307
"676","F19","f","19","right","sc_width_right_mm",23.1208998527307
"677","F20","f","20","left","sc_width_right_mm",25.3637225185894
"678","F20","f","20","right","sc_width_right_mm",25.3637225185894
"679","F21","f","21","left","sc_width_right_mm",21.5389255303044
"680","F21","f","21","right","sc_width_right_mm",21.5389255303044
"681","F22","f","22","left","sc_width_right_mm",24.2337157282989
"682","F22","f","22","right","sc_width_right_mm",24.2337157282989
"683","F23","f","23","left","sc_width_right_mm",23.9793401493869
"684","F23","f","23","right","sc_width_right_mm",23.9793401493869
"685","F24","f","24","left","sc_width_right_mm",24.3219131648808
"686","F24","f","24","right","sc_width_right_mm",24.3219131648808
"687","F25","f","25","left","sc_width_right_mm",24.5825540780449
"688","F25","f","25","right","sc_width_right_mm",24.5825540780449
"689","F26","f","26","left","sc_width_right_mm",23.3925389814787
"690","F26","f","26","right","sc_width_right_mm",23.3925389814787
"691","F28","f","28","left","sc_width_right_mm",24.049025468821
"692","F28","f","28","right","sc_width_right_mm",24.049025468821
"693","M01","m","01","left","sc_width_right_mm",23.3071303467415
"694","M01","m","01","right","sc_width_right_mm",23.3071303467415
"695","M02","m","02","left","sc_width_right_mm",24.8150805962826
"696","M02","m","02","right","sc_width_right_mm",24.8150805962826
"697","M03","m","03","left","sc_width_right_mm",24.1518867585951
"698","M03","m","03","right","sc_width_right_mm",24.1518867585951
"699","M04","m","04","left","sc_width_right_mm",24.992998239507
"700","M04","m","04","right","sc_width_right_mm",24.992998239507
"701","M05","m","05","left","sc_width_right_mm",24.0020766184928
"702","M05","m","05","right","sc_width_right_mm",24.0020766184928
"703","M06","m","06","left","sc_width_right_mm",24.5901473155408
"704","M06","m","06","right","sc_width_right_mm",24.5901473155408
"705","M07","m","07","left","sc_width_right_mm",22.6170980676125
"706","M07","m","07","right","sc_width_right_mm",22.6170980676125
"707","M08","m","08","left","sc_width_right_mm",22.9318034615684
"708","M08","m","08","right","sc_width_right_mm",22.9318034615684
"709","M09","m","09","left","sc_width_right_mm",22.7506286726323
"710","M09","m","09","right","sc_width_right_mm",22.7506286726323
"711","M10","m","10","left","sc_width_right_mm",26.0807750076565
"712","M10","m","10","right","sc_width_right_mm",26.0807750076565
"713","M11","m","11","left","sc_width_right_mm",22.7348746422759
"714","M11","m","11","right","sc_width_right_mm",22.7348746422759
"715","M12","m","12","left","sc_width_right_mm",26.8076947908618
"716","M12","m","12","right","sc_width_right_mm",26.8076947908618
"717","M13","m","13","left","sc_width_right_mm",24.1843877325849
"718","M13","m","13","right","sc_width_right_mm",24.1843877325849
"719","M14","m","14","left","sc_width_right_mm",25.1200562101282
"720","M14","m","14","right","sc_width_right_mm",25.1200562101282
"721","F01","f","01","left","sc_width_horiz_right_mm",23.634
"722","F01","f","01","right","sc_width_horiz_right_mm",23.634
"723","F02","f","02","left","sc_width_horiz_right_mm",24.727
"724","F02","f","02","right","sc_width_horiz_right_mm",24.727
"725","F03","f","03","left","sc_width_horiz_right_mm",21.472
"726","F03","f","03","right","sc_width_horiz_right_mm",21.472
"727","F04","f","04","left","sc_width_horiz_right_mm",22.801
"728","F04","f","04","right","sc_width_horiz_right_mm",22.801
"729","F05","f","05","left","sc_width_horiz_right_mm",23.514
"730","F05","f","05","right","sc_width_horiz_right_mm",23.514
"731","F07","f","07","left","sc_width_horiz_right_mm",22.667
"732","F07","f","07","right","sc_width_horiz_right_mm",22.667
"733","F08","f","08","left","sc_width_horiz_right_mm",25.465
"734","F08","f","08","right","sc_width_horiz_right_mm",25.465
"735","F09","f","09","left","sc_width_horiz_right_mm",24.785
"736","F09","f","09","right","sc_width_horiz_right_mm",24.785
"737","F10","f","10","left","sc_width_horiz_right_mm",24.777
"738","F10","f","10","right","sc_width_horiz_right_mm",24.777
"739","F11","f","11","left","sc_width_horiz_right_mm",22.422
"740","F11","f","11","right","sc_width_horiz_right_mm",22.422
"741","F12","f","12","left","sc_width_horiz_right_mm",23.404
"742","F12","f","12","right","sc_width_horiz_right_mm",23.404
"743","F13","f","13","left","sc_width_horiz_right_mm",23.154
"744","F13","f","13","right","sc_width_horiz_right_mm",23.154
"745","F14","f","14","left","sc_width_horiz_right_mm",22.624
"746","F14","f","14","right","sc_width_horiz_right_mm",22.624
"747","F15","f","15","left","sc_width_horiz_right_mm",23.484
"748","F15","f","15","right","sc_width_horiz_right_mm",23.484
"749","F16","f","16","left","sc_width_horiz_right_mm",24.799
"750","F16","f","16","right","sc_width_horiz_right_mm",24.799
"751","F17","f","17","left","sc_width_horiz_right_mm",23.188
"752","F17","f","17","right","sc_width_horiz_right_mm",23.188
"753","F18","f","18","left","sc_width_horiz_right_mm",26.316
"754","F18","f","18","right","sc_width_horiz_right_mm",26.316
"755","F19","f","19","left","sc_width_horiz_right_mm",23.112
"756","F19","f","19","right","sc_width_horiz_right_mm",23.112
"757","F20","f","20","left","sc_width_horiz_right_mm",25.364
"758","F20","f","20","right","sc_width_horiz_right_mm",25.364
"759","F21","f","21","left","sc_width_horiz_right_mm",21.564
"760","F21","f","21","right","sc_width_horiz_right_mm",21.564
"761","F22","f","22","left","sc_width_horiz_right_mm",24.198
"762","F22","f","22","right","sc_width_horiz_right_mm",24.198
"763","F23","f","23","left","sc_width_horiz_right_mm",23.982
"764","F23","f","23","right","sc_width_horiz_right_mm",23.982
"765","F24","f","24","left","sc_width_horiz_right_mm",24.317
"766","F24","f","24","right","sc_width_horiz_right_mm",24.317
"767","F25","f","25","left","sc_width_horiz_right_mm",24.596
"768","F25","f","25","right","sc_width_horiz_right_mm",24.596
"769","F26","f","26","left","sc_width_horiz_right_mm",23.396
"770","F26","f","26","right","sc_width_horiz_right_mm",23.396
"771","F28","f","28","left","sc_width_horiz_right_mm",23.83
"772","F28","f","28","right","sc_width_horiz_right_mm",23.83
"773","M01","m","01","left","sc_width_horiz_right_mm",23.329
"774","M01","m","01","right","sc_width_horiz_right_mm",23.329
"775","M02","m","02","left","sc_width_horiz_right_mm",24.631
"776","M02","m","02","right","sc_width_horiz_right_mm",24.631
"777","M03","m","03","left","sc_width_horiz_right_mm",24.157
"778","M03","m","03","right","sc_width_horiz_right_mm",24.157
"779","M04","m","04","left","sc_width_horiz_right_mm",24.865
"780","M04","m","04","right","sc_width_horiz_right_mm",24.865
"781","M05","m","05","left","sc_width_horiz_right_mm",23.983
"782","M05","m","05","right","sc_width_horiz_right_mm",23.983
"783","M06","m","06","left","sc_width_horiz_right_mm",24.591
"784","M06","m","06","right","sc_width_horiz_right_mm",24.591
"785","M07","m","07","left","sc_width_horiz_right_mm",22.544
"786","M07","m","07","right","sc_width_horiz_right_mm",22.544
"787","M08","m","08","left","sc_width_horiz_right_mm",22.865
"788","M08","m","08","right","sc_width_horiz_right_mm",22.865
"789","M09","m","09","left","sc_width_horiz_right_mm",22.672
"790","M09","m","09","right","sc_width_horiz_right_mm",22.672
"791","M10","m","10","left","sc_width_horiz_right_mm",26.037
"792","M10","m","10","right","sc_width_horiz_right_mm",26.037
"793","M11","m","11","left","sc_width_horiz_right_mm",22.742
"794","M11","m","11","right","sc_width_horiz_right_mm",22.742
"795","M12","m","12","left","sc_width_horiz_right_mm",26.615
"796","M12","m","12","right","sc_width_horiz_right_mm",26.615
"797","M13","m","13","left","sc_width_horiz_right_mm",23.927
"798","M13","m","13","right","sc_width_horiz_right_mm",23.927
"799","M14","m","14","left","sc_width_horiz_right_mm",24.981
"800","M14","m","14","right","sc_width_horiz_right_mm",24.981
"801","F01","f","01","left","ir_width_right_mm",12.1144903731028
"802","F01","f","01","right","ir_width_right_mm",12.1144903731028
"803","F02","f","02","left","ir_width_right_mm",11.2734763493787
"804","F02","f","02","right","ir_width_right_mm",11.2734763493787
"805","F03","f","03","left","ir_width_right_mm",11.4491868706909
"806","F03","f","03","right","ir_width_right_mm",11.4491868706909
"807","F04","f","04","left","ir_width_right_mm",12.062168503217
"808","F04","f","04","right","ir_width_right_mm",12.062168503217
"809","F05","f","05","left","ir_width_right_mm",11.67708953464
"810","F05","f","05","right","ir_width_right_mm",11.67708953464
"811","F07","f","07","left","ir_width_right_mm",12.7001951559809
"812","F07","f","07","right","ir_width_right_mm",12.7001951559809
"813","F08","f","08","left","ir_width_right_mm",12.6727506879919
"814","F08","f","08","right","ir_width_right_mm",12.6727506879919
"815","F09","f","09","left","ir_width_right_mm",11.1380479887636
"816","F09","f","09","right","ir_width_right_mm",11.1380479887636
"817","F10","f","10","left","ir_width_right_mm",11.5883324943669
"818","F10","f","10","right","ir_width_right_mm",11.5883324943669
"819","F11","f","11","left","ir_width_right_mm",11.9858108194648
"820","F11","f","11","right","ir_width_right_mm",11.9858108194648
"821","F12","f","12","left","ir_width_right_mm",11.819608326844
"822","F12","f","12","right","ir_width_right_mm",11.819608326844
"823","F13","f","13","left","ir_width_right_mm",11.5656190928112
"824","F13","f","13","right","ir_width_right_mm",11.5656190928112
"825","F14","f","14","left","ir_width_right_mm",11.5759896769131
"826","F14","f","14","right","ir_width_right_mm",11.5759896769131
"827","F15","f","15","left","ir_width_right_mm",11.4654790131071
"828","F15","f","15","right","ir_width_right_mm",11.4654790131071
"829","F16","f","16","left","ir_width_right_mm",11.4489355400404
"830","F16","f","16","right","ir_width_right_mm",11.4489355400404
"831","F17","f","17","left","ir_width_right_mm",12.3538141883388
"832","F17","f","17","right","ir_width_right_mm",12.3538141883388
"833","F18","f","18","left","ir_width_right_mm",12.171327372148
"834","F18","f","18","right","ir_width_right_mm",12.171327372148
"835","F19","f","19","left","ir_width_right_mm",11.9392110710884
"836","F19","f","19","right","ir_width_right_mm",11.9392110710884
"837","F20","f","20","left","ir_width_right_mm",11.4665887691152
"838","F20","f","20","right","ir_width_right_mm",11.4665887691152
"839","F21","f","21","left","ir_width_right_mm",10.7068398699149
"840","F21","f","21","right","ir_width_right_mm",10.7068398699149
"841","F22","f","22","left","ir_width_right_mm",11.8226853971507
"842","F22","f","22","right","ir_width_right_mm",11.8226853971507
"843","F23","f","23","left","ir_width_right_mm",12.0713479777529
"844","F23","f","23","right","ir_width_right_mm",12.0713479777529
"845","F24","f","24","left","ir_width_right_mm",11.2640135830884
"846","F24","f","24","right","ir_width_right_mm",11.2640135830884
"847","F25","f","25","left","ir_width_right_mm",11.9842306803566
"848","F25","f","25","right","ir_width_right_mm",11.9842306803566
"849","F26","f","26","left","ir_width_right_mm",11.8958714266757
"850","F26","f","26","right","ir_width_right_mm",11.8958714266757
"851","F28","f","28","left","ir_width_right_mm",11.5252183059584
"852","F28","f","28","right","ir_width_right_mm",11.5252183059584
"853","M01","m","01","left","ir_width_right_mm",11.7708386277274
"854","M01","m","01","right","ir_width_right_mm",11.7708386277274
"855","M02","m","02","left","ir_width_right_mm",12.3474320002177
"856","M02","m","02","right","ir_width_right_mm",12.3474320002177
"857","M03","m","03","left","ir_width_right_mm",11.9837404010601
"858","M03","m","03","right","ir_width_right_mm",11.9837404010601
"859","M04","m","04","left","ir_width_right_mm",12.3807813969878
"860","M04","m","04","right","ir_width_right_mm",12.3807813969878
"861","M05","m","05","left","ir_width_right_mm",11.7980216138131
"862","M05","m","05","right","ir_width_right_mm",11.7980216138131
"863","M06","m","06","left","ir_width_right_mm",11.8619828443646
"864","M06","m","06","right","ir_width_right_mm",11.8619828443646
"865","M07","m","07","left","ir_width_right_mm",12.2722567199354
"866","M07","m","07","right","ir_width_right_mm",12.2722567199354
"867","M08","m","08","left","ir_width_right_mm",11.8779122744698
"868","M08","m","08","right","ir_width_right_mm",11.8779122744698
"869","M09","m","09","left","ir_width_right_mm",11.8784797848883
"870","M09","m","09","right","ir_width_right_mm",11.8784797848883
"871","M10","m","10","left","ir_width_right_mm",12.0505835543346
"872","M10","m","10","right","ir_width_right_mm",12.0505835543346
"873","M11","m","11","left","ir_width_right_mm",11.9788029452028
"874","M11","m","11","right","ir_width_right_mm",11.9788029452028
"875","M12","m","12","left","ir_width_right_mm",11.9560478838118
"876","M12","m","12","right","ir_width_right_mm",11.9560478838118
"877","M13","m","13","left","ir_width_right_mm",11.7445122929818
"878","M13","m","13","right","ir_width_right_mm",11.7445122929818
"879","M14","m","14","left","ir_width_right_mm",12.4643599514777
"880","M14","m","14","right","ir_width_right_mm",12.4643599514777
"881","F01","f","01","left","ir_width_horiz_right_mm",12.129
"882","F01","f","01","right","ir_width_horiz_right_mm",12.129
"883","F02","f","02","left","ir_width_horiz_right_mm",11.236
"884","F02","f","02","right","ir_width_horiz_right_mm",11.236
"885","F03","f","03","left","ir_width_horiz_right_mm",11.464
"886","F03","f","03","right","ir_width_horiz_right_mm",11.464
"887","F04","f","04","left","ir_width_horiz_right_mm",11.886
"888","F04","f","04","right","ir_width_horiz_right_mm",11.886
"889","F05","f","05","left","ir_width_horiz_right_mm",11.6
"890","F05","f","05","right","ir_width_horiz_right_mm",11.6
"891","F07","f","07","left","ir_width_horiz_right_mm",12.483
"892","F07","f","07","right","ir_width_horiz_right_mm",12.483
"893","F08","f","08","left","ir_width_horiz_right_mm",12.66
"894","F08","f","08","right","ir_width_horiz_right_mm",12.66
"895","F09","f","09","left","ir_width_horiz_right_mm",11.157
"896","F09","f","09","right","ir_width_horiz_right_mm",11.157
"897","F10","f","10","left","ir_width_horiz_right_mm",11.51
"898","F10","f","10","right","ir_width_horiz_right_mm",11.51
"899","F11","f","11","left","ir_width_horiz_right_mm",11.993
"900","F11","f","11","right","ir_width_horiz_right_mm",11.993
"901","F12","f","12","left","ir_width_horiz_right_mm",11.688
"902","F12","f","12","right","ir_width_horiz_right_mm",11.688
"903","F13","f","13","left","ir_width_horiz_right_mm",11.577
"904","F13","f","13","right","ir_width_horiz_right_mm",11.577
"905","F14","f","14","left","ir_width_horiz_right_mm",11.546
"906","F14","f","14","right","ir_width_horiz_right_mm",11.546
"907","F15","f","15","left","ir_width_horiz_right_mm",11.223
"908","F15","f","15","right","ir_width_horiz_right_mm",11.223
"909","F16","f","16","left","ir_width_horiz_right_mm",11.427
"910","F16","f","16","right","ir_width_horiz_right_mm",11.427
"911","F17","f","17","left","ir_width_horiz_right_mm",12.222
"912","F17","f","17","right","ir_width_horiz_right_mm",12.222
"913","F18","f","18","left","ir_width_horiz_right_mm",12.152
"914","F18","f","18","right","ir_width_horiz_right_mm",12.152
"915","F19","f","19","left","ir_width_horiz_right_mm",11.865
"916","F19","f","19","right","ir_width_horiz_right_mm",11.865
"917","F20","f","20","left","ir_width_horiz_right_mm",11.415
"918","F20","f","20","right","ir_width_horiz_right_mm",11.415
"919","F21","f","21","left","ir_width_horiz_right_mm",10.71
"920","F21","f","21","right","ir_width_horiz_right_mm",10.71
"921","F22","f","22","left","ir_width_horiz_right_mm",11.756
"922","F22","f","22","right","ir_width_horiz_right_mm",11.756
"923","F23","f","23","left","ir_width_horiz_right_mm",12.056
"924","F23","f","23","right","ir_width_horiz_right_mm",12.056
"925","F24","f","24","left","ir_width_horiz_right_mm",11.23
"926","F24","f","24","right","ir_width_horiz_right_mm",11.23
"927","F25","f","25","left","ir_width_horiz_right_mm",11.911
"928","F25","f","25","right","ir_width_horiz_right_mm",11.911
"929","F26","f","26","left","ir_width_horiz_right_mm",11.842
"930","F26","f","26","right","ir_width_horiz_right_mm",11.842
"931","F28","f","28","left","ir_width_horiz_right_mm",11.396
"932","F28","f","28","right","ir_width_horiz_right_mm",11.396
"933","M01","m","01","left","ir_width_horiz_right_mm",11.751
"934","M01","m","01","right","ir_width_horiz_right_mm",11.751
"935","M02","m","02","left","ir_width_horiz_right_mm",12.287
"936","M02","m","02","right","ir_width_horiz_right_mm",12.287
"937","M03","m","03","left","ir_width_horiz_right_mm",11.862
"938","M03","m","03","right","ir_width_horiz_right_mm",11.862
"939","M04","m","04","left","ir_width_horiz_right_mm",12.347
"940","M04","m","04","right","ir_width_horiz_right_mm",12.347
"941","M05","m","05","left","ir_width_horiz_right_mm",11.825
"942","M05","m","05","right","ir_width_horiz_right_mm",11.825
"943","M06","m","06","left","ir_width_horiz_right_mm",11.763
"944","M06","m","06","right","ir_width_horiz_right_mm",11.763
"945","M07","m","07","left","ir_width_horiz_right_mm",12.281
"946","M07","m","07","right","ir_width_horiz_right_mm",12.281
"947","M08","m","08","left","ir_width_horiz_right_mm",11.699
"948","M08","m","08","right","ir_width_horiz_right_mm",11.699
"949","M09","m","09","left","ir_width_horiz_right_mm",11.888
"950","M09","m","09","right","ir_width_horiz_right_mm",11.888
"951","M10","m","10","left","ir_width_horiz_right_mm",12.068
"952","M10","m","10","right","ir_width_horiz_right_mm",12.068
"953","M11","m","11","left","ir_width_horiz_right_mm",11.806
"954","M11","m","11","right","ir_width_horiz_right_mm",11.806
"955","M12","m","12","left","ir_width_horiz_right_mm",11.831
"956","M12","m","12","right","ir_width_horiz_right_mm",11.831
"957","M13","m","13","left","ir_width_horiz_right_mm",11.756
"958","M13","m","13","right","ir_width_horiz_right_mm",11.756
"959","M14","m","14","left","ir_width_horiz_right_mm",12.318
"960","M14","m","14","right","ir_width_horiz_right_mm",12.318
"961","F01","f","01","left","iris_centroid_left_y_mm",43.43
