"","looker_id","Gender","ID","width_left_mm","width_horiz_left_mm","sc_width_left_mm","sc_width_horiz_left_mm","ir_width_left_mm","ir_width_horiz_left_mm","ir_width_alt_left_mm","width_right_mm","width_horiz_right_mm","sc_width_right_mm","sc_width_horiz_right_mm","ir_width_right_mm","ir_width_horiz_right_mm","ir_width_alt_right_mm","height_left_mm","sc_height_left_mm","ir_height_left_mm","height_right_mm","sc_height_right_mm","ir_height_right_mm","complete_area_left","complete_area_right","eye_opening_area_left","eye_opening_area_right","iris_pupil_area_left","iris_pupil_area_right","sclera_area_left","sclera_area_right","hac_left","hac_right","hrc_left","hrc_right","ril_left","ril_right","luminance_slope_left","luminance_slope_right","iris_centroid_y_left_mm","iris_centroid_y_right_mm","luminance_slope_abs_left","luminance_slope_abs_right","ir_width_left_alt_mm","ir_width_right_alt_mm","whr_left_mm","whr_right_mm","ssi_left_mm","ssi_left_alt_mm","ssi_right_mm","ssi_right_alt_mm","ssr_left","ssr_right"
"21","F22","f","22",27.5762101819666,27.573,25.1241898774866,25.127,11.818520423471,11.713,NA,26.8518864328002,26.858,24.2337157282989,24.198,11.8226853971507,11.756,NA,11.3780851770252,11.3147600231637,11.5704202044132,11.0026965008028,10.9712538994557,11.4427017673864,209.015,202.507,202.325,194.01,104.676,101.202,97.649,92.808,122.057,122.354,102.97,98.625,0.0851397133777058,0.0781529003141787,-16.7020621519178,-17.2838355158142,59.324,58.571,16.7020621519178,17.2838355158142,11.4077065510628,11.3775597668118,2.42362486771051,2.44048233365711,2.12583208195768,2.20238746193432,2.20883738088508,2.1299572337988,0.482634375386136,0.478367094479666
"22","F23","f","23",26.988037720442,26.999,24.3283666940467,24.317,11.8521740199847,11.838,NA,26.1640403798802,26.154,23.9793401493869,23.982,12.0713479777529,12.056,NA,9.49937150611384,9.4731478533112,9.56400761019354,8.9328126208532,8.89907436526284,9.08219167151048,172.021,155.059,166.58,151.645,92.568,88.864,74.012,62.781,125.68,117.224,122.58,124.309,0.0695746161477072,0.0912868217054264,-14.992961610956,-17.367033097277,61.257,61.637,14.992961610956,17.367033097277,11.407784746653,11.4970148573988,2.84103403083797,2.92898121682319,2.0526501427523,2.13261095246249,2.69458812963618,2.08570141439413,0.444303037579541,0.413999802169541
"23","F24","f","24",26.6666252083011,26.562,23.6542584115419,23.669,11.4469351793395,11.158,NA,27.8084423511998,27.685,24.3219131648808,24.317,11.2640135830884,11.23,NA,9.6294471840813,9.5763433888899,10.1119295533873,9.39042778651325,9.36666880545301,10.0397879210032,170.168,167.602,163.465,161.123,89.104,85.641,74.361,75.482,136.905,119.519,130.376,121.461,0.0785523906956709,0.0856589858930812,-19.5665223170261,-10.3641172389872,60.789,60.038,19.5665223170261,10.3641172389872,10.7246530746591,10.3231350401361,2.76927893144109,2.9613605453778,2.06642721749969,2.20559660502526,2.59664494069879,2.35605880096673,0.45490471966476,0.468474395337723
"24","F25","f","25",27.8661724856501,27.839,24.2421377976448,24.252,11.909050172033,11.882,NA,29.0770438834487,28.916,24.5825540780449,24.596,11.9842306803566,11.911,NA,9.65958909068913,9.57908103203021,9.16742781653059,9.99688239062586,9.93643658266715,9.79008322265998,175.709,185.208,164.37,172.377,86.719,92.68,77.651,79.697,118.194,126.66,118.776,115.66,0.129845175254544,0.0829447710620058,-13.658993204826,13.899741012247,56.274,55.142,13.658993204826,13.899741012247,11.4850176499484,11.6678774583284,2.88481965682269,2.90861117969282,2.03560632018954,2.11076191056213,2.473980875692,2.10685740965664,0.472415890977672,0.462341263625658
"25","F26","f","26",24.5562819864897,24.457,22.3410991000891,22.35,11.9554848500594,11.956,NA,24.7316324168058,24.672,23.3925389814787,23.396,11.8958714266757,11.842,NA,10.0099704421956,9.98472582122628,9.9927176219553,10.3046643671018,10.26383077293,11.186524459656,167.443,174.515,161.877,171.495,97.708,99.581,64.169,71.914,124.433,122.093,102.807,77.1543,0.0650743083835485,0.0659388579472428,-12.745495703121,13.3279116224743,58.409,58.845,12.745495703121,13.3279116224743,11.8868038791825,11.676083447849,2.45318226744969,2.40004249878948,1.86869034424631,1.87948748268787,2.27912360394471,2.00345767362497,0.396405913131575,0.419335840695064
"26","F28","f","28",27.7037550703871,27.509,23.7659157829022,23.758,11.3865121964542,11.396,NA,27.6199050686276,27.105,24.049025468821,23.83,11.5252183059584,11.396,NA,8.76501042700266,8.72461516334035,9.24983770624558,9.15709163244999,9.14466721453947,9.13032011859462,152.037,155.264,144.758,148.395,82.796,87.191,61.962,61.204,123.17,123.823,100.884,108.5,0.0532667179093005,0.0695456799771563,-13.6399375422199,-18.0334386787644,62.995,61.043,13.6399375422199,18.0334386787644,10.7221221360629,10.885902264896,3.16072129076301,3.01623115474251,2.087198904534,2.21653097039135,2.62984151359652,2.20918991220163,0.428038519460064,0.412439772229523
"27","M01","m","01",29.1672674928592,29.06,25.1917944180243,25.176,11.5800655006783,11.491,NA,27.4225783069353,27.356,23.3071303467415,23.329,11.7708386277274,11.751,NA,8.83013460051398,8.81046937812297,8.95555606917793,7.214626111763,7.1701928201393,7.1802674415685,156.56,114.48,151.241,111.5,85.52,72.917,65.721,38.583,140,122.808,132.411,120.148,0.065545321051929,0.0771658513492189,20.2886789171642,24.5160002395544,55.531,55.591,20.2886789171642,24.5160002395544,10.8870420397428,11.1713941215855,3.30315094983506,3.80097012404073,2.17544489852399,2.31392460193159,3.25055837846893,2.08632244938053,0.434544865479599,0.346035874439462
"28","M02","m","02",28.556707390734,28.564,24.8984941311719,24.89,12.2075187077473,12.115,NA,28.4687470219537,28.406,24.8150805962826,24.631,12.3474320002177,12.287,NA,9.57032455000169,9.54797916199047,9.61441181191082,9.70474485402566,9.67886615993335,9.66461861144383,176.381,180.53,169.151,172.887,97.434,98.257,71.717,74.63,137.456,123.939,101.16,96.1179,0.0756277655983107,0.0676581435760872,18.5944834489942,16.7335889611968,49.652,52.379,18.5944834489942,16.7335889611968,11.8443149001231,11.9822223690309,2.98388077034743,2.93348742807438,2.03960319269226,2.10214726146069,2.56384169242955,2.07099149323245,0.423982122482279,0.431669240602243
"29","M03","m","03",27.4432285454901,27.461,24.9579189236603,24.922,12.1075236939681,11.775,NA,26.5621732921085,26.552,24.1518867585951,24.157,11.9837404010601,11.862,NA,9.04651536038487,8.9985169674121,9.16649181348121,9.18562897968244,9.14711026694465,9.59713950199477,162.849,164.442,157.018,157.903,86.052,89.118,70.966,68.785,113.093,93.2339,128.281,127.749,0.0962104018156826,0.147234275302933,-15.8004079579747,12.3299169487939,55.99,56.418,15.8004079579747,12.3299169487939,11.1827757056942,11.2583420643157,3.03356899891701,2.89170979481764,2.06135619095208,2.23181789391983,2.64038434584897,2.14524364427925,0.451960921677769,0.435615536120276
"30","M04","m","04",27.9321015679093,27.945,25.9771654342809,25.982,12.4894374973415,12.504,NA,27.6278509660089,27.615,24.992998239507,24.865,12.3807813969878,12.347,NA,11.2499191445436,11.1930262186199,10.2367253628079,10.3376943230306,10.2928992370421,10.1250072944497,211.685,189.204,207.228,182.544,102.998,99.465,104.23,83.079,124.411,106.746,109.15,99.6726,0.0846074608196601,0.0788229202623404,-17.1320177914871,14.3597401025062,56.455,58.036,17.1320177914871,14.3597401025062,12.0521850325032,12.0378559298151,2.48287131747582,2.67253510335074,2.07993077669114,2.15539052580289,2.42817865636556,2.07620014604136,0.502972571274152,0.455117670260321
"31","M05","m","05",26.9428836615534,26.866,24.6806221355946,24.693,11.8734006080819,11.883,NA,27.3972198772065,27.402,24.0020766184928,23.983,11.7980216138131,11.825,NA,9.06021679875963,9.01306870779589,8.96892095549315,8.64604992966659,8.59965033535384,8.58303839967501,177.769,162.761,169.172,154.137,86.206,83.517,82.966,70.62,120.388,105.141,129.938,107.049,0.0988652354860924,0.0701164775491072,-10.7335948644793,14.2544739696312,51.432,53.307,10.7335948644793,14.2544739696312,10.9950082320133,11.1128050880753,2.97375705901893,3.16875568613135,2.07864814388517,2.2447115649931,2.79105262220005,2.15985760825127,0.490423947225309,0.458163841258102
"32","M06","m","06",27.6659938914184,27.687,24.2352837202291,24.217,11.8862677068961,11.835,NA,27.2525786302874,27.197,24.5901473155408,24.591,11.8619828443646,11.763,NA,8.25199645968175,8.22275020294425,8.32021217713371,8.04384570675177,7.98254584780086,8.05432221178471,149.789,147.149,142.704,138.121,81.253,81.893,61.451,56.228,146.46,123.766,106.781,106.454,0.053625314198205,0.0766969794176669,20.3041603704269,15.3780969657812,54.791,52.815,20.3041603704269,15.3780969657812,11.6137588392608,11.5400438743852,3.35264248192436,3.3880036519612,2.03893133806573,2.08677346031163,3.08048933064572,2.13085388437061,0.430618623164032,0.407092332085635
"33","M07","m","07",25.1384532738194,25.124,21.4565574358982,21.42,12.1992960862502,12.094,NA,25.7978506469047,25.787,22.6170980676125,22.544,12.2722567199354,12.281,NA,6.23708799300636,6.2292676279062,6.23329895217014,6.77500644835257,6.77793984331298,6.82160717504432,92.292,108.422,90.01,104.987,61.49,67.349,28.52,37.638,95,109.436,100.31,107.142,0.102407720427405,0.108319074390939,-10.9116386984138,15.9165745534935,57.621,57.883,10.9116386984138,15.9165745534935,11.4145275153173,11.3516831746508,4.03047917586013,3.80779720928203,1.75883569709254,1.87975870285524,3.33686910631498,1.99240039733651,0.31685368292412,0.358501528760704
"34","M08","m","08",25.468648727406,25.387,21.7290465966641,21.742,11.9627864646996,11.829,NA,26.0170192181964,26.035,22.9318034615684,22.865,11.8779122744698,11.699,NA,9.0872480691704,9.05190300229215,9.62585583406741,9.37738325667516,9.32407071657879,10.0063939781485,154.992,159.519,147.123,153.135,91.302,91.382,55.821,61.753,118.181,107.586,97.9363,124.162,0.0777700609456328,0.124163532457383,-17.0174377582905,15.3014464308572,56.223,59.504,17.0174377582905,15.3014464308572,11.4562577227841,11.2212196783754,2.80268003399308,2.77444341412372,1.81638673069885,1.89669673312687,2.45941972756536,2.04361059838804,0.379417222324178,0.403258562706109
"35","M09","m","09",27.0708642085915,26.926,23.1562806167139,23.174,11.9655068425871,11.859,NA,26.4254539601499,26.439,22.7506286726323,22.672,11.8784797848883,11.888,NA,9.1889224768401,9.08264254371837,9.39769880583646,10.2079074586881,10.1367737844369,9.98993101678967,163.11,178.627,150.719,168.041,88.026,94.686,62.693,73.355,127.067,126.834,106.058,118.316,0.0637562628941939,0.0838540048973224,-12.765292693463,15.3210765365288,61.214,65.472,12.765292693463,15.3210765365288,11.4420148705284,11.5597392009074,2.94603249475891,2.58872389538159,1.93525279968058,2.02379396275374,2.24436582648827,1.96809186411804,0.415959500792866,0.436530370564327
"36","M10","m","10",30.2464827872598,30.213,26.9541382351579,26.81,12.1072487791405,12.096,NA,29.7591271713402,29.784,26.0807750076565,26.037,12.0505835543346,12.068,NA,10.7897396669971,10.8016820372023,9.87966800525976,10.738074252948,10.6914667648456,10.143960145907,223.443,218.737,215.297,208.753,95.897,97.513,119.4,111.24,126.626,134.113,140.762,148.838,0.0580945580052962,0.0810968214924391,-17.2630229990048,12.9016835016835,54.994,53.412,17.2630229990048,12.9016835016835,11.5963392283373,11.6997282143024,2.80326344478686,2.77136537430537,2.22628102609049,2.32436613869414,2.43940102712681,2.22917785182172,0.554582739192836,0.532878569409781
"37","M11","m","11",25.255881414039,25.269,21.9424575196125,21.942,12.3781406115781,12.22,NA,26.066093397362,25.982,22.7348746422759,22.742,11.9788029452028,11.806,NA,7.28154901568537,7.27124514491514,7.31578536942286,7.7617569265116,7.73098795035499,7.99632435416279,124.576,137.593,116.421,129.186,74.949,78.07,41.472,51.116,110.825,113.697,120.756,122.381,0.0900843206318711,0.0926524455936221,-15.0446622502172,12.0486409155937,55.583,54.039,15.0446622502172,12.0486409155937,11.7903783029483,11.635502426305,3.46847646834961,3.35827231439429,1.77267799810645,1.86104779302337,2.9407463558693,1.95392289987221,0.356224392506507,0.395677550198938
"38","M12","m","12",31.0681901790239,31.046,26.797726358779,26.644,11.8778447960899,11.702,NA,30.5932593392727,30.602,26.8076947908618,26.615,11.9560478838118,11.831,NA,10.5681589539757,10.5669615260682,10.067295890115,10.2272903768572,10.2185470491876,9.56403458889028,214.724,210.741,202.776,198.672,92.126,90.253,110.65,108.419,117.243,114.528,122.47,121.724,0.102432190349326,0.122390804597701,-16.8921002204389,11.9737791299439,54.041,53.532,16.8921002204389,11.9737791299439,10.554019702218,11.0631661468676,2.93979209759485,2.9913357509141,2.25611016298181,2.5391014148995,2.62343507954911,2.42314853044597,0.545676016885628,0.545718571313522
