"","looker_id","Gender","ID","set","measure","value"
"443","F23","f","23","left","ir_width_horiz",11.838
"444","F23","f","23","right","ir_width_horiz",12.056
"445","F24","f","24","left","ir_width_horiz",11.158
"446","F24","f","24","right","ir_width_horiz",11.23
"447","F25","f","25","left","ir_width_horiz",11.882
"448","F25","f","25","right","ir_width_horiz",11.911
"449","F26","f","26","left","ir_width_horiz",11.956
"450","F26","f","26","right","ir_width_horiz",11.842
"451","F28","f","28","left","ir_width_horiz",11.396
"452","F28","f","28","right","ir_width_horiz",11.396
"453","M01","m","01","left","ir_width_horiz",11.491
"454","M01","m","01","right","ir_width_horiz",11.751
"455","M02","m","02","left","ir_width_horiz",12.115
"456","M02","m","02","right","ir_width_horiz",12.287
"457","M03","m","03","left","ir_width_horiz",11.775
"458","M03","m","03","right","ir_width_horiz",11.862
"459","M04","m","04","left","ir_width_horiz",12.504
"460","M04","m","04","right","ir_width_horiz",12.347
"461","M05","m","05","left","ir_width_horiz",11.883
"462","M05","m","05","right","ir_width_horiz",11.825
"463","M06","m","06","left","ir_width_horiz",11.835
"464","M06","m","06","right","ir_width_horiz",11.763
"465","M07","m","07","left","ir_width_horiz",12.094
"466","M07","m","07","right","ir_width_horiz",12.281
"467","M08","m","08","left","ir_width_horiz",11.829
"468","M08","m","08","right","ir_width_horiz",11.699
"469","M09","m","09","left","ir_width_horiz",11.859
"470","M09","m","09","right","ir_width_horiz",11.888
"471","M10","m","10","left","ir_width_horiz",12.096
"472","M10","m","10","right","ir_width_horiz",12.068
"473","M11","m","11","left","ir_width_horiz",12.22
"474","M11","m","11","right","ir_width_horiz",11.806
"475","M12","m","12","left","ir_width_horiz",11.702
"476","M12","m","12","right","ir_width_horiz",11.831
"477","M13","m","13","left","ir_width_horiz",11.655
"478","M13","m","13","right","ir_width_horiz",11.756
"479","M14","m","14","left","ir_width_horiz",11.959
"480","M14","m","14","right","ir_width_horiz",12.318
"481","F01","f","01","left","ir_width_alt",11.7404888845407
"482","F01","f","01","right","ir_width_alt",11.5505904568855
"483","F02","f","02","left","ir_width_alt",11.0798391998878
"484","F02","f","02","right","ir_width_alt",11.1710094989735
"485","F03","f","03","left","ir_width_alt",10.9493335464482
"486","F03","f","03","right","ir_width_alt",11.0458682525015
"487","F04","f","04","left","ir_width_alt",11.3746793674956
"488","F04","f","04","right","ir_width_alt",11.491992183535
"489","F05","f","05","left","ir_width_alt",11.2855580993761
"490","F05","f","05","right","ir_width_alt",11.4233368120108
"491","F07","f","07","left","ir_width_alt",11.0401878027278
"492","F07","f","07","right","ir_width_alt",11.3106891165103
"493","F08","f","08","left","ir_width_alt",11.9946244944128
"494","F08","f","08","right","ir_width_alt",12.3440772924568
"495","F09","f","09","left","ir_width_alt",10.0738091400179
"496","F09","f","09","right","ir_width_alt",10.5979408564168
"497","F10","f","10","left","ir_width_alt",10.588637666607
"498","F10","f","10","right","ir_width_alt",10.0267818069065
"499","F11","f","11","left","ir_width_alt",11.324475551788
"500","F11","f","11","right","ir_width_alt",11.5311872430636
"501","F12","f","12","left","ir_width_alt",10.6468187982067
"502","F12","f","12","right","ir_width_alt",10.9068510681007
"503","F13","f","13","left","ir_width_alt",11.4459331703165
"504","F13","f","13","right","ir_width_alt",11.4676575470848
"505","F14","f","14","left","ir_width_alt",10.5245673401077
"506","F14","f","14","right","ir_width_alt",10.7054790141097
"507","F15","f","15","left","ir_width_alt",10.8793837261783
"508","F15","f","15","right","ir_width_alt",10.8977182483593
"509","F16","f","16","left","ir_width_alt",11.0062032704514
"510","F16","f","16","right","ir_width_alt",11.2552718353253
"511","F17","f","17","left","ir_width_alt",11.8747699591278
"512","F17","f","17","right","ir_width_alt",11.7982374001442
"513","F18","f","18","left","ir_width_alt",11.2539083517725
"514","F18","f","18","right","ir_width_alt",11.0338190390173
"515","F19","f","19","left","ir_width_alt",11.3411867888357
"516","F19","f","19","right","ir_width_alt",11.3711909590513
"517","F20","f","20","left","ir_width_alt",10.8029326720319
"518","F20","f","20","right","ir_width_alt",10.4880627990648
"519","F21","f","21","left","ir_width_alt",10.6387238112372
"520","F21","f","21","right","ir_width_alt",10.4271534663377
"521","F22","f","22","left","ir_width_alt",11.4077065510628
"522","F22","f","22","right","ir_width_alt",11.3775597668118
"523","F23","f","23","left","ir_width_alt",11.407784746653
"524","F23","f","23","right","ir_width_alt",11.4970148573988
"525","F24","f","24","left","ir_width_alt",10.7246530746591
"526","F24","f","24","right","ir_width_alt",10.3231350401361
"527","F25","f","25","left","ir_width_alt",11.4850176499484
"528","F25","f","25","right","ir_width_alt",11.6678774583284
"529","F26","f","26","left","ir_width_alt",11.8868038791825
"530","F26","f","26","right","ir_width_alt",11.676083447849
"531","F28","f","28","left","ir_width_alt",10.7221221360629
"532","F28","f","28","right","ir_width_alt",10.885902264896
"533","M01","m","01","left","ir_width_alt",10.8870420397428
"534","M01","m","01","right","ir_width_alt",11.1713941215855
"535","M02","m","02","left","ir_width_alt",11.8443149001231
"536","M02","m","02","right","ir_width_alt",11.9822223690309
"537","M03","m","03","left","ir_width_alt",11.1827757056942
"538","M03","m","03","right","ir_width_alt",11.2583420643157
"539","M04","m","04","left","ir_width_alt",12.0521850325032
