 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M13_00-gp_cr.jpg:M13_Scale,1.434,5.673,197.794,86.724,40.690,100.000,36.945,35.999,99.566,9.390,5.384,100
2,M13_00-gp_cr.jpg:M13_Iris_Pupil_Area_Left,79.818,1.000,102.000,51.137,55.317,32.790,45.160,51.166,11.655,8.587,0.000,0
3,M13_00-gp_cr.jpg:M13_Eye_Opening_Area_Left,140.891,1.000,255.000,51.352,55.655,54.844,38.880,51.166,24.931,8.659,0.000,0
4,M13_00-gp_cr.jpg:M13_Iris_Pupil_Area_Right,86.113,3.000,94.000,116.682,55.997,33.851,110.863,51.711,11.756,9.161,0.000,0
5,M13_00-gp_cr.jpg:M13_Eye_Opening_Area_Right,151.047,0.000,255.000,117.495,56.536,54.412,104.985,51.711,23.927,9.491,0.000,0
6,M13_00-gp_cr.jpg:M13_Complete_Area_Left,147.099,1.000,255.000,51.932,55.661,61.620,38.880,51.166,28.916,8.659,0.000,0
7,M13_00-gp_cr.jpg:M13_Complete_Area_Right,155.969,0.000,255.000,117.081,56.528,58.622,102.261,51.711,26.637,9.491,0.000,0
