 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M08_00-gp_cr.jpg:M08_Scale,1.441,34.047,216.486,87.154,40.890,100.000,37.245,37.879,99.833,6.037,-176.547,100.000
2,M08_00-gp_cr.jpg:M08_Iris_Pupil_Area_Left,91.349,1.000,154.000,60.743,56.228,34.668,54.765,51.826,11.829,9.106,0.000,0.000
3,M08_00-gp_cr.jpg:M08_Eye_Opening_Area_Left,146.995,1.000,154.000,60.408,56.540,50.274,49.535,51.840,21.742,9.091,0.000,0.000
4,M08_00-gp_cr.jpg:M08_Iris_Pupil_Area_Right,91.114,4.000,154.000,120.184,59.506,34.501,114.428,54.851,11.699,9.495,0.000,0.000
5,M08_00-gp_cr.jpg:M08_Eye_Opening_Area_Right,153.135,3.000,154.000,120.386,59.938,52.120,108.924,54.866,22.865,9.668,0.000,0.000
6,M08_00-gp_cr.jpg:M08_Complete_Area_Left,154.853,1.000,154.000,61.022,56.660,56.684,49.535,51.826,25.387,9.106,0.000,0.000
7,M08_00-gp_cr.jpg:M08_Complete_Area_Right,159.517,3.000,154.000,119.887,59.979,57.488,105.755,54.866,26.021,9.668,0.000,0.000
