 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,F09_00-gp_cr.jpg:F09_Scale,1.445,6.650,194.997,87.426,41.025,100.000,37.618,36.650,99.631,8.758,-174.980,100
2,F09_00-gp_cr.jpg:F09_Iris_Pupil_Area_Left,86.288,4.000,104.000,57.486,57.039,33.426,51.781,52.489,11.229,9.668,0.000,0
3,F09_00-gp_cr.jpg:F09_Eye_Opening_Area_Left,189.899,4.000,203.000,57.138,57.912,56.137,44.887,52.489,24.149,10.506,0.000,0
4,F09_00-gp_cr.jpg:F09_Iris_Pupil_Area_Right,86.719,2.000,107.000,123.135,57.297,33.338,117.580,52.720,11.157,9.610,0.000,0
5,F09_00-gp_cr.jpg:F09_Eye_Opening_Area_Right,182.832,2.000,255.000,123.653,57.991,56.005,111.481,52.720,24.554,10.058,0.000,0
6,F09_00-gp_cr.jpg:F09_Complete_Area_Left,202.693,4.000,203.000,57.965,57.993,62.787,44.887,52.489,27.979,10.506,0.000,0
7,F09_00-gp_cr.jpg:F09_Complete_Area_Right,194.878,2.000,255.000,122.824,58.112,63.985,107.160,52.720,28.875,10.058,0.000,0
