 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,F21_00-gp_cr.jpg:F21_Scale,1.431,54.332,219.624,86.538,40.607,100.000,36.694,36.665,99.696,7.897,4.521,100
2,F21_00-gp_cr.jpg:F21_Iris_Pupil_Area_Left,76.996,0.000,255.000,56.532,62.935,31.522,51.200,58.610,10.658,8.741,0.000,0
3,F21_00-gp_cr.jpg:F21_Eye_Opening_Area_Left,130.869,0.000,255.000,56.904,63.195,47.676,46.851,58.610,20.514,8.741,0.000,0
4,F21_00-gp_cr.jpg:F21_Iris_Pupil_Area_Right,74.785,0.000,255.000,114.735,63.733,31.165,109.452,59.540,10.643,8.498,0.000,0
5,F21_00-gp_cr.jpg:F21_Eye_Opening_Area_Right,126.268,0.000,255.000,113.984,63.989,48.218,103.201,59.540,21.430,8.498,0.000,0
6,F21_00-gp_cr.jpg:F21_Complete_Area_Left,135.736,0.000,255.000,57.294,63.267,50.595,46.851,58.610,22.446,8.741,0.000,0
7,F21_00-gp_cr.jpg:F21_Complete_Area_Right,132.695,0.000,255.000,113.426,64.076,53.423,100.254,59.540,24.348,8.498,0.000,0
