 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,F26_00-gp_cr.jpg:F26_Scale,1.434,5.994,207.646,86.726,40.686,100.000,37.030,35.181,99.406,11.024,6.321,100.000
2,F26_00-gp_cr.jpg:F26_Iris_Pupil_Area_Left,97.446,1.000,255.000,54.253,58.420,35.370,48.227,53.531,11.956,9.992,0.000,0.000
3,F26_00-gp_cr.jpg:F26_Eye_Opening_Area_Left,161.637,1.000,255.000,54.216,58.593,51.825,43.080,53.531,22.350,9.992,0.000,0.000
4,F26_00-gp_cr.jpg:F26_Iris_Pupil_Area_Right,99.581,0.000,255.000,116.358,58.845,35.674,110.474,53.760,11.842,10.308,0.000,0.000
5,F26_00-gp_cr.jpg:F26_Eye_Opening_Area_Right,171.555,0.000,255.000,115.476,59.099,53.769,103.980,53.760,23.396,10.308,0.000,0.000
6,F26_00-gp_cr.jpg:F26_Complete_Area_Left,167.182,1.000,255.000,54.663,58.620,54.986,43.152,53.502,24.457,9.992,0.000,0.000
7,F26_00-gp_cr.jpg:F26_Complete_Area_Right,174.510,0.000,255.000,115.275,59.127,55.482,102.689,53.760,24.672,10.308,0.000,0.000
