X,Y
46.620,51.284
46.654,51.276
46.688,51.267
46.722,51.259
46.756,51.251
46.790,51.243
46.824,51.235
46.858,51.227
46.892,51.219
46.926,51.212
46.960,51.205
46.994,51.197
47.028,51.190
47.061,51.183
47.095,51.176
47.128,51.169
47.162,51.163
47.195,51.156
47.228,51.150
47.262,51.143
47.295,51.137
47.327,51.131
47.360,51.125
47.393,51.119
47.425,51.113
47.457,51.108
47.490,51.102
47.522,51.097
47.553,51.091
47.585,51.086
47.616,51.081
47.648,51.076
47.679,51.071
47.710,51.066
47.740,51.061
47.771,51.056
47.801,51.052
47.831,51.047
47.861,51.043
47.890,51.038
47.920,51.034
47.949,51.030
47.978,51.026
48.007,51.022
48.036,51.018
48.064,51.014
48.093,51.010
48.121,51.006
48.149,51.003
48.178,50.999
48.206,50.996
48.234,50.993
48.262,50.989
48.290,50.986
48.318,50.983
48.345,50.980
48.373,50.977
48.401,50.974
48.429,50.972
48.457,50.969
48.485,50.966
48.513,50.964
48.541,50.962
48.569,50.959
48.597,50.957
48.625,50.955
48.654,50.953
48.682,50.951
48.711,50.949
48.739,50.947
48.768,50.946
48.797,50.944
48.826,50.942
48.855,50.941
48.884,50.939
48.913,50.938
48.942,50.937
48.971,50.935
49.001,50.934
49.030,50.933
49.060,50.931
49.089,50.930
49.119,50.929
49.149,50.928
49.178,50.927
49.208,50.925
49.238,50.924
49.268,50.923
49.297,50.922
49.327,50.921
49.357,50.919
49.387,50.918
49.417,50.917
49.447,50.916
49.477,50.914
49.507,50.913
49.537,50.912
49.567,50.910
49.597,50.909
49.627,50.907
49.657,50.906
49.687,50.904
49.717,50.902
49.748,50.900
49.778,50.899
49.808,50.897
49.838,50.895
49.868,50.893
49.898,50.891
49.928,50.890
49.958,50.888
49.988,50.886
50.018,50.884
50.048,50.882
50.078,50.880
50.109,50.878
50.139,50.876
50.169,50.874
50.199,50.872
50.229,50.870
50.259,50.868
50.290,50.867
50.320,50.865
50.350,50.863
50.380,50.861
50.411,50.859
50.441,50.858
50.471,50.856
50.501,50.854
50.532,50.853
50.562,50.851
50.593,50.850
50.623,50.848
50.653,50.847
50.684,50.845
50.714,50.844
50.745,50.842
50.775,50.841
50.806,50.840
50.836,50.838
50.867,50.837
50.897,50.835
50.928,50.834
50.959,50.833
50.989,50.831
51.020,50.830
51.051,50.828
51.082,50.827
51.112,50.825
51.143,50.823
51.174,50.822
51.205,50.820
51.236,50.818
51.267,50.816
51.298,50.814
51.329,50.812
51.361,50.810
51.392,50.807
51.423,50.805
51.454,50.802
51.486,50.800
51.517,50.797
51.549,50.794
51.580,50.791
51.612,50.788
51.643,50.785
51.675,50.782
51.707,50.779
51.738,50.775
51.770,50.772
51.802,50.769
51.833,50.765
51.865,50.762
51.897,50.758
51.928,50.755
51.960,50.752
51.991,50.749
52.023,50.746
52.054,50.743
52.086,50.740
52.117,50.737
52.148,50.735
52.179,50.732
52.210,50.730
52.241,50.728
52.272,50.726
52.303,50.725
52.333,50.723
52.363,50.722
52.394,50.721
52.424,50.721
52.454,50.721
52.484,50.721
52.513,50.721
52.543,50.722
52.572,50.723
52.601,50.725
52.630,50.727
52.658,50.729
52.687,50.731
52.715,50.734
52.743,50.738
52.771,50.741
52.799,50.745
52.826,50.749
52.853,50.753
52.880,50.758
52.907,50.763
52.934,50.768
52.960,50.773
52.987,50.779
53.013,50.785
53.039,50.791
53.064,50.797
53.090,50.803
53.115,50.810
53.140,50.816
53.165,50.823
53.189,50.830
53.214,50.837
53.238,50.844
53.262,50.851
53.286,50.858
53.309,50.865
53.333,50.873
53.356,50.880
53.379,50.887
53.401,50.895
53.424,50.903
53.446,50.910
53.468,50.918
53.490,50.927
53.512,50.935
53.534,50.943
53.555,50.952
53.576,50.961
53.597,50.971
53.618,50.981
53.639,50.991
53.659,51.001
53.679,51.012
53.699,51.023
53.719,51.034
53.739,51.046
53.759,51.059
53.778,51.072
53.797,51.085
53.816,51.099
53.835,51.114
53.854,51.129
53.873,51.144
53.891,51.160
53.909,51.177
53.927,51.194
53.945,51.211
53.963,51.229
53.980,51.248
53.997,51.267
54.014,51.286
54.031,51.306
54.047,51.326
54.064,51.346
54.080,51.367
54.095,51.389
54.111,51.410
54.126,51.432
54.141,51.454
54.156,51.477
54.170,51.500
54.184,51.523
54.198,51.546
54.211,51.570
54.224,51.594
54.237,51.618
54.249,51.642
54.261,51.666
54.273,51.691
54.285,51.716
54.296,51.741
54.306,51.766
54.317,51.792
54.327,51.817
54.337,51.843
54.346,51.869
54.355,51.895
54.364,51.921
54.373,51.947
54.382,51.974
54.390,52.001
54.398,52.028
54.406,52.055
54.414,52.082
54.421,52.110
54.428,52.137
54.436,52.165
54.443,52.193
54.450,52.221
54.456,52.249
54.463,52.278
54.469,52.306
54.476,52.335
54.482,52.364
54.489,52.393
54.495,52.423
54.501,52.452
54.507,52.482
54.513,52.512
54.519,52.542
54.525,52.572
54.531,52.602
54.537,52.633
54.543,52.663
54.549,52.694
54.554,52.724
54.560,52.755
54.566,52.786
54.571,52.817
54.577,52.847
54.582,52.878
54.587,52.909
54.592,52.940
54.597,52.970
54.602,53.001
54.606,53.032
54.611,53.062
54.615,53.092
54.619,53.123
54.623,53.153
54.627,53.183
54.631,53.212
54.634,53.242
54.637,53.272
54.640,53.301
54.643,53.330
54.646,53.359
54.648,53.387
54.651,53.415
54.652,53.443
54.654,53.471
54.656,53.498
54.657,53.525
54.658,53.552
54.659,53.579
54.659,53.605
54.659,53.631
54.660,53.657
54.660,53.683
54.659,53.709
54.659,53.734
54.659,53.760
54.658,53.785
54.657,53.810
54.657,53.836
54.656,53.861
54.654,53.886
54.653,53.911
54.652,53.936
54.651,53.961
54.649,53.987
54.648,54.012
54.646,54.037
54.645,54.063
54.643,54.089
54.642,54.115
54.640,54.140
54.639,54.167
54.637,54.193
54.636,54.220
54.634,54.246
54.633,54.273
54.631,54.300
54.629,54.328
54.628,54.355
54.626,54.383
54.624,54.411
54.622,54.439
54.621,54.467
54.619,54.495
54.616,54.524
54.614,54.552
54.612,54.581
54.609,54.610
54.607,54.639
54.604,54.668
54.601,54.697
54.598,54.727
54.594,54.756
54.591,54.786
54.587,54.816
54.583,54.846
54.579,54.876
54.575,54.906
54.570,54.936
54.566,54.967
54.561,54.997
54.555,55.028
54.550,55.058
54.544,55.089
54.538,55.120
54.531,55.150
54.525,55.181
54.518,55.212
54.511,55.243
54.503,55.274
54.496,55.304
54.488,55.335
54.480,55.366
54.471,55.397
54.463,55.427
54.454,55.457
54.446,55.488
54.437,55.518
54.427,55.548
54.418,55.578
54.409,55.607
54.399,55.637
54.389,55.666
54.379,55.695
54.369,55.724
54.359,55.752
54.349,55.780
54.339,55.808
54.328,55.836
54.318,55.863
54.307,55.890
54.296,55.917
54.285,55.943
54.275,55.969
54.264,55.994
54.253,56.020
54.242,56.044
54.231,56.068
54.220,56.092
54.209,56.116
54.197,56.139
54.186,56.162
54.175,56.185
54.164,56.208
54.152,56.230
54.141,56.252
54.129,56.274
54.118,56.296
54.107,56.317
54.095,56.339
54.084,56.360
54.072,56.381
54.061,56.403
54.049,56.424
54.037,56.445
54.026,56.466
54.014,56.488
54.002,56.509
53.991,56.530
53.979,56.552
53.967,56.573
53.956,56.595
53.944,56.617
53.932,56.639
53.920,56.661
53.909,56.683
53.897,56.705
53.885,56.728
53.873,56.750
53.861,56.773
53.849,56.796
53.838,56.818
53.826,56.841
53.814,56.864
53.802,56.887
53.789,56.910
53.777,56.933
53.765,56.956
53.753,56.979
53.741,57.002
53.728,57.025
53.716,57.048
53.703,57.071
53.691,57.094
53.678,57.117
53.666,57.140
53.653,57.163
53.640,57.186
53.627,57.208
53.614,57.231
53.601,57.254
53.588,57.276
53.575,57.299
53.562,57.321
53.549,57.344
53.535,57.366
53.522,57.388
53.508,57.410
53.495,57.431
53.481,57.453
53.467,57.475
53.453,57.496
53.439,57.517
53.425,57.538
53.411,57.559
53.396,57.579
53.382,57.600
53.368,57.620
53.353,57.640
53.338,57.660
53.324,57.679
53.309,57.699
53.294,57.718
53.279,57.736
53.264,57.755
53.248,57.773
53.233,57.791
53.218,57.809
53.202,57.826
53.186,57.844
53.171,57.861
53.155,57.877
53.139,57.894
53.122,57.910
53.106,57.926
53.090,57.942
53.073,57.958
53.056,57.974
53.039,57.989
53.022,58.004
53.005,58.020
52.987,58.035
52.969,58.050
52.952,58.064
52.934,58.079
52.915,58.094
52.897,58.108
52.878,58.123
52.859,58.137
52.840,58.151
52.821,58.166
52.801,58.180
52.781,58.194
52.762,58.208
52.742,58.222
52.721,58.236
52.701,58.250
52.681,58.264
52.660,58.277
52.640,58.290
52.619,58.304
52.599,58.317
52.578,58.330
52.558,58.342
52.537,58.355
52.517,58.367
52.496,58.379
52.476,58.391
52.456,58.403
52.436,58.414
52.416,58.425
52.396,58.436
52.377,58.447
52.357,58.457
52.338,58.467
52.320,58.477
52.301,58.486
52.283,58.495
52.264,58.504
52.246,58.513
52.228,58.521
52.210,58.530
52.193,58.538
52.175,58.546
52.157,58.554
52.139,58.561
52.122,58.569
52.104,58.577
52.086,58.584
52.068,58.592
52.049,58.599
52.031,58.607
52.012,58.615
51.993,58.622
51.974,58.630
51.954,58.638
51.935,58.647
