X_px,Y_px,X_mm,Y_mm
3323.085,2672.583,48.153,38.727
3322.132,2672.599,48.140,38.727
3321.052,2672.618,48.124,38.728
3319.856,2672.641,48.107,38.728
3318.554,2672.665,48.088,38.728
3317.157,2672.692,48.067,38.729
3315.676,2672.721,48.046,38.729
3314.123,2672.753,48.024,38.730
3312.508,2672.785,48.000,38.730
3310.842,2672.820,47.976,38.731
3309.136,2672.855,47.951,38.731
3307.401,2672.892,47.926,38.732
3305.649,2672.929,47.901,38.732
3303.889,2672.967,47.875,38.733
3302.133,2673.005,47.850,38.733
3300.392,2673.043,47.825,38.734
3298.677,2673.081,47.800,38.734
3296.996,2673.118,47.775,38.735
3295.347,2673.155,47.751,38.736
3293.728,2673.192,47.728,38.736
3292.136,2673.229,47.705,38.737
3290.568,2673.265,47.682,38.737
3289.022,2673.302,47.660,38.738
3287.496,2673.338,47.638,38.738
3285.986,2673.374,47.616,38.739
3284.490,2673.410,47.594,38.739
3283.005,2673.447,47.573,38.740
3281.528,2673.483,47.551,38.740
3280.057,2673.520,47.530,38.741
3278.590,2673.557,47.509,38.741
3277.123,2673.594,47.487,38.742
3275.653,2673.632,47.466,38.742
3274.179,2673.670,47.445,38.743
3272.699,2673.708,47.423,38.744
3271.212,2673.748,47.402,38.744
3269.718,2673.787,47.380,38.745
3268.219,2673.828,47.358,38.745
3266.715,2673.870,47.337,38.746
3265.206,2673.913,47.315,38.747
3263.693,2673.957,47.293,38.747
3262.175,2674.002,47.271,38.748
3260.655,2674.048,47.249,38.748
3259.130,2674.097,47.227,38.749
3257.604,2674.146,47.205,38.750
3256.075,2674.198,47.182,38.751
3254.544,2674.252,47.160,38.751
3253.012,2674.307,47.138,38.752
3251.479,2674.365,47.116,38.753
3249.945,2674.425,47.094,38.754
3248.411,2674.487,47.071,38.755
3246.877,2674.552,47.049,38.756
3245.342,2674.619,47.027,38.757
3243.806,2674.688,47.005,38.758
3242.269,2674.760,46.982,38.759
3240.731,2674.834,46.960,38.760
3239.192,2674.911,46.938,38.761
3237.652,2674.991,46.915,38.762
3236.110,2675.073,46.893,38.763
3234.567,2675.157,46.871,38.765
3233.021,2675.245,46.848,38.766
3231.474,2675.335,46.826,38.767
3229.925,2675.427,46.803,38.768
3228.374,2675.523,46.781,38.770
3226.820,2675.621,46.758,38.771
3225.263,2675.722,46.736,38.773
3223.705,2675.826,46.713,38.774
3222.143,2675.933,46.691,38.776
3220.578,2676.042,46.668,38.777
3219.011,2676.154,46.645,38.779
3217.440,2676.268,46.623,38.781
3215.866,2676.385,46.600,38.782
3214.289,2676.505,46.577,38.784
3212.708,2676.626,46.554,38.786
3211.125,2676.750,46.531,38.788
3209.537,2676.876,46.508,38.789
3207.945,2677.005,46.485,38.791
3206.350,2677.135,46.462,38.793
3204.751,2677.268,46.439,38.795
3203.147,2677.403,46.415,38.797
3201.540,2677.539,46.392,38.799
3199.928,2677.677,46.369,38.801
3198.312,2677.818,46.345,38.803
3196.692,2677.959,46.322,38.805
3195.069,2678.103,46.298,38.807
3193.445,2678.247,46.275,38.809
3191.818,2678.393,46.251,38.811
3190.192,2678.540,46.228,38.814
3188.565,2678.688,46.204,38.816
3186.940,2678.836,46.181,38.818
3185.317,2678.985,46.157,38.820
3183.697,2679.135,46.134,38.822
3182.081,2679.285,46.110,38.824
3180.469,2679.435,46.087,38.827
3178.863,2679.585,46.064,38.829
3177.263,2679.735,46.040,38.831
3175.670,2679.885,46.017,38.833
3174.084,2680.034,45.994,38.835
3172.508,2680.182,45.971,38.837
3170.941,2680.330,45.949,38.840
3169.383,2680.478,45.926,38.842
3167.833,2680.625,45.904,38.844
3166.291,2680.772,45.881,38.846
3164.754,2680.919,45.859,38.848
3163.224,2681.067,45.837,38.850
3161.699,2681.215,45.815,38.852
3160.178,2681.365,45.793,38.854
3158.660,2681.515,45.771,38.857
3157.145,2681.667,45.749,38.859
3155.632,2681.820,45.727,38.861
3154.120,2681.975,45.705,38.863
3152.608,2682.132,45.683,38.866
3151.096,2682.292,45.661,38.868
3149.582,2682.454,45.639,38.870
3148.066,2682.619,45.617,38.873
3146.547,2682.787,45.595,38.875
3145.026,2682.958,45.573,38.878
3143.503,2683.133,45.551,38.880
3141.977,2683.310,45.529,38.883
3140.450,2683.492,45.507,38.885
