 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M01_00-gp_cr.jpg:M01_Scale,1.444,10.681,185.854,87.323,40.976,100.000,37.360,39.049,99.940,3.869,2.209,100
2,M01_00-gp_cr.jpg:M01_Iris_Pupil_Area_Left,85.520,3.000,166.000,48.268,55.531,33.496,42.471,51.248,11.491,8.820,0.000,0
3,M01_00-gp_cr.jpg:M01_Eye_Opening_Area_Left,151.193,0.000,166.000,48.588,55.883,55.169,36.104,51.248,25.176,8.820,0.000,0
4,M01_00-gp_cr.jpg:M01_Iris_Pupil_Area_Right,72.248,1.000,152.000,114.534,55.592,31.884,108.631,51.955,11.722,7.276,0.000,0
5,M01_00-gp_cr.jpg:M01_Eye_Opening_Area_Right,111.385,0.000,244.000,114.326,55.796,50.375,102.235,51.955,23.329,7.290,0.000,0
6,M01_00-gp_cr.jpg:M01_Complete_Area_Left,156.504,0.000,166.000,49.060,55.971,62.653,36.119,51.248,29.060,8.820,0.000,0
7,M01_00-gp_cr.jpg:M01_Complete_Area_Right,112.471,0.000,244.000,114.205,55.814,53.631,100.561,51.941,24.989,7.290,0.000,0
