 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M04_00-gp_cr.jpg:M04_Scale,1.433,11.692,176.699,86.648,40.649,100.000,36.725,37.885,99.861,5.543,-176.831,100
2,M04_00-gp_cr.jpg:M04_Iris_Pupil_Area_Left,102.998,0.000,255.000,56.743,56.455,36.414,50.446,51.492,12.504,10.384,0.000,0
3,M04_00-gp_cr.jpg:M04_Eye_Opening_Area_Left,206.894,0.000,255.000,57.018,57.381,59.770,44.230,51.492,25.982,11.387,0.000,0
4,M04_00-gp_cr.jpg:M04_Iris_Pupil_Area_Right,99.478,0.000,198.000,123.507,58.036,35.759,117.407,53.053,12.347,10.255,0.000,0
5,M04_00-gp_cr.jpg:M04_Eye_Opening_Area_Right,182.448,0.000,252.000,122.804,58.484,56.910,110.518,53.039,24.865,10.628,0.000,0
