X,Y
121.064,53.139
121.098,53.134
121.133,53.129
121.167,53.125
121.202,53.120
121.237,53.116
121.272,53.111
121.308,53.107
121.344,53.103
121.380,53.099
121.417,53.095
121.454,53.091
121.491,53.088
121.528,53.084
121.566,53.081
121.604,53.078
121.642,53.075
121.681,53.073
121.719,53.071
121.758,53.068
121.798,53.067
121.837,53.065
121.877,53.064
121.917,53.063
121.957,53.062
121.998,53.062
122.038,53.062
122.079,53.062
122.121,53.062
122.162,53.063
122.204,53.065
122.246,53.066
122.288,53.068
122.330,53.070
122.373,53.073
122.415,53.075
122.458,53.078
122.501,53.082
122.544,53.085
122.587,53.089
122.631,53.093
122.674,53.097
122.717,53.101
122.761,53.105
122.804,53.110
122.848,53.115
122.891,53.119
122.935,53.124
122.979,53.129
123.022,53.135
123.066,53.140
123.109,53.145
123.153,53.150
123.196,53.156
123.239,53.161
123.282,53.166
123.326,53.172
123.368,53.177
123.411,53.183
123.454,53.188
123.496,53.193
123.539,53.198
123.581,53.203
123.623,53.208
123.665,53.213
123.706,53.218
123.747,53.223
123.788,53.228
123.829,53.232
123.870,53.237
123.910,53.241
123.950,53.246
123.989,53.250
124.029,53.254
124.068,53.258
124.106,53.262
124.145,53.266
124.182,53.270
124.220,53.274
124.257,53.278
124.294,53.281
124.330,53.285
124.366,53.288
124.401,53.292
124.436,53.295
124.471,53.298
124.505,53.301
124.538,53.304
124.571,53.307
124.604,53.310
124.636,53.313
124.667,53.316
124.698,53.318
124.729,53.321
124.759,53.324
124.790,53.327
124.819,53.329
124.849,53.332
124.879,53.335
124.908,53.338
124.938,53.342
124.967,53.345
124.997,53.349
125.026,53.353
125.056,53.357
125.086,53.361
125.117,53.366
125.148,53.371
125.179,53.377
125.211,53.383
125.243,53.389
125.276,53.396
125.309,53.403
125.343,53.411
125.378,53.419
125.413,53.428
125.449,53.437
125.486,53.447
125.523,53.457
125.560,53.467
125.598,53.478
125.636,53.489
125.675,53.501
125.714,53.513
125.753,53.525
125.793,53.537
125.833,53.550
125.873,53.563
125.913,53.576
125.953,53.589
125.994,53.603
126.034,53.616
126.075,53.630
126.115,53.644
126.155,53.658
126.195,53.672
126.235,53.687
126.275,53.701
126.315,53.715
126.354,53.729
126.393,53.743
126.432,53.758
126.470,53.772
126.508,53.786
126.545,53.800
126.583,53.813
126.619,53.827
126.655,53.841
126.691,53.855
126.727,53.868
126.762,53.882
126.797,53.895
126.831,53.909
126.865,53.923
126.899,53.936
126.933,53.950
126.966,53.964
126.999,53.978
127.032,53.991
127.065,54.005
127.098,54.020
127.130,54.034
127.162,54.048
127.194,54.062
127.226,54.077
127.258,54.092
127.289,54.107
127.321,54.122
127.352,54.137
127.384,54.152
127.415,54.168
127.446,54.184
127.478,54.200
127.509,54.217
127.540,54.233
127.571,54.250
127.602,54.267
127.634,54.284
127.665,54.302
127.696,54.320
127.727,54.337
127.758,54.355
127.789,54.374
127.820,54.392
127.852,54.411
127.883,54.429
127.914,54.448
127.945,54.468
127.976,54.487
128.007,54.506
128.038,54.526
128.069,54.545
128.101,54.565
128.132,54.585
128.163,54.605
128.194,54.626
128.225,54.646
128.257,54.667
128.288,54.687
128.319,54.708
128.350,54.729
128.381,54.750
128.413,54.771
128.444,54.793
128.474,54.814
128.505,54.836
128.536,54.859
128.566,54.881
128.596,54.904
128.626,54.927
128.655,54.951
128.685,54.975
128.713,54.999
128.742,55.024
128.770,55.049
128.798,55.075
128.825,55.101
128.852,55.128
128.878,55.155
128.903,55.183
128.929,55.211
128.953,55.240
128.977,55.270
129.000,55.300
129.023,55.331
129.045,55.363
129.066,55.395
129.086,55.428
129.106,55.461
129.125,55.495
129.144,55.530
129.162,55.566
129.179,55.601
129.195,55.638
129.211,55.674
129.227,55.711
129.242,55.749
129.256,55.786
129.270,55.824
129.284,55.863
129.297,55.901
129.309,55.940
129.322,55.978
129.333,56.017
129.345,56.056
129.356,56.095
129.367,56.134
129.377,56.173
129.388,56.212
129.398,56.250
129.407,56.289
129.417,56.327
129.426,56.365
129.435,56.403
129.444,56.440
129.453,56.477
129.462,56.514
129.471,56.551
129.479,56.587
129.488,56.622
129.496,56.658
129.504,56.693
129.513,56.728
129.521,56.763
129.529,56.798
129.537,56.832
129.544,56.867
129.552,56.901
129.560,56.935
129.567,56.969
129.575,57.004
129.582,57.038
129.590,57.072
129.597,57.107
129.604,57.141
129.611,57.176
129.618,57.211
129.625,57.246
129.632,57.281
129.639,57.316
129.646,57.352
129.653,57.388
129.660,57.424
129.666,57.461
129.673,57.498
129.680,57.535
129.686,57.572
129.692,57.610
129.698,57.649
129.704,57.687
129.710,57.726
129.715,57.765
129.720,57.804
129.725,57.844
129.729,57.884
129.733,57.924
129.736,57.965
129.739,58.005
129.742,58.046
129.744,58.088
129.746,58.129
129.747,58.171
129.747,58.213
129.747,58.255
129.746,58.297
129.744,58.340
129.742,58.383
129.739,58.426
129.736,58.469
129.731,58.512
129.726,58.556
129.720,58.599
129.713,58.643
129.705,58.687
129.696,58.731
129.686,58.776
129.676,58.820
129.665,58.865
129.653,58.909
129.640,58.954
129.626,58.998
129.612,59.043
129.597,59.088
129.581,59.132
129.565,59.177
129.548,59.221
129.531,59.266
129.513,59.310
129.494,59.354
129.475,59.398
129.455,59.442
129.435,59.485
129.415,59.529
129.394,59.572
129.372,59.615
129.350,59.657
129.328,59.700
129.306,59.742
129.283,59.783
129.260,59.825
129.237,59.866
129.213,59.906
129.189,59.946
129.166,59.986
129.141,60.025
129.117,60.064
129.093,60.102
129.068,60.140
129.044,60.177
129.019,60.214
128.995,60.250
128.970,60.286
128.945,60.321
128.920,60.356
128.896,60.390
128.871,60.424
128.846,60.458
128.821,60.491
128.796,60.523
128.771,60.556
128.746,60.588
128.721,60.619
128.696,60.650
128.671,60.681
128.646,60.712
128.621,60.742
128.596,60.772
128.571,60.802
128.546,60.831
128.521,60.860
128.496,60.889
128.472,60.918
128.447,60.946
128.422,60.975
128.397,61.003
128.373,61.031
128.348,61.058
128.324,61.086
128.299,61.114
128.275,61.141
128.250,61.168
128.226,61.195
128.202,61.223
128.177,61.249
128.153,61.276
128.129,61.303
128.104,61.329
128.080,61.356
128.055,61.382
128.030,61.408
128.006,61.434
127.981,61.460
127.956,61.486
127.931,61.512
127.905,61.537
127.880,61.562
127.854,61.588
127.828,61.613
127.802,61.638
127.776,61.663
127.749,61.688
127.722,61.712
127.695,61.737
127.667,61.761
127.640,61.786
127.611,61.810
127.583,61.834
127.554,61.858
127.525,61.882
127.496,61.905
127.466,61.929
127.436,61.952
127.406,61.975
127.376,61.999
127.345,62.022
127.314,62.045
127.283,62.067
127.252,62.090
127.221,62.113
127.189,62.135
127.157,62.157
127.125,62.179
127.093,62.201
127.061,62.223
127.028,62.245
126.996,62.267
126.963,62.288
126.930,62.310
126.897,62.331
126.864,62.352
126.831,62.373
126.798,62.394
126.765,62.414
126.732,62.435
126.698,62.455
126.665,62.476
126.632,62.496
126.598,62.516
126.565,62.536
126.532,62.555
126.498,62.575
126.465,62.594
126.432,62.613
126.398,62.632
126.365,62.650
126.332,62.669
126.298,62.687
126.265,62.705
126.232,62.722
126.199,62.740
126.166,62.757
126.133,62.773
126.101,62.790
126.068,62.806
126.035,62.822
126.003,62.838
125.971,62.853
125.938,62.868
125.906,62.882
125.874,62.896
125.842,62.910
125.811,62.924
125.779,62.937
125.748,62.949
125.716,62.962
125.685,62.974
125.654,62.985
125.623,62.997
125.592,63.008
125.561,63.018
125.531,63.029
125.500,63.039
125.469,63.048
125.438,63.058
125.407,63.067
125.377,63.076
125.346,63.084
125.315,63.092
125.284,63.100
125.253,63.108
125.221,63.116
125.190,63.123
125.158,63.130
125.127,63.137
125.095,63.143
125.063,63.150
125.031,63.156
124.998,63.162
124.966,63.168
124.933,63.173
124.900,63.179
124.867,63.184
124.833,63.189
124.800,63.194
124.766,63.199
124.732,63.203
124.698,63.208
124.663,63.212
124.629,63.217
124.594,63.221
124.559,63.225
124.523,63.229
124.488,63.233
124.452,63.236
124.416,63.240
124.380,63.244
124.344,63.247
124.307,63.251
124.270,63.254
124.233,63.257
124.196,63.261
124.158,63.264
124.121,63.267
124.083,63.270
124.044,63.274
124.006,63.277
123.968,63.280
123.929,63.283
123.890,63.286
123.851,63.288
123.812,63.291
123.772,63.293
123.733,63.296
123.693,63.298
123.654,63.300
123.614,63.302
123.574,63.303
123.535,63.305
123.495,63.306
123.455,63.307
123.415,63.307
123.375,63.308
123.335,63.308
123.295,63.308
123.255,63.307
123.215,63.306
123.176,63.305
123.136,63.304
123.096,63.302
123.057,63.300
123.017,63.297
122.978,63.294
122.939,63.291
122.900,63.287
122.861,63.283
122.822,63.278
122.783,63.273
122.745,63.268
122.706,63.262
122.668,63.257
122.630,63.250
122.592,63.244
122.554,63.237
122.517,63.230
122.480,63.223
122.443,63.215
122.406,63.208
122.369,63.200
122.333,63.192
122.296,63.183
122.260,63.175
122.225,63.166
122.189,63.158
122.154,63.149
122.119,63.140
122.084,63.131
122.050,63.122
122.016,63.112
121.982,63.103
121.948,63.094
121.915,63.084
121.882,63.075
121.849,63.066
121.816,63.056
121.784,63.047
121.752,63.037
121.720,63.028
121.688,63.019
121.657,63.009
121.626,63.000
121.595,62.990
121.564,62.981
121.534,62.971
121.503,62.962
121.473,62.952
121.443,62.942
121.413,62.933
121.383,62.923
121.354,62.914
121.324,62.904
121.295,62.895
121.266,62.885
121.236,62.876
121.207,62.866
121.178,62.856
121.149,62.847
121.120,62.837
121.092,62.828
121.063,62.818
121.034,62.808
121.005,62.798
120.976,62.787
120.948,62.777
120.919,62.766
120.890,62.755
120.861,62.744
120.832,62.732
120.803,62.720
120.774,62.708
120.745,62.695
120.716,62.682
120.687,62.668
120.657,62.654
120.628,62.639
120.598,62.623
120.568,62.608
120.538,62.591
120.508,62.574
120.478,62.556
120.447,62.537
120.417,62.518
120.386,62.499
120.355,62.478
120.324,62.458
120.293,62.436
120.262,62.414
120.231,62.392
120.200,62.370
120.169,62.346
120.138,62.323
120.107,62.299
120.077,62.275
120.046,62.250
120.015,62.225
119.985,62.200
119.955,62.175
119.925,62.149
119.895,62.124
119.865,62.098
119.836,62.072
119.806,62.046
119.778,62.019
119.749,61.993
119.721,61.966
119.693,61.940
119.665,61.914
119.638,61.887
119.611,61.861
119.584,61.835
119.558,61.808
119.532,61.782
119.507,61.756
119.481,61.729
119.456,61.703
119.432,61.677
119.407,61.651
119.382,61.625
119.358,61.599
119.334,61.573
119.310,61.546
119.286,61.520
119.262,61.494
119.239,61.468
119.215,61.442
119.191,61.416
119.168,61.390
119.144,61.364
119.120,61.338
119.097,61.312
119.073,61.286
119.049,61.260
119.025,61.233
119.001,61.207
118.977,61.181
118.953,61.155
118.928,61.129
118.904,61.103
118.879,61.076
118.854,61.050
118.829,61.023
118.805,60.996
118.780,60.969
118.755,60.942
118.730,60.914
118.705,60.886
118.680,60.858
118.655,60.829
118.630,60.800
118.605,60.771
118.581,60.741
118.556,60.711
118.532,60.681
118.507,60.649
118.483,60.618
118.459,60.586
118.435,60.553
