X,Y
110.053,60.799
110.052,60.799
110.047,60.799
110.038,60.799
110.027,60.799
110.012,60.800
109.995,60.800
109.974,60.801
109.951,60.801
109.926,60.802
109.898,60.803
109.867,60.804
109.835,60.805
109.800,60.806
109.763,60.807
109.724,60.808
109.684,60.810
109.642,60.811
109.598,60.813
109.552,60.815
109.506,60.817
109.458,60.819
109.409,60.821
109.359,60.823
109.307,60.825
109.256,60.828
109.203,60.830
109.150,60.833
109.096,60.836
109.042,60.839
108.988,60.842
108.934,60.845
108.879,60.849
108.825,60.852
108.771,60.856
108.717,60.860
108.663,60.864
108.610,60.868
108.558,60.872
108.507,60.876
108.456,60.881
108.405,60.885
108.356,60.890
108.307,60.895
108.259,60.900
108.211,60.906
108.164,60.911
108.117,60.916
108.071,60.922
108.025,60.928
107.980,60.934
107.936,60.940
107.892,60.946
107.848,60.953
107.805,60.960
107.762,60.966
107.720,60.973
107.678,60.980
107.637,60.987
107.596,60.995
107.555,61.002
107.514,61.010
107.474,61.018
107.435,61.026
107.395,61.034
107.356,61.042
107.317,61.050
107.278,61.059
107.239,61.067
107.201,61.076
107.163,61.085
107.125,61.094
107.087,61.104
107.049,61.113
107.012,61.123
106.974,61.132
106.937,61.142
106.899,61.152
106.862,61.162
106.825,61.173
106.787,61.183
106.750,61.194
106.713,61.205
106.676,61.216
106.638,61.227
106.601,61.238
106.564,61.249
106.527,61.261
106.490,61.273
106.452,61.284
106.415,61.296
106.378,61.309
106.341,61.321
106.304,61.334
106.266,61.346
106.229,61.359
106.192,61.372
106.155,61.385
106.117,61.399
106.080,61.412
106.042,61.426
106.005,61.440
105.968,61.454
105.930,61.468
105.892,61.482
105.855,61.497
105.817,61.512
105.780,61.527
105.742,61.542
105.704,61.557
105.666,61.573
105.628,61.588
105.590,61.604
105.552,61.620
105.514,61.636
105.476,61.653
105.438,61.669
105.399,61.686
105.361,61.703
105.323,61.720
105.284,61.738
105.245,61.755
105.207,61.773
105.168,61.791
105.129,61.809
105.090,61.827
105.051,61.845
105.012,61.864
104.973,61.883
104.934,61.901
104.895,61.920
104.856,61.939
104.817,61.959
104.778,61.978
104.738,61.998
104.699,62.017
104.660,62.037
104.620,62.057
104.581,62.077
104.542,62.097
104.502,62.117
104.463,62.137
104.423,62.158
104.384,62.178
104.344,62.199
104.305,62.219
104.266,62.240
104.226,62.261
104.187,62.282
104.147,62.303
104.108,62.324
104.068,62.345
104.029,62.366
103.990,62.388
103.950,62.409
103.911,62.430
103.872,62.452
103.832,62.473
103.793,62.494
103.754,62.516
103.715,62.537
103.676,62.559
103.637,62.581
103.598,62.602
103.559,62.624
103.520,62.646
103.481,62.668
103.442,62.690
103.403,62.712
103.365,62.734
103.326,62.756
103.288,62.778
103.249,62.801
103.211,62.823
103.173,62.846
103.135,62.869
103.097,62.892
103.059,62.915
103.021,62.939
102.983,62.962
102.945,62.986
102.908,63.010
102.870,63.034
102.833,63.058
102.796,63.083
102.759,63.108
102.722,63.133
102.685,63.158
102.649,63.183
102.612,63.209
102.576,63.235
102.540,63.261
102.504,63.288
102.468,63.315
102.433,63.342
102.397,63.369
102.362,63.397
102.327,63.425
102.292,63.453
102.257,63.482
102.222,63.511
102.188,63.540
102.154,63.570
102.119,63.600
102.086,63.630
102.052,63.661
102.018,63.692
101.985,63.723
101.952,63.754
101.919,63.786
101.886,63.818
101.853,63.849
101.821,63.881
101.788,63.913
101.756,63.945
101.724,63.977
101.691,64.009
101.659,64.041
101.627,64.073
101.595,64.104
101.563,64.136
101.532,64.167
101.500,64.198
101.468,64.229
101.437,64.260
101.405,64.290
101.373,64.320
101.342,64.349
101.310,64.379
101.279,64.407
101.247,64.436
101.216,64.464
101.184,64.491
101.152,64.518
101.121,64.544
101.089,64.569
101.057,64.594
101.026,64.619
100.994,64.642
100.962,64.665
100.930,64.688
100.898,64.709
100.866,64.730
100.834,64.749
100.801,64.768
100.769,64.786
100.737,64.804
100.704,64.820
100.672,64.837
100.641,64.852
100.609,64.867
100.579,64.882
100.548,64.897
100.519,64.911
100.490,64.925
100.461,64.939
100.434,64.954
100.408,64.968
100.382,64.982
100.358,64.997
100.335,65.012
100.313,65.027
100.293,65.043
100.274,65.059
100.257,65.076
100.241,65.094
100.227,65.112
100.214,65.132
100.204,65.152
100.195,65.173
100.188,65.195
100.184,65.218
100.181,65.243
100.181,65.268
100.183,65.295
100.186,65.323
100.191,65.352
100.198,65.382
100.207,65.413
100.217,65.445
100.228,65.477
100.241,65.511
100.256,65.546
