X,Y
48.672,51.840
48.733,51.825
48.794,51.810
48.856,51.796
48.918,51.783
48.980,51.770
49.042,51.758
49.105,51.746
49.168,51.735
49.230,51.724
49.293,51.713
49.356,51.703
49.419,51.693
49.482,51.683
49.545,51.674
49.608,51.665
49.671,51.656
49.733,51.647
49.796,51.638
49.858,51.629
49.921,51.621
49.983,51.612
50.044,51.603
50.106,51.595
50.167,51.586
50.228,51.577
50.288,51.568
50.349,51.558
50.409,51.549
50.468,51.539
50.528,51.530
50.587,51.520
50.646,51.510
50.706,51.500
50.765,51.491
50.824,51.481
50.883,51.471
50.942,51.461
51.001,51.451
51.061,51.440
51.120,51.430
51.180,51.420
51.240,51.410
51.300,51.400
51.360,51.390
51.421,51.381
51.482,51.371
51.544,51.361
51.606,51.351
51.668,51.342
51.731,51.332
51.794,51.323
51.857,51.314
51.921,51.305
51.984,51.296
52.048,51.288
52.113,51.279
52.177,51.271
52.241,51.263
52.305,51.255
52.370,51.248
52.434,51.240
52.498,51.233
52.562,51.227
52.625,51.220
52.689,51.214
52.752,51.209
52.815,51.203
52.877,51.198
52.939,51.194
53.000,51.189
53.061,51.185
53.122,51.182
53.181,51.179
53.240,51.176
53.299,51.174
53.357,51.172
53.414,51.171
53.471,51.170
53.528,51.169
53.583,51.169
53.639,51.169
53.693,51.169
53.748,51.170
53.801,51.171
53.855,51.172
53.908,51.173
53.960,51.175
54.012,51.177
54.064,51.179
54.115,51.181
54.166,51.184
54.217,51.186
54.267,51.189
54.317,51.192
54.367,51.195
54.416,51.199
54.465,51.202
54.514,51.206
54.563,51.210
54.612,51.215
54.661,51.220
54.710,51.225
54.758,51.231
54.807,51.238
54.856,51.245
54.905,51.252
54.954,51.261
55.004,51.270
55.053,51.280
55.103,51.291
55.154,51.303
55.204,51.315
55.256,51.329
55.307,51.343
55.359,51.359
55.411,51.376
55.463,51.393
55.514,51.411
55.566,51.431
55.617,51.451
55.667,51.472
55.717,51.494
55.767,51.517
55.815,51.541
55.862,51.565
55.908,51.590
55.953,51.617
55.996,51.644
56.038,51.671
56.078,51.700
56.116,51.729
56.153,51.759
56.187,51.790
56.219,51.821
56.249,51.854
56.277,51.887
56.304,51.920
56.329,51.955
56.352,51.990
56.374,52.025
56.394,52.062
56.413,52.099
56.432,52.137
56.449,52.175
56.466,52.214
56.481,52.254
56.497,52.295
56.511,52.336
56.526,52.378
56.540,52.420
56.554,52.464
56.568,52.508
56.582,52.552
56.595,52.598
56.608,52.644
56.621,52.691
56.633,52.739
56.645,52.788
56.657,52.838
56.669,52.889
56.680,52.941
56.691,52.993
56.701,53.047
56.711,53.102
56.721,53.158
56.730,53.215
56.739,53.274
56.747,53.333
56.755,53.394
56.762,53.456
56.769,53.519
56.775,53.583
56.781,53.648
56.786,53.715
56.790,53.782
56.794,53.850
56.798,53.918
56.801,53.987
56.803,54.057
56.804,54.127
56.805,54.197
56.805,54.267
56.805,54.338
56.804,54.409
56.802,54.479
56.799,54.550
56.796,54.620
56.792,54.690
56.787,54.759
56.781,54.828
56.775,54.896
56.767,54.964
56.759,55.031
56.750,55.097
56.741,55.162
56.730,55.226
56.719,55.289
56.706,55.351
56.693,55.412
56.679,55.472
56.664,55.532
56.648,55.590
56.632,55.648
56.615,55.705
56.597,55.762
56.578,55.818
56.559,55.874
56.538,55.929
56.518,55.984
56.496,56.039
56.474,56.093
56.451,56.147
56.427,56.202
56.403,56.256
56.378,56.310
