 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,F18_00-gp_cr.jpg:F18_Scale,1.437,3.989,188.496,86.890,40.773,100.000,36.974,37.879,99.847,5.803,3.319,100
2,F18_00-gp_cr.jpg:F18_Iris_Pupil_Area_Left,104.261,2.000,255.000,52.679,56.266,36.349,46.670,50.979,12.066,10.874,0.000,0
3,F18_00-gp_cr.jpg:F18_Eye_Opening_Area_Left,215.846,2.000,255.000,52.246,56.880,60.787,38.913,50.993,26.474,11.262,0.000,0
4,F18_00-gp_cr.jpg:F18_Iris_Pupil_Area_Right,102.178,2.000,132.000,116.112,57.680,36.165,109.959,52.645,12.152,10.457,0.000,0
5,F18_00-gp_cr.jpg:F18_Eye_Opening_Area_Right,196.293,2.000,234.000,116.337,58.307,59.823,103.165,52.645,26.316,10.587,0.000,0
