 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M12_00-gp_cr.jpg:M12_Scale,1.434,7.111,170.112,86.744,40.697,100.000,36.955,36.108,99.592,9.192,5.266,100
2,M12_00-gp_cr.jpg:M12_Iris_Pupil_Area_Left,92.125,1.000,97.000,48.354,54.041,34.853,42.447,49.545,11.702,9.637,0.000,0
3,M12_00-gp_cr.jpg:M12_Eye_Opening_Area_Left,202.696,0.000,251.000,48.491,55.017,60.421,35.521,49.560,26.644,10.741,0.000,0
4,M12_00-gp_cr.jpg:M12_Iris_Pupil_Area_Right,90.253,2.000,120.000,113.576,53.532,34.551,107.752,49.129,11.831,9.321,0.000,0
5,M12_00-gp_cr.jpg:M12_Eye_Opening_Area_Right,198.855,0.000,255.000,113.477,54.527,60.699,99.850,49.115,26.615,10.655,0.000,0
