X_px,Y_px,X_mm,Y_mm
8348.000,3795.000,120.331,54.703
8347.926,3795.006,120.330,54.703
8347.705,3795.022,120.327,54.703
8347.343,3795.049,120.322,54.703
8346.841,3795.086,120.315,54.704
8346.204,3795.134,120.306,54.705
8345.436,3795.191,120.295,54.705
8344.539,3795.259,120.282,54.706
8343.519,3795.336,120.267,54.708
8342.377,3795.423,120.250,54.709
8341.119,3795.519,120.232,54.710
8339.747,3795.624,120.213,54.712
8338.265,3795.737,120.191,54.713
8336.676,3795.860,120.168,54.715
8334.985,3795.991,120.144,54.717
8333.195,3796.131,120.118,54.719
8331.310,3796.278,120.091,54.721
8329.332,3796.434,120.062,54.723
8327.267,3796.597,120.033,54.726
8325.116,3796.768,120.002,54.728
8322.885,3796.946,119.969,54.731
8320.576,3797.131,119.936,54.733
8318.193,3797.323,119.902,54.736
8315.740,3797.522,119.866,54.739
8313.221,3797.728,119.830,54.742
8310.639,3797.940,119.793,54.745
8307.997,3798.158,119.755,54.748
8305.299,3798.383,119.716,54.751
8302.550,3798.613,119.676,54.755
8299.751,3798.849,119.636,54.758
8296.908,3799.090,119.595,54.762
8294.023,3799.336,119.553,54.765
8291.102,3799.588,119.511,54.769
8288.146,3799.844,119.469,54.773
8285.158,3800.105,119.426,54.776
8282.145,3800.371,119.382,54.780
8279.108,3800.641,119.338,54.784
8276.052,3800.914,119.294,54.788
8272.979,3801.192,119.250,54.792
8269.894,3801.474,119.206,54.796
8266.800,3801.759,119.161,54.800
8263.701,3802.047,119.116,54.804
8260.601,3802.339,119.072,54.808
8257.502,3802.633,119.027,54.813
8254.409,3802.930,118.982,54.817
8251.325,3803.230,118.938,54.821
8248.254,3803.532,118.894,54.826
8245.199,3803.837,118.850,54.830
8242.165,3804.143,118.806,54.834
8239.154,3804.451,118.763,54.839
8236.171,3804.761,118.720,54.843
8233.218,3805.072,118.677,54.848
8230.300,3805.385,118.635,54.852
8227.420,3805.698,118.593,54.857
8224.582,3806.012,118.552,54.861
8221.789,3806.327,118.512,54.866
8219.045,3806.642,118.473,54.870
8216.354,3806.958,118.434,54.875
8213.718,3807.274,118.396,54.880
8211.138,3807.589,118.359,54.884
8208.611,3807.905,118.322,54.889
8206.137,3808.221,118.287,54.893
8203.714,3808.536,118.252,54.898
8201.341,3808.852,118.217,54.902
8199.017,3809.167,118.184,54.907
