 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,F24_00-gp_cr.jpg:F24_Scale,1.440,9.705,214.270,87.087,40.866,100.000,37.245,36.900,99.699,7.947,4.550,100
2,F24_00-gp_cr.jpg:F24_Iris_Pupil_Area_Left,89.137,0.000,98.000,55.826,60.787,33.917,50.260,56.148,11.143,9.603,0.000,0
3,F24_00-gp_cr.jpg:F24_Eye_Opening_Area_Left,163.455,0.000,155.000,55.539,61.306,54.035,44.069,56.148,23.669,9.603,0.000,0
4,F24_00-gp_cr.jpg:F24_Iris_Pupil_Area_Right,85.681,0.000,255.000,116.252,60.036,33.399,110.727,55.601,11.230,9.387,0.000,0
5,F24_00-gp_cr.jpg:F24_Eye_Opening_Area_Right,161.155,0.000,255.000,116.016,60.533,54.738,103.774,55.601,24.317,9.387,0.000,0
