 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,F25_00-gp_cr.jpg:F25_Scale,1.435,6.052,212.738,86.812,40.733,100.000,37.024,36.134,99.590,9.213,5.278,100.000
2,F25_00-gp_cr.jpg:F25_Iris_Pupil_Area_Left,86.718,0.000,132.000,52.139,56.274,33.921,46.150,52.034,11.882,8.969,0.000,0.000
3,F25_00-gp_cr.jpg:F25_Eye_Opening_Area_Left,164.389,0.000,151.000,52.283,57.008,54.194,40.094,52.034,24.252,9.758,0.000,0.000
4,F25_00-gp_cr.jpg:F25_Iris_Pupil_Area_Right,92.680,0.000,235.000,114.965,55.142,34.869,109.018,50.671,11.911,9.471,0.000,0.000
5,F25_00-gp_cr.jpg:F25_Eye_Opening_Area_Right,171.479,0.000,235.000,114.605,55.781,55.098,102.503,50.685,24.453,9.916,0.000,0.000
