X,Y
120.370,54.059
120.389,54.068
120.409,54.077
120.429,54.086
120.449,54.097
120.470,54.108
120.492,54.119
120.513,54.131
120.535,54.144
120.557,54.157
120.579,54.171
120.602,54.185
120.624,54.199
120.647,54.214
120.670,54.229
120.692,54.244
120.715,54.260
120.738,54.276
120.761,54.292
120.783,54.309
120.806,54.325
120.828,54.342
120.850,54.358
120.872,54.375
120.893,54.392
120.914,54.408
120.935,54.425
120.956,54.442
120.976,54.459
120.996,54.475
121.016,54.492
121.036,54.509
121.056,54.526
121.075,54.543
121.094,54.560
121.113,54.578
121.132,54.595
121.151,54.612
121.169,54.630
121.188,54.648
121.206,54.665
121.224,54.683
121.242,54.701
121.260,54.719
121.278,54.737
121.295,54.756
121.313,54.774
121.331,54.793
121.348,54.811
121.366,54.830
121.383,54.849
121.400,54.869
121.417,54.888
121.434,54.907
121.451,54.927
121.468,54.947
121.484,54.967
121.500,54.987
121.516,55.007
121.532,55.027
121.547,55.048
121.563,55.068
121.578,55.089
121.592,55.110
121.607,55.131
121.621,55.152
121.634,55.173
121.648,55.194
121.661,55.216
121.673,55.237
121.686,55.259
121.698,55.280
121.709,55.302
121.720,55.324
121.731,55.347
121.742,55.369
121.752,55.391
121.762,55.414
121.772,55.436
121.782,55.459
121.791,55.482
121.800,55.505
121.809,55.529
121.818,55.552
121.827,55.576
121.835,55.599
121.844,55.623
121.852,55.647
121.860,55.672
121.868,55.696
121.876,55.721
121.884,55.746
121.892,55.770
121.900,55.796
121.908,55.821
121.915,55.846
121.923,55.872
121.931,55.898
121.939,55.924
121.946,55.950
121.954,55.976
121.962,56.003
121.969,56.029
121.977,56.056
121.984,56.083
121.992,56.110
121.999,56.137
122.006,56.164
122.014,56.191
122.021,56.218
122.029,56.246
122.036,56.273
122.043,56.301
122.050,56.329
122.058,56.356
122.065,56.384
122.072,56.412
122.079,56.440
122.087,56.468
122.094,56.497
122.101,56.525
122.108,56.553
122.115,56.582
122.122,56.610
122.129,56.639
122.136,56.668
122.142,56.697
122.149,56.726
122.156,56.756
122.162,56.785
122.169,56.815
