Distance_(mm),Gray_Value
0.0000,39.132
0.0143,39.545
0.0287,39.618
0.0430,39.735
0.0574,40.417
0.0717,41.119
0.0860,41.446
0.1004,41.848
0.1147,42.258
0.1291,42.781
0.1434,42.876
0.1577,42.932
0.1721,43.004
0.1864,43.260
0.2008,43.620
0.2151,44.342
0.2294,45.258
0.2438,45.806
0.2581,45.987
0.2725,46.503
0.2868,47.470
0.3011,48.269
0.3155,48.753
0.3298,49.735
0.3442,50.808
0.3585,51.448
0.3728,52.545
0.3872,53.055
0.4015,53.868
0.4159,54.713
0.4302,55.373
0.4445,56.093
0.4589,56.863
0.4732,57.395
0.4876,58.488
0.5019,59.106
0.5162,59.669
0.5306,60.051
0.5449,60.113
0.5593,60.249
0.5736,60.770
0.5879,61.545
0.6023,62.362
0.6166,62.459
0.6310,62.823
0.6453,63.161
0.6596,63.865
0.6740,64.684
0.6883,65.455
0.7027,65.751
0.7170,66.364
0.7313,66.967
0.7457,67.605
0.7600,67.748
0.7744,68.060
0.7887,68.389
0.8030,68.695
0.8174,68.574
0.8317,68.417
0.8461,68.148
0.8604,68.245
0.8747,68.574
0.8891,68.967
0.9034,69.230
0.9178,69.313
0.9321,69.426
0.9464,69.898
0.9608,70.444
0.9751,71.656
0.9895,72.691
1.0038,73.587
1.0182,74.519
1.0325,75.954
1.0468,77.042
1.0612,78.325
1.0755,78.570
1.0899,79.448
1.1042,80.636
1.1185,81.923
1.1329,83.285
1.1472,84.278
1.1616,85.057
1.1759,85.998
1.1902,87.009
1.2046,87.801
1.2189,88.188
1.2333,88.598
1.2476,89.481
1.2619,90.751
1.2763,91.651
1.2906,92.499
1.3050,92.607
1.3193,93.064
1.3336,93.839
1.3480,94.384
1.3623,94.971
1.3767,95.305
1.3910,95.645
1.4053,96.091
1.4197,96.490
1.4340,97.232
1.4484,97.748
1.4627,98.550
1.4770,99.479
1.4914,100.355
1.5057,100.892
1.5201,101.795
1.5344,102.300
1.5487,103.079
1.5631,103.380
1.5774,103.651
1.5918,104.208
1.6061,104.746
1.6204,104.971
1.6348,105.543
1.6491,105.965
1.6635,106.788
1.6778,107.132
1.6921,107.419
1.7065,107.980
1.7208,108.501
1.7352,108.854
1.7495,109.155
1.7638,109.044
1.7782,109.115
1.7925,109.634
1.8069,110.159
1.8212,110.210
1.8355,110.221
1.8499,110.455
1.8642,110.660
1.8786,110.985
1.8929,111.618
1.9072,112.269
1.9216,112.912
1.9359,113.490
1.9503,114.289
1.9646,114.616
1.9789,114.839
1.9933,114.929
2.0076,115.278
2.0220,115.550
2.0363,116.139
2.0506,116.713
2.0650,116.768
2.0793,117.033
2.0937,117.596
2.1080,118.071
2.1223,118.342
2.1367,118.453
2.1510,118.453
2.1654,118.938
2.1797,119.316
2.1940,119.660
2.2084,119.905
2.2227,119.863
2.2371,120.084
2.2514,120.393
2.2657,120.499
2.2801,120.501
2.2944,120.148
2.3088,119.779
2.3231,119.903
2.3374,120.302
2.3518,120.415
2.3661,120.567
2.3805,120.874
2.3948,121.373
2.4091,121.949
2.4235,122.404
2.4378,122.892
2.4522,123.161
2.4665,123.854
2.4808,124.340
2.4952,124.574
2.5095,125.013
2.5239,125.490
2.5382,125.826
2.5525,126.327
2.5669,126.567
2.5812,127.113
2.5956,127.168
2.6099,127.130
2.6242,127.287
2.6386,127.806
2.6529,128.283
2.6673,128.172
2.6816,128.194
2.6959,128.433
2.7103,128.735
2.7246,128.839
2.7390,129.000
2.7533,129.243
2.7676,129.483
2.7820,129.541
2.7963,129.656
2.8107,129.943
2.8250,130.051
2.8393,130.124
2.8537,130.283
2.8680,130.541
2.8824,130.514
2.8967,130.294
2.9110,130.068
2.9254,129.890
2.9397,130.053
2.9541,129.909
2.9684,129.852
2.9827,129.570
2.9971,129.342
3.0114,129.366
3.0258,129.320
3.0401,129.060
3.0545,128.823
3.0688,128.967
3.0831,128.938
3.0975,128.790
3.1118,128.618
3.1262,128.435
3.1405,128.199
3.1548,128.238
3.1692,128.336
3.1835,128.581
3.1979,128.684
3.2122,128.384
3.2265,128.243
3.2409,128.013
3.2552,127.868
3.2696,127.841
3.2839,127.572
3.2982,127.565
3.3126,127.519
3.3269,127.093
3.3413,126.600
3.3556,125.929
3.3699,125.640
3.3843,125.470
3.3986,125.382
3.4130,125.163
3.4273,125.097
3.4416,125.148
3.4560,125.249
3.4703,125.267
3.4847,125.267
3.4990,125.007
3.5133,124.565
3.5277,123.993
3.5420,123.881
3.5564,124.166
3.5707,124.190
3.5850,124.137
3.5994,124.163
3.6137,124.940
3.6281,125.969
3.6424,126.653
3.6567,127.015
3.6711,127.565
3.6854,128.104
3.6998,128.773
3.7141,129.132
3.7284,129.305
3.7428,129.532
3.7571,130.064
3.7715,130.746
3.7858,130.667
3.8001,130.406
3.8145,130.691
3.8288,130.817
3.8432,131.040
3.8575,131.216
3.8718,131.194
3.8862,131.179
3.9005,131.172
3.9149,131.347
3.9292,131.563
