 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M10_00-gp_cr.jpg:M10_Scale,1.430,0.252,185.642,86.497,40.592,100.000,36.733,35.746,99.532,9.694,5.562,100.000
2,M10_00-gp_cr.jpg:M10_Iris_Pupil_Area_Left,95.575,1.000,255.000,50.077,55.008,35.323,43.911,50.402,12.096,9.837,0.000,0.000
3,M10_00-gp_cr.jpg:M10_Eye_Opening_Area_Left,215.297,0.000,255.000,50.406,55.804,61.675,37.605,50.402,26.810,10.910,0.000,0.000
4,M10_00-gp_cr.jpg:M10_Iris_Pupil_Area_Right,97.512,1.000,255.000,121.061,53.412,35.406,115.074,48.586,12.068,10.152,0.000,0.000
5,M10_00-gp_cr.jpg:M10_Eye_Opening_Area_Right,208.753,1.000,255.000,121.689,54.094,59.609,108.168,48.586,26.038,11.038,0.000,0.000
