 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,F14_00-gp_cr.jpg:F14_Scale,1.462,6.645,151.100,88.413,41.477,100.000,38.496,38.598,99.849,5.773,-176.699,100
2,F14_00-gp_cr.jpg:F14_Iris_Pupil_Area_Left,67.754,0.000,220.000,52.124,61.955,30.882,46.578,58.591,11.195,7.074,0.000,0
3,F14_00-gp_cr.jpg:F14_Eye_Opening_Area_Left,119.643,0.000,220.000,52.307,62.234,53.961,40.118,58.591,25.342,7.074,0.000,0
4,F14_00-gp_cr.jpg:F14_Iris_Pupil_Area_Right,66.610,0.000,254.000,110.506,58.798,30.874,104.686,55.405,11.546,6.869,0.000,0
5,F14_00-gp_cr.jpg:F14_Eye_Opening_Area_Right,105.679,0.000,254.000,110.158,59.065,48.734,98.490,55.405,22.624,6.854,0.000,0
6,F14_00-gp_cr.jpg:F14_Complete_Area_Right,110.474,0.000,254.000,109.620,59.190,56.325,95.070,55.405,26.029,7.804,0.000,0
7,F14_00-gp_cr.jpg:F14_Complete_Area_Left,123.008,0.000,220.000,52.682,62.281,59.129,40.132,58.591,27.987,7.074,0.000,0
