 ,Label,Area,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Angle,Length
1,M07_00-gp_cr.jpg:M07_Scale,1.442,11.225,178.575,87.193,40.912,100.000,37.319,37.362,99.762,7.106,4.071,100.000
2,M07_00-gp_cr.jpg:M07_Iris_Pupil_Area_Left,60.855,1.000,195.000,53.943,57.646,30.446,47.755,54.573,12.094,6.371,0.000,0.000
3,M07_00-gp_cr.jpg:M07_Eye_Opening_Area_Left,89.983,1.000,195.000,53.944,57.751,45.728,43.402,54.573,21.420,6.371,0.000,0.000
4,M07_00-gp_cr.jpg:M07_Iris_Pupil_Area_Right,67.394,0.000,227.000,121.060,57.881,31.643,114.897,54.688,12.281,6.919,0.000,0.000
5,M07_00-gp_cr.jpg:M07_Eye_Opening_Area_Right,104.989,0.000,227.000,121.821,58.154,48.601,110.169,54.703,22.544,6.962,0.000,0.000
