X,Y
55.606,58.667
55.636,58.666
55.666,58.664
55.696,58.663
55.726,58.662
55.757,58.661
55.788,58.659
55.819,58.658
55.850,58.657
55.882,58.656
55.913,58.655
55.945,58.654
55.977,58.653
56.009,58.653
56.042,58.652
56.074,58.651
56.107,58.650
56.140,58.649
56.173,58.649
56.206,58.648
56.239,58.647
56.272,58.646
56.305,58.646
56.339,58.645
56.372,58.644
56.406,58.643
56.440,58.642
56.473,58.641
56.507,58.640
56.541,58.640
56.574,58.639
56.608,58.637
56.642,58.636
56.676,58.635
56.709,58.634
56.743,58.633
56.777,58.632
56.810,58.631
56.844,58.630
56.877,58.628
56.910,58.627
56.944,58.626
56.977,58.625
57.010,58.624
57.043,58.624
57.075,58.623
57.108,58.622
57.140,58.621
57.172,58.621
57.204,58.621
57.236,58.620
57.268,58.620
57.299,58.620
57.330,58.620
57.361,58.620
57.391,58.621
57.422,58.621
57.452,58.622
57.482,58.623
57.511,58.624
57.540,58.625
57.569,58.627
57.597,58.628
57.626,58.630
57.654,58.632
57.681,58.635
57.709,58.637
57.736,58.639
57.764,58.642
57.791,58.645
57.817,58.648
57.844,58.651
57.871,58.654
57.898,58.657
57.924,58.660
57.951,58.663
57.978,58.667
58.004,58.670
58.031,58.673
58.058,58.677
58.084,58.680
58.111,58.684
58.138,58.687
58.165,58.691
58.193,58.694
58.220,58.697
58.248,58.701
58.276,58.704
58.304,58.707
58.332,58.711
58.360,58.714
58.389,58.717
58.417,58.721
58.446,58.724
58.475,58.728
58.504,58.731
58.533,58.735
58.562,58.739
58.592,58.742
58.621,58.746
58.651,58.750
58.680,58.755
58.710,58.759
58.739,58.764
58.769,58.768
58.799,58.773
58.828,58.778
58.858,58.783
58.888,58.789
58.917,58.794
58.947,58.800
58.977,58.806
59.006,58.813
59.036,58.819
59.065,58.826
59.095,58.833
59.124,58.841
59.154,58.848
59.183,58.856
59.212,58.864
59.241,58.872
59.270,58.881
59.300,58.890
59.328,58.898
59.357,58.908
59.386,58.917
59.415,58.926
59.443,58.936
59.472,58.946
59.500,58.956
59.528,58.966
59.556,58.977
59.584,58.987
59.612,58.998
59.640,59.009
59.667,59.020
59.695,59.031
59.722,59.042
59.749,59.053
59.776,59.065
59.803,59.076
59.829,59.088
59.856,59.100
59.882,59.112
59.908,59.124
59.934,59.136
59.960,59.149
59.985,59.162
60.011,59.174
60.036,59.187
60.061,59.200
60.086,59.213
60.111,59.227
60.136,59.241
60.160,59.254
60.185,59.268
60.209,59.283
60.233,59.297
60.257,59.312
60.281,59.327
60.304,59.342
60.328,59.357
60.351,59.372
60.374,59.388
60.397,59.404
60.420,59.421
60.443,59.437
60.465,59.454
60.488,59.471
60.510,59.488
60.532,59.506
60.554,59.524
60.575,59.542
60.597,59.560
60.618,59.578
60.639,59.597
60.660,59.616
60.681,59.635
60.701,59.655
60.721,59.674
60.741,59.694
60.761,59.714
60.780,59.735
60.799,59.755
60.818,59.776
60.837,59.797
60.855,59.818
60.873,59.839
60.891,59.860
60.908,59.882
60.925,59.904
60.942,59.926
60.958,59.948
60.974,59.970
60.990,59.993
61.005,60.016
61.021,60.039
61.035,60.062
61.050,60.085
61.065,60.109
61.079,60.132
61.093,60.156
61.107,60.180
61.120,60.205
61.134,60.229
61.147,60.254
61.160,60.279
61.173,60.304
61.186,60.329
61.199,60.355
61.211,60.381
61.224,60.407
61.237,60.433
61.249,60.460
61.262,60.487
61.274,60.514
61.287,60.541
61.299,60.569
61.311,60.596
61.324,60.624
61.336,60.653
61.349,60.681
61.361,60.710
61.374,60.739
61.386,60.768
61.399,60.797
61.411,60.826
61.423,60.856
61.435,60.886
61.447,60.915
61.459,60.945
61.471,60.975
61.482,61.006
61.494,61.036
61.505,61.066
61.516,61.097
61.527,61.127
61.538,61.157
61.549,61.188
61.559,61.218
61.570,61.249
61.580,61.280
61.589,61.310
61.599,61.341
61.608,61.371
61.617,61.402
61.626,61.432
61.634,61.462
61.642,61.493
61.650,61.523
61.658,61.553
61.665,61.583
61.672,61.613
61.679,61.643
61.685,61.673
61.692,61.704
61.698,61.734
61.704,61.764
61.710,61.794
61.715,61.824
61.720,61.854
61.726,61.884
61.731,61.915
61.736,61.945
61.740,61.976
61.745,62.006
61.750,62.037
61.754,62.067
61.758,62.098
61.762,62.129
61.767,62.160
61.771,62.192
61.775,62.223
61.779,62.254
61.783,62.286
61.786,62.318
61.790,62.350
61.794,62.382
61.798,62.414
61.801,62.447
61.805,62.480
61.809,62.512
61.812,62.545
61.815,62.578
61.819,62.611
61.822,62.644
61.825,62.677
61.828,62.710
61.830,62.743
61.833,62.777
61.835,62.810
61.837,62.843
61.839,62.876
61.841,62.909
61.843,62.942
61.844,62.975
61.845,63.008
61.846,63.041
61.847,63.074
61.847,63.107
61.847,63.139
61.847,63.172
61.847,63.204
61.846,63.236
61.845,63.268
61.843,63.300
61.842,63.331
61.840,63.363
61.837,63.394
61.834,63.425
61.831,63.456
61.828,63.486
61.824,63.517
61.820,63.547
61.815,63.578
61.810,63.608
61.805,63.638
61.800,63.667
61.794,63.697
61.787,63.727
61.781,63.756
61.773,63.785
61.766,63.815
61.758,63.844
61.750,63.873
61.741,63.902
61.732,63.931
61.723,63.959
61.713,63.988
61.703,64.017
61.692,64.045
61.681,64.074
61.670,64.102
61.658,64.130
61.646,64.159
61.633,64.187
61.620,64.215
61.607,64.244
61.593,64.272
61.579,64.300
61.565,64.328
61.550,64.356
61.535,64.384
61.520,64.412
61.505,64.440
61.489,64.468
61.473,64.496
61.457,64.524
61.441,64.551
61.425,64.579
61.408,64.607
61.392,64.635
61.375,64.662
61.358,64.690
61.342,64.717
61.325,64.745
61.308,64.772
61.291,64.800
61.274,64.827
61.257,64.855
61.240,64.882
61.223,64.909
61.206,64.937
61.189,64.964
61.173,64.991
61.156,65.018
61.140,65.045
61.123,65.073
61.107,65.099
61.091,65.126
61.074,65.153
61.058,65.180
61.042,65.206
61.026,65.233
61.010,65.259
60.994,65.285
60.977,65.311
60.961,65.337
60.945,65.363
60.929,65.388
60.913,65.414
60.897,65.439
60.880,65.464
60.864,65.489
60.848,65.513
60.831,65.537
60.815,65.561
60.798,65.585
60.781,65.609
60.765,65.632
60.748,65.655
60.731,65.677
60.714,65.700
60.697,65.722
60.680,65.744
60.662,65.765
60.645,65.787
60.628,65.808
60.611,65.828
60.594,65.849
60.577,65.869
60.560,65.889
60.543,65.909
60.526,65.929
60.509,65.949
60.493,65.968
60.477,65.987
60.461,66.006
60.445,66.025
60.429,66.043
60.414,66.062
60.399,66.080
60.385,66.098
60.370,66.116
60.356,66.134
60.343,66.152
60.329,66.170
60.316,66.187
60.304,66.205
60.291,66.222
60.279,66.239
60.267,66.256
60.255,66.274
60.244,66.291
60.232,66.308
60.221,66.325
60.209,66.342
60.198,66.359
60.187,66.375
60.175,66.392
60.164,66.409
60.153,66.426
60.141,66.443
60.130,66.460
60.118,66.477
60.106,66.493
60.094,66.510
60.082,66.527
60.069,66.544
60.056,66.560
60.043,66.577
60.030,66.593
60.016,66.609
60.002,66.625
59.988,66.641
59.973,66.656
59.957,66.671
59.942,66.686
59.926,66.701
59.909,66.715
59.892,66.728
59.874,66.742
59.856,66.755
59.837,66.767
59.817,66.779
59.797,66.790
59.776,66.801
59.755,66.812
59.734,66.822
59.711,66.832
59.689,66.841
59.666,66.850
59.642,66.859
59.619,66.868
59.594,66.876
59.570,66.884
59.545,66.892
59.520,66.900
59.495,66.907
59.469,66.915
59.444,66.922
59.418,66.929
59.392,66.936
59.366,66.943
59.339,66.950
59.313,66.957
59.287,66.964
59.260,66.971
59.234,66.978
59.207,66.985
59.181,66.992
59.155,66.999
59.128,67.006
59.102,67.013
59.075,67.020
59.048,67.027
59.022,67.034
58.995,67.041
58.968,67.048
58.941,67.055
58.915,67.062
58.888,67.068
58.861,67.075
58.834,67.082
58.807,67.089
58.779,67.095
58.752,67.102
58.725,67.108
58.697,67.114
58.670,67.120
58.642,67.126
58.615,67.132
58.587,67.138
58.559,67.144
58.531,67.150
58.503,67.155
58.475,67.160
58.447,67.166
58.419,67.171
58.391,67.176
58.362,67.180
58.334,67.185
58.305,67.190
58.277,67.194
58.248,67.199
58.220,67.203
58.191,67.207
58.162,67.211
58.133,67.215
58.105,67.219
58.076,67.223
58.047,67.227
58.018,67.230
57.989,67.234
57.960,67.237
57.931,67.241
57.903,67.244
57.874,67.247
57.845,67.250
57.816,67.253
57.787,67.256
57.758,67.259
57.729,67.261
57.700,67.264
57.671,67.267
57.642,67.269
57.613,67.272
57.584,67.274
57.555,67.276
57.526,67.278
57.496,67.281
57.467,67.283
57.438,67.285
57.408,67.287
57.378,67.289
57.349,67.290
57.319,67.292
57.289,67.294
57.259,67.296
57.228,67.298
57.198,67.299
57.167,67.301
57.137,67.302
57.106,67.304
57.075,67.306
57.043,67.307
57.012,67.309
56.980,67.310
56.949,67.311
56.917,67.313
56.884,67.314
56.852,67.316
56.820,67.317
56.787,67.318
56.755,67.319
56.722,67.321
56.689,67.322
56.657,67.323
56.624,67.324
56.591,67.325
56.558,67.326
56.526,67.327
56.493,67.328
56.460,67.329
56.427,67.330
56.395,67.331
56.362,67.332
56.330,67.332
56.298,67.333
56.265,67.334
56.233,67.334
56.201,67.335
56.170,67.335
56.138,67.336
56.107,67.336
56.076,67.337
56.045,67.337
56.014,67.337
55.984,67.337
55.953,67.337
55.923,67.337
55.893,67.337
55.864,67.337
55.834,67.337
55.805,67.337
55.775,67.337
55.746,67.337
55.717,67.337
55.688,67.337
55.659,67.337
55.630,67.337
55.601,67.337
55.573,67.336
55.544,67.336
55.515,67.336
55.487,67.336
55.458,67.336
55.429,67.336
55.401,67.336
55.372,67.336
55.343,67.336
55.314,67.336
55.285,67.337
55.256,67.337
55.227,67.337
55.198,67.337
55.169,67.338
55.140,67.338
55.111,67.338
55.082,67.339
55.052,67.339
55.023,67.339
54.994,67.339
54.965,67.339
54.936,67.339
54.907,67.339
54.878,67.339
54.850,67.339
54.821,67.338
54.792,67.338
54.764,67.337
54.736,67.336
54.708,67.335
54.680,67.334
54.653,67.332
54.626,67.330
54.599,67.328
54.572,67.326
54.545,67.324
54.519,67.321
54.493,67.318
54.467,67.314
54.442,67.311
54.417,67.307
54.392,67.302
54.367,67.298
54.343,67.293
54.318,67.288
54.294,67.282
54.270,67.277
54.247,67.270
54.223,67.264
54.200,67.257
54.177,67.250
54.153,67.243
54.130,67.235
54.107,67.227
54.085,67.218
54.062,67.210
54.039,67.201
54.017,67.191
53.994,67.181
53.972,67.171
53.949,67.161
53.927,67.150
53.904,67.139
53.882,67.127
53.859,67.115
53.837,67.103
53.815,67.091
53.792,67.078
53.770,67.065
53.748,67.052
53.725,67.038
53.703,67.024
53.681,67.010
53.658,66.996
