id,Photo_id,Attractiveness,SSI,RIL,WHR,Photo_Sex
18m,4241,4,1.9541984732824400,42.10526315789470,2.330769230769230,F
19m,4241,3,1.9541984732824400,42.10526315789470,2.330769230769230,F
20m,4241,2,1.9541984732824400,42.10526315789470,2.330769230769230,F
21m,4241,1,1.9541984732824400,42.10526315789470,2.330769230769230,F
22m,4241,1,1.9541984732824400,42.10526315789470,2.330769230769230,F
23m,4241,1,1.9541984732824400,42.10526315789470,2.330769230769230,F
24m,4241,1,1.9541984732824400,42.10526315789470,2.330769230769230,F
25m,4241,2,1.9541984732824400,42.10526315789470,2.330769230769230,F
26m,4241,3,1.9541984732824400,42.10526315789470,2.330769230769230,F
27m,4241,1,1.9541984732824400,42.10526315789470,2.330769230769230,F
28m,4241,1,1.9541984732824400,42.10526315789470,2.330769230769230,F
29m,4241,3,1.9541984732824400,42.10526315789470,2.330769230769230,F
30m,4241,2,1.9541984732824400,42.10526315789470,2.330769230769230,F
1m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
2m,4251,2,1.846774193548390,28.994082840236700,2.6216216216216200,F
3m,4251,2,1.846774193548390,28.994082840236700,2.6216216216216200,F
4m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
5m,4251,2,1.846774193548390,28.994082840236700,2.6216216216216200,F
6m,4251,3,1.846774193548390,28.994082840236700,2.6216216216216200,F
7m,4251,4,1.846774193548390,28.994082840236700,2.6216216216216200,F
8m,4251,4,1.846774193548390,28.994082840236700,2.6216216216216200,F
9m,4251,2,1.846774193548390,28.994082840236700,2.6216216216216200,F
10m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
11m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
12m,4251,2,1.846774193548390,28.994082840236700,2.6216216216216200,F
13m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
14m,4251,2,1.846774193548390,28.994082840236700,2.6216216216216200,F
15m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
16m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
17m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
18m,4251,4,1.846774193548390,28.994082840236700,2.6216216216216200,F
19m,4251,3,1.846774193548390,28.994082840236700,2.6216216216216200,F
20m,4251,3,1.846774193548390,28.994082840236700,2.6216216216216200,F
21m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
22m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
23m,4251,2,1.846774193548390,28.994082840236700,2.6216216216216200,F
24m,4251,2,1.846774193548390,28.994082840236700,2.6216216216216200,F
25m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
26m,4251,3,1.846774193548390,28.994082840236700,2.6216216216216200,F
27m,4251,6,1.846774193548390,28.994082840236700,2.6216216216216200,F
28m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
29m,4251,4,1.846774193548390,28.994082840236700,2.6216216216216200,F
30m,4251,1,1.846774193548390,28.994082840236700,2.6216216216216200,F
1m,5011,1,1.6984126984127000,32.89473684210530,2.956043956043960,F
2m,5011,2,1.6984126984127000,32.89473684210530,2.956043956043960,F
3m,5011,2,1.6984126984127000,32.89473684210530,2.956043956043960,F
4m,5011,1,1.6984126984127000,32.89473684210530,2.956043956043960,F
5m,5011,2,1.6984126984127000,32.89473684210530,2.956043956043960,F
6m,5011,2,1.6984126984127000,32.89473684210530,2.956043956043960,F
7m,5011,3,1.6984126984127000,32.89473684210530,2.956043956043960,F
8m,5011,4,1.6984126984127000,32.89473684210530,2.956043956043960,F
