number,id,Photo_id,Attractiveness,SSI,RIL,WHR,Photo_Sex
475,25k,8020,4,1.924242424,40.49382716,3.12244898,M
476,26k,8020,1,1.924242424,40.49382716,3.12244898,M
477,27k,8020,1,1.924242424,40.49382716,3.12244898,M
478,28k,8020,1,1.924242424,40.49382716,3.12244898,M
479,29k,8020,1,1.924242424,40.49382716,3.12244898,M
480,30k,8020,1,1.924242424,40.49382716,3.12244898,M
481,1k,8030,1,1.940740741,36.08247423,2.935779817,M
482,2k,8030,2,1.940740741,36.08247423,2.935779817,M
483,3k,8030,2,1.940740741,36.08247423,2.935779817,M
484,4k,8030,2,1.940740741,36.08247423,2.935779817,M
485,5k,8030,2,1.940740741,36.08247423,2.935779817,M
486,6k,8030,1,1.940740741,36.08247423,2.935779817,M
487,7k,8030,1,1.940740741,36.08247423,2.935779817,M
488,8k,8030,1,1.940740741,36.08247423,2.935779817,M
489,9k,8030,1,1.940740741,36.08247423,2.935779817,M
490,10k,8030,1,1.940740741,36.08247423,2.935779817,M
491,11k,8030,1,1.940740741,36.08247423,2.935779817,M
492,12k,8030,2,1.940740741,36.08247423,2.935779817,M
493,13k,8030,1,1.940740741,36.08247423,2.935779817,M
494,14k,8030,2,1.940740741,36.08247423,2.935779817,M
495,15k,8030,1,1.940740741,36.08247423,2.935779817,M
496,16k,8030,1,1.940740741,36.08247423,2.935779817,M
497,17k,8030,1,1.940740741,36.08247423,2.935779817,M
498,18k,8030,1,1.940740741,36.08247423,2.935779817,M
499,19k,8030,2,1.940740741,36.08247423,2.935779817,M
500,20k,8030,1,1.940740741,36.08247423,2.935779817,M
501,21k,8030,2,1.940740741,36.08247423,2.935779817,M
502,22k,8030,3,1.940740741,36.08247423,2.935779817,M
503,23k,8030,1,1.940740741,36.08247423,2.935779817,M
504,24k,8030,1,1.940740741,36.08247423,2.935779817,M
505,25k,8030,3,1.940740741,36.08247423,2.935779817,M
506,26k,8030,1,1.940740741,36.08247423,2.935779817,M
507,27k,8030,1,1.940740741,36.08247423,2.935779817,M
508,28k,8030,1,1.940740741,36.08247423,2.935779817,M
509,29k,8030,1,1.940740741,36.08247423,2.935779817,M
510,30k,8030,1,1.940740741,36.08247423,2.935779817,M
511,1k,8040,1,1.943548387,33.57487923,2.79047619,M
512,2k,8040,2,1.943548387,33.57487923,2.79047619,M
513,3k,8040,2,1.943548387,33.57487923,2.79047619,M
514,4k,8040,1,1.943548387,33.57487923,2.79047619,M
515,5k,8040,1,1.943548387,33.57487923,2.79047619,M
516,6k,8040,1,1.943548387,33.57487923,2.79047619,M
517,7k,8040,1,1.943548387,33.57487923,2.79047619,M
518,8k,8040,1,1.943548387,33.57487923,2.79047619,M
519,9k,8040,2,1.943548387,33.57487923,2.79047619,M
520,10k,8040,1,1.943548387,33.57487923,2.79047619,M
521,11k,8040,1,1.943548387,33.57487923,2.79047619,M
522,12k,8040,2,1.943548387,33.57487923,2.79047619,M
523,13k,8040,1,1.943548387,33.57487923,2.79047619,M
524,14k,8040,3,1.943548387,33.57487923,2.79047619,M
525,15k,8040,2,1.943548387,33.57487923,2.79047619,M
526,16k,8040,1,1.943548387,33.57487923,2.79047619,M
527,17k,8040,1,1.943548387,33.57487923,2.79047619,M
528,18k,8040,1,1.943548387,33.57487923,2.79047619,M
529,19k,8040,3,1.943548387,33.57487923,2.79047619,M
530,20k,8040,3,1.943548387,33.57487923,2.79047619,M
531,21k,8040,3,1.943548387,33.57487923,2.79047619,M
532,22k,8040,2,1.943548387,33.57487923,2.79047619,M
533,23k,8040,1,1.943548387,33.57487923,2.79047619,M
534,24k,8040,1,1.943548387,33.57487923,2.79047619,M
535,25k,8040,3,1.943548387,33.57487923,2.79047619,M
536,26k,8040,1,1.943548387,33.57487923,2.79047619,M
537,27k,8040,1,1.943548387,33.57487923,2.79047619,M
538,28k,8040,1,1.943548387,33.57487923,2.79047619,M
539,29k,8040,1,1.943548387,33.57487923,2.79047619,M
540,30k,8040,1,1.943548387,33.57487923,2.79047619,M
541,1k,8050,3,1.854014599,39.65087282,2.504273504,M
542,2k,8050,2,1.854014599,39.65087282,2.504273504,M
543,3k,8050,2,1.854014599,39.65087282,2.504273504,M
544,4k,8050,2,1.854014599,39.65087282,2.504273504,M
545,5k,8050,1,1.854014599,39.65087282,2.504273504,M
546,6k,8050,1,1.854014599,39.65087282,2.504273504,M
547,7k,8050,1,1.854014599,39.65087282,2.504273504,M
548,8k,8050,1,1.854014599,39.65087282,2.504273504,M
549,9k,8050,1,1.854014599,39.65087282,2.504273504,M
550,10k,8050,1,1.854014599,39.65087282,2.504273504,M
551,11k,8050,2,1.854014599,39.65087282,2.504273504,M
552,12k,8050,3,1.854014599,39.65087282,2.504273504,M
553,13k,8050,1,1.854014599,39.65087282,2.504273504,M
554,14k,8050,3,1.854014599,39.65087282,2.504273504,M
555,15k,8050,1,1.854014599,39.65087282,2.504273504,M
556,16k,8050,2,1.854014599,39.65087282,2.504273504,M
557,17k,8050,1,1.854014599,39.65087282,2.504273504,M
558,18k,8050,1,1.854014599,39.65087282,2.504273504,M
559,19k,8050,3,1.854014599,39.65087282,2.504273504,M
560,20k,8050,1,1.854014599,39.65087282,2.504273504,M
561,21k,8050,2,1.854014599,39.65087282,2.504273504,M
562,22k,8050,2,1.854014599,39.65087282,2.504273504,M
563,23k,8050,1,1.854014599,39.65087282,2.504273504,M
564,24k,8050,1,1.854014599,39.65087282,2.504273504,M
565,25k,8050,2,1.854014599,39.65087282,2.504273504,M
566,26k,8050,1,1.854014599,39.65087282,2.504273504,M
567,27k,8050,1,1.854014599,39.65087282,2.504273504,M
568,28k,8050,1,1.854014599,39.65087282,2.504273504,M
569,29k,8050,1,1.854014599,39.65087282,2.504273504,M
570,30k,8050,1,1.854014599,39.65087282,2.504273504,M
571,1k,8060,2,1.874015748,52.36768802,2.93,M
572,2k,8060,3,1.874015748,52.36768802,2.93,M
573,3k,8060,2,1.874015748,52.36768802,2.93,M
574,4k,8060,5,1.874015748,52.36768802,2.93,M
575,5k,8060,4,1.874015748,52.36768802,2.93,M
576,6k,8060,2,1.874015748,52.36768802,2.93,M
577,7k,8060,2,1.874015748,52.36768802,2.93,M
578,8k,8060,2,1.874015748,52.36768802,2.93,M
579,9k,8060,4,1.874015748,52.36768802,2.93,M
580,10k,8060,1,1.874015748,52.36768802,2.93,M
581,11k,8060,4,1.874015748,52.36768802,2.93,M
582,12k,8060,4,1.874015748,52.36768802,2.93,M
583,13k,8060,3,1.874015748,52.36768802,2.93,M
584,14k,8060,6,1.874015748,52.36768802,2.93,M
585,15k,8060,2,1.874015748,52.36768802,2.93,M
586,16k,8060,6,1.874015748,52.36768802,2.93,M
587,17k,8060,3,1.874015748,52.36768802,2.93,M
588,18k,8060,1,1.874015748,52.36768802,2.93,M
589,19k,8060,4,1.874015748,52.36768802,2.93,M
590,20k,8060,1,1.874015748,52.36768802,2.93,M
591,21k,8060,5,1.874015748,52.36768802,2.93,M
592,22k,8060,5,1.874015748,52.36768802,2.93,M
593,23k,8060,2,1.874015748,52.36768802,2.93,M
594,24k,8060,3,1.874015748,52.36768802,2.93,M
595,25k,8060,5,1.874015748,52.36768802,2.93,M
596,26k,8060,2,1.874015748,52.36768802,2.93,M
597,27k,8060,1,1.874015748,52.36768802,2.93,M
598,28k,8060,1,1.874015748,52.36768802,2.93,M
599,29k,8060,2,1.874015748,52.36768802,2.93,M
600,30k,8060,2,1.874015748,52.36768802,2.93,M
601,1k,8070,1,1.818181818,41.22137405,2.666666667,M
602,2k,8070,2,1.818181818,41.22137405,2.666666667,M
603,3k,8070,3,1.818181818,41.22137405,2.666666667,M
604,4k,8070,3,1.818181818,41.22137405,2.666666667,M
605,5k,8070,1,1.818181818,41.22137405,2.666666667,M
606,6k,8070,3,1.818181818,41.22137405,2.666666667,M
607,7k,8070,1,1.818181818,41.22137405,2.666666667,M
608,8k,8070,3,1.818181818,41.22137405,2.666666667,M
609,9k,8070,2,1.818181818,41.22137405,2.666666667,M
610,10k,8070,1,1.818181818,41.22137405,2.666666667,M
611,11k,8070,2,1.818181818,41.22137405,2.666666667,M
612,12k,8070,4,1.818181818,41.22137405,2.666666667,M
613,13k,8070,1,1.818181818,41.22137405,2.666666667,M
614,14k,8070,4,1.818181818,41.22137405,2.666666667,M
615,15k,8070,2,1.818181818,41.22137405,2.666666667,M
616,16k,8070,4,1.818181818,41.22137405,2.666666667,M
617,17k,8070,1,1.818181818,41.22137405,2.666666667,M
618,18k,8070,2,1.818181818,41.22137405,2.666666667,M
619,19k,8070,3,1.818181818,41.22137405,2.666666667,M
620,20k,8070,1,1.818181818,41.22137405,2.666666667,M
621,21k,8070,3,1.818181818,41.22137405,2.666666667,M
622,22k,8070,3,1.818181818,41.22137405,2.666666667,M
623,23k,8070,1,1.818181818,41.22137405,2.666666667,M
624,24k,8070,2,1.818181818,41.22137405,2.666666667,M
625,25k,8070,3,1.818181818,41.22137405,2.666666667,M
626,26k,8070,1,1.818181818,41.22137405,2.666666667,M
627,27k,8070,2,1.818181818,41.22137405,2.666666667,M
628,28k,8070,1,1.818181818,41.22137405,2.666666667,M
629,29k,8070,1,1.818181818,41.22137405,2.666666667,M
630,30k,8070,2,1.818181818,41.22137405,2.666666667,M
631,1k,8080,1,2.031746032,43.07692308,2.813084112,M
632,2k,8080,3,2.031746032,43.07692308,2.813084112,M
633,3k,8080,1,2.031746032,43.07692308,2.813084112,M
634,4k,8080,1,2.031746032,43.07692308,2.813084112,M
635,5k,8080,1,2.031746032,43.07692308,2.813084112,M
636,6k,8080,1,2.031746032,43.07692308,2.813084112,M
637,7k,8080,1,2.031746032,43.07692308,2.813084112,M
638,8k,8080,1,2.031746032,43.07692308,2.813084112,M
639,9k,8080,1,2.031746032,43.07692308,2.813084112,M
640,10k,8080,1,2.031746032,43.07692308,2.813084112,M
641,11k,8080,1,2.031746032,43.07692308,2.813084112,M
642,12k,8080,2,2.031746032,43.07692308,2.813084112,M
643,13k,8080,1,2.031746032,43.07692308,2.813084112,M
644,14k,8080,2,2.031746032,43.07692308,2.813084112,M
645,15k,8080,1,2.031746032,43.07692308,2.813084112,M
646,16k,8080,5,2.031746032,43.07692308,2.813084112,M
647,17k,8080,1,2.031746032,43.07692308,2.813084112,M
648,18k,8080,1,2.031746032,43.07692308,2.813084112,M
649,19k,8080,1,2.031746032,43.07692308,2.813084112,M
650,20k,8080,1,2.031746032,43.07692308,2.813084112,M
651,21k,8080,1,2.031746032,43.07692308,2.813084112,M
652,22k,8080,2,2.031746032,43.07692308,2.813084112,M
653,23k,8080,1,2.031746032,43.07692308,2.813084112,M
654,24k,8080,1,2.031746032,43.07692308,2.813084112,M
655,25k,8080,2,2.031746032,43.07692308,2.813084112,M
656,26k,8080,1,2.031746032,43.07692308,2.813084112,M
657,27k,8080,1,2.031746032,43.07692308,2.813084112,M
658,28k,8080,1,2.031746032,43.07692308,2.813084112,M
659,29k,8080,1,2.031746032,43.07692308,2.813084112,M
660,30k,8080,1,2.031746032,43.07692308,2.813084112,M
661,1k,8090,1,1.941666667,29.3398533,2.978494624,M
662,2k,8090,3,1.941666667,29.3398533,2.978494624,M
663,3k,8090,4,1.941666667,29.3398533,2.978494624,M
664,4k,8090,3,1.941666667,29.3398533,2.978494624,M
665,5k,8090,1,1.941666667,29.3398533,2.978494624,M
666,6k,8090,2,1.941666667,29.3398533,2.978494624,M
667,7k,8090,2,1.941666667,29.3398533,2.978494624,M
668,8k,8090,3,1.941666667,29.3398533,2.978494624,M
669,9k,8090,3,1.941666667,29.3398533,2.978494624,M
670,10k,8090,2,1.941666667,29.3398533,2.978494624,M
671,11k,8090,3,1.941666667,29.3398533,2.978494624,M
672,12k,8090,3,1.941666667,29.3398533,2.978494624,M
673,13k,8090,1,1.941666667,29.3398533,2.978494624,M
674,14k,8090,5,1.941666667,29.3398533,2.978494624,M
675,15k,8090,3,1.941666667,29.3398533,2.978494624,M
676,16k,8090,5,1.941666667,29.3398533,2.978494624,M
677,17k,8090,2,1.941666667,29.3398533,2.978494624,M
678,18k,8090,4,1.941666667,29.3398533,2.978494624,M
679,19k,8090,3,1.941666667,29.3398533,2.978494624,M
680,20k,8090,1,1.941666667,29.3398533,2.978494624,M
681,21k,8090,4,1.941666667,29.3398533,2.978494624,M
682,22k,8090,4,1.941666667,29.3398533,2.978494624,M
683,23k,8090,1,1.941666667,29.3398533,2.978494624,M
684,24k,8090,3,1.941666667,29.3398533,2.978494624,M
685,25k,8090,3,1.941666667,29.3398533,2.978494624,M
686,26k,8090,1,1.941666667,29.3398533,2.978494624,M
687,27k,8090,3,1.941666667,29.3398533,2.978494624,M
688,28k,8090,1,1.941666667,29.3398533,2.978494624,M
689,29k,8090,1,1.941666667,29.3398533,2.978494624,M
690,30k,8090,1,1.941666667,29.3398533,2.978494624,M
691,1k,8100,1,1.935483871,37.37623762,2.836734694,M
692,2k,8100,1,1.935483871,37.37623762,2.836734694,M
693,3k,8100,2,1.935483871,37.37623762,2.836734694,M
694,4k,8100,2,1.935483871,37.37623762,2.836734694,M
695,5k,8100,2,1.935483871,37.37623762,2.836734694,M
696,6k,8100,1,1.935483871,37.37623762,2.836734694,M
697,7k,8100,1,1.935483871,37.37623762,2.836734694,M
698,8k,8100,1,1.935483871,37.37623762,2.836734694,M
699,9k,8100,1,1.935483871,37.37623762,2.836734694,M
700,10k,8100,1,1.935483871,37.37623762,2.836734694,M
701,11k,8100,1,1.935483871,37.37623762,2.836734694,M
702,12k,8100,4,1.935483871,37.37623762,2.836734694,M
703,13k,8100,1,1.935483871,37.37623762,2.836734694,M
704,14k,8100,3,1.935483871,37.37623762,2.836734694,M
705,15k,8100,2,1.935483871,37.37623762,2.836734694,M
706,16k,8100,1,1.935483871,37.37623762,2.836734694,M
707,17k,8100,2,1.935483871,37.37623762,2.836734694,M
708,18k,8100,3,1.935483871,37.37623762,2.836734694,M
709,19k,8100,2,1.935483871,37.37623762,2.836734694,M
710,20k,8100,1,1.935483871,37.37623762,2.836734694,M
711,21k,8100,1,1.935483871,37.37623762,2.836734694,M
712,22k,8100,3,1.935483871,37.37623762,2.836734694,M
713,23k,8100,1,1.935483871,37.37623762,2.836734694,M
714,24k,8100,3,1.935483871,37.37623762,2.836734694,M
715,25k,8100,2,1.935483871,37.37623762,2.836734694,M
716,26k,8100,1,1.935483871,37.37623762,2.836734694,M
717,27k,8100,1,1.935483871,37.37623762,2.836734694,M
718,28k,8100,1,1.935483871,37.37623762,2.836734694,M
719,29k,8100,1,1.935483871,37.37623762,2.836734694,M
720,30k,8100,1,1.935483871,37.37623762,2.836734694,M
721,1k,8110,2,1.985074627,40.38997214,2.754385965,M
722,2k,8110,1,1.985074627,40.38997214,2.754385965,M
723,3k,8110,2,1.985074627,40.38997214,2.754385965,M
724,4k,8110,2,1.985074627,40.38997214,2.754385965,M
725,5k,8110,2,1.985074627,40.38997214,2.754385965,M
726,6k,8110,1,1.985074627,40.38997214,2.754385965,M
727,7k,8110,1,1.985074627,40.38997214,2.754385965,M
728,8k,8110,1,1.985074627,40.38997214,2.754385965,M
729,9k,8110,1,1.985074627,40.38997214,2.754385965,M
730,10k,8110,1,1.985074627,40.38997214,2.754385965,M
731,11k,8110,1,1.985074627,40.38997214,2.754385965,M
732,12k,8110,2,1.985074627,40.38997214,2.754385965,M
733,13k,8110,1,1.985074627,40.38997214,2.754385965,M
734,14k,8110,2,1.985074627,40.38997214,2.754385965,M
735,15k,8110,2,1.985074627,40.38997214,2.754385965,M
736,16k,8110,1,1.985074627,40.38997214,2.754385965,M
737,17k,8110,1,1.985074627,40.38997214,2.754385965,M
738,18k,8110,1,1.985074627,40.38997214,2.754385965,M
739,19k,8110,2,1.985074627,40.38997214,2.754385965,M
740,20k,8110,1,1.985074627,40.38997214,2.754385965,M
741,21k,8110,1,1.985074627,40.38997214,2.754385965,M
742,22k,8110,3,1.985074627,40.38997214,2.754385965,M
743,23k,8110,1,1.985074627,40.38997214,2.754385965,M
744,24k,8110,1,1.985074627,40.38997214,2.754385965,M
745,25k,8110,2,1.985074627,40.38997214,2.754385965,M
746,26k,8110,1,1.985074627,40.38997214,2.754385965,M
747,27k,8110,1,1.985074627,40.38997214,2.754385965,M
748,28k,8110,1,1.985074627,40.38997214,2.754385965,M
749,29k,8110,1,1.985074627,40.38997214,2.754385965,M
750,30k,8110,1,1.985074627,40.38997214,2.754385965,M
751,1k,9010,5,1.850393701,32.34501348,2.844660194,M
752,2k,9010,2,1.850393701,32.34501348,2.844660194,M
753,3k,9010,2,1.850393701,32.34501348,2.844660194,M
754,4k,9010,2,1.850393701,32.34501348,2.844660194,M
755,5k,9010,1,1.850393701,32.34501348,2.844660194,M
756,6k,9010,1,1.850393701,32.34501348,2.844660194,M
757,7k,9010,1,1.850393701,32.34501348,2.844660194,M
758,8k,9010,1,1.850393701,32.34501348,2.844660194,M
759,9k,9010,1,1.850393701,32.34501348,2.844660194,M
760,10k,9010,1,1.850393701,32.34501348,2.844660194,M
761,11k,9010,1,1.850393701,32.34501348,2.844660194,M
762,12k,9010,4,1.850393701,32.34501348,2.844660194,M
763,13k,9010,1,1.850393701,32.34501348,2.844660194,M
764,14k,9010,4,1.850393701,32.34501348,2.844660194,M
765,15k,9010,1,1.850393701,32.34501348,2.844660194,M
766,16k,9010,4,1.850393701,32.34501348,2.844660194,M
767,17k,9010,1,1.850393701,32.34501348,2.844660194,M
768,18k,9010,3,1.850393701,32.34501348,2.844660194,M
769,19k,9010,3,1.850393701,32.34501348,2.844660194,M
770,20k,9010,1,1.850393701,32.34501348,2.844660194,M
771,21k,9010,2,1.850393701,32.34501348,2.844660194,M
772,22k,9010,2,1.850393701,32.34501348,2.844660194,M
773,23k,9010,1,1.850393701,32.34501348,2.844660194,M
774,24k,9010,2,1.850393701,32.34501348,2.844660194,M
775,25k,9010,3,1.850393701,32.34501348,2.844660194,M
776,26k,9010,1,1.850393701,32.34501348,2.844660194,M
777,27k,9010,1,1.850393701,32.34501348,2.844660194,M
778,28k,9010,1,1.850393701,32.34501348,2.844660194,M
779,29k,9010,1,1.850393701,32.34501348,2.844660194,M
780,30k,9010,1,1.850393701,32.34501348,2.844660194,M
781,1k,9012,1,2.05,20.38043478,2.626168224,M
782,2k,9012,1,2.05,20.38043478,2.626168224,M
783,3k,9012,2,2.05,20.38043478,2.626168224,M
784,4k,9012,2,2.05,20.38043478,2.626168224,M
785,5k,9012,1,2.05,20.38043478,2.626168224,M
786,6k,9012,2,2.05,20.38043478,2.626168224,M
787,7k,9012,1,2.05,20.38043478,2.626168224,M
788,8k,9012,1,2.05,20.38043478,2.626168224,M
789,9k,9012,1,2.05,20.38043478,2.626168224,M
790,10k,9012,1,2.05,20.38043478,2.626168224,M
791,11k,9012,1,2.05,20.38043478,2.626168224,M
792,12k,9012,1,2.05,20.38043478,2.626168224,M
793,13k,9012,1,2.05,20.38043478,2.626168224,M
794,14k,9012,2,2.05,20.38043478,2.626168224,M
795,15k,9012,1,2.05,20.38043478,2.626168224,M
796,16k,9012,1,2.05,20.38043478,2.626168224,M
797,17k,9012,1,2.05,20.38043478,2.626168224,M
798,18k,9012,1,2.05,20.38043478,2.626168224,M
799,19k,9012,2,2.05,20.38043478,2.626168224,M
800,20k,9012,1,2.05,20.38043478,2.626168224,M
801,21k,9012,1,2.05,20.38043478,2.626168224,M
802,22k,9012,3,2.05,20.38043478,2.626168224,M
803,23k,9012,1,2.05,20.38043478,2.626168224,M
804,24k,9012,1,2.05,20.38043478,2.626168224,M
805,25k,9012,2,2.05,20.38043478,2.626168224,M
806,26k,9012,1,2.05,20.38043478,2.626168224,M
807,27k,9012,1,2.05,20.38043478,2.626168224,M
808,28k,9012,1,2.05,20.38043478,2.626168224,M
809,29k,9012,1,2.05,20.38043478,2.626168224,M
810,30k,9012,1,2.05,20.38043478,2.626168224,M
811,1k,9013,5,1.8984375,39.34010152,2.716981132,M
812,2k,9013,4,1.8984375,39.34010152,2.716981132,M
813,3k,9013,4,1.8984375,39.34010152,2.716981132,M
814,4k,9013,5,1.8984375,39.34010152,2.716981132,M
815,5k,9013,4,1.8984375,39.34010152,2.716981132,M
816,6k,9013,3,1.8984375,39.34010152,2.716981132,M
817,7k,9013,2,1.8984375,39.34010152,2.716981132,M
818,8k,9013,3,1.8984375,39.34010152,2.716981132,M
819,9k,9013,5,1.8984375,39.34010152,2.716981132,M
820,10k,9013,2,1.8984375,39.34010152,2.716981132,M
821,11k,9013,5,1.8984375,39.34010152,2.716981132,M
822,12k,9013,5,1.8984375,39.34010152,2.716981132,M
823,13k,9013,2,1.8984375,39.34010152,2.716981132,M
824,14k,9013,5,1.8984375,39.34010152,2.716981132,M
825,15k,9013,3,1.8984375,39.34010152,2.716981132,M
826,16k,9013,6,1.8984375,39.34010152,2.716981132,M
827,17k,9013,3,1.8984375,39.34010152,2.716981132,M
828,18k,9013,4,1.8984375,39.34010152,2.716981132,M
829,19k,9013,6,1.8984375,39.34010152,2.716981132,M
830,20k,9013,3,1.8984375,39.34010152,2.716981132,M
831,21k,9013,4,1.8984375,39.34010152,2.716981132,M
832,22k,9013,4,1.8984375,39.34010152,2.716981132,M
833,23k,9013,1,1.8984375,39.34010152,2.716981132,M
834,24k,9013,5,1.8984375,39.34010152,2.716981132,M
835,25k,9013,4,1.8984375,39.34010152,2.716981132,M
836,26k,9013,3,1.8984375,39.34010152,2.716981132,M
837,27k,9013,2,1.8984375,39.34010152,2.716981132,M
838,28k,9013,2,1.8984375,39.34010152,2.716981132,M
839,29k,9013,2,1.8984375,39.34010152,2.716981132,M
840,30k,9013,4,1.8984375,39.34010152,2.716981132,M
841,1k,9020,5,1.780487805,37.11340206,3.141176471,M
842,2k,9020,2,1.780487805,37.11340206,3.141176471,M
843,3k,9020,4,1.780487805,37.11340206,3.141176471,M
844,4k,9020,2,1.780487805,37.11340206,3.141176471,M
845,5k,9020,3,1.780487805,37.11340206,3.141176471,M
846,6k,9020,2,1.780487805,37.11340206,3.141176471,M
847,7k,9020,2,1.780487805,37.11340206,3.141176471,M
848,8k,9020,2,1.780487805,37.11340206,3.141176471,M
849,9k,9020,1,1.780487805,37.11340206,3.141176471,M
850,10k,9020,1,1.780487805,37.11340206,3.141176471,M
851,11k,9020,1,1.780487805,37.11340206,3.141176471,M
852,12k,9020,2,1.780487805,37.11340206,3.141176471,M
853,13k,9020,2,1.780487805,37.11340206,3.141176471,M
854,14k,9020,4,1.780487805,37.11340206,3.141176471,M
855,15k,9020,1,1.780487805,37.11340206,3.141176471,M
856,16k,9020,2,1.780487805,37.11340206,3.141176471,M
857,17k,9020,4,1.780487805,37.11340206,3.141176471,M
858,18k,9020,1,1.780487805,37.11340206,3.141176471,M
859,19k,9020,5,1.780487805,37.11340206,3.141176471,M
860,20k,9020,2,1.780487805,37.11340206,3.141176471,M
861,21k,9020,4,1.780487805,37.11340206,3.141176471,M
862,22k,9020,4,1.780487805,37.11340206,3.141176471,M
863,23k,9020,1,1.780487805,37.11340206,3.141176471,M
864,24k,9020,3,1.780487805,37.11340206,3.141176471,M
865,25k,9020,4,1.780487805,37.11340206,3.141176471,M
866,26k,9020,1,1.780487805,37.11340206,3.141176471,M
867,27k,9020,2,1.780487805,37.11340206,3.141176471,M
868,28k,9020,1,1.780487805,37.11340206,3.141176471,M
869,29k,9020,1,1.780487805,37.11340206,3.141176471,M
870,30k,9020,1,1.780487805,37.11340206,3.141176471,M
871,1k,9022,4,1.851851852,35.01259446,2.463414634,M
872,2k,9022,2,1.851851852,35.01259446,2.463414634,M
873,3k,9022,2,1.851851852,35.01259446,2.463414634,M
874,4k,9022,2,1.851851852,35.01259446,2.463414634,M
875,5k,9022,1,1.851851852,35.01259446,2.463414634,M
876,6k,9022,1,1.851851852,35.01259446,2.463414634,M
877,7k,9022,1,1.851851852,35.01259446,2.463414634,M
878,8k,9022,1,1.851851852,35.01259446,2.463414634,M
879,9k,9022,2,1.851851852,35.01259446,2.463414634,M
880,10k,9022,2,1.851851852,35.01259446,2.463414634,M
881,11k,9022,1,1.851851852,35.01259446,2.463414634,M
882,12k,9022,1,1.851851852,35.01259446,2.463414634,M
883,13k,9022,2,1.851851852,35.01259446,2.463414634,M
884,14k,9022,3,1.851851852,35.01259446,2.463414634,M
885,15k,9022,2,1.851851852,35.01259446,2.463414634,M
886,16k,9022,1,1.851851852,35.01259446,2.463414634,M
887,17k,9022,1,1.851851852,35.01259446,2.463414634,M
888,18k,9022,3,1.851851852,35.01259446,2.463414634,M
889,19k,9022,3,1.851851852,35.01259446,2.463414634,M
890,20k,9022,1,1.851851852,35.01259446,2.463414634,M
891,21k,9022,2,1.851851852,35.01259446,2.463414634,M
892,22k,9022,3,1.851851852,35.01259446,2.463414634,M
893,23k,9022,1,1.851851852,35.01259446,2.463414634,M
894,24k,9022,1,1.851851852,35.01259446,2.463414634,M
895,25k,9022,3,1.851851852,35.01259446,2.463414634,M
896,26k,9022,1,1.851851852,35.01259446,2.463414634,M
897,27k,9022,1,1.851851852,35.01259446,2.463414634,M
898,28k,9022,1,1.851851852,35.01259446,2.463414634,M
899,29k,9022,1,1.851851852,35.01259446,2.463414634,M
900,30k,9022,2,1.851851852,35.01259446,2.463414634,M
901,1k,9023,2,1.679389313,43.86920981,3.068181818,M
902,2k,9023,2,1.679389313,43.86920981,3.068181818,M
903,3k,9023,2,1.679389313,43.86920981,3.068181818,M
904,4k,9023,1,1.679389313,43.86920981,3.068181818,M
905,5k,9023,2,1.679389313,43.86920981,3.068181818,M
906,6k,9023,1,1.679389313,43.86920981,3.068181818,M
907,7k,9023,1,1.679389313,43.86920981,3.068181818,M
908,8k,9023,1,1.679389313,43.86920981,3.068181818,M
909,9k,9023,2,1.679389313,43.86920981,3.068181818,M
910,10k,9023,3,1.679389313,43.86920981,3.068181818,M
911,11k,9023,1,1.679389313,43.86920981,3.068181818,M
912,12k,9023,1,1.679389313,43.86920981,3.068181818,M
913,13k,9023,1,1.679389313,43.86920981,3.068181818,M
914,14k,9023,3,1.679389313,43.86920981,3.068181818,M
915,15k,9023,1,1.679389313,43.86920981,3.068181818,M
916,16k,9023,1,1.679389313,43.86920981,3.068181818,M
917,17k,9023,1,1.679389313,43.86920981,3.068181818,M
918,18k,9023,1,1.679389313,43.86920981,3.068181818,M
919,19k,9023,2,1.679389313,43.86920981,3.068181818,M
920,20k,9023,1,1.679389313,43.86920981,3.068181818,M
921,21k,9023,2,1.679389313,43.86920981,3.068181818,M
922,22k,9023,2,1.679389313,43.86920981,3.068181818,M
923,23k,9023,1,1.679389313,43.86920981,3.068181818,M
924,24k,9023,1,1.679389313,43.86920981,3.068181818,M
925,25k,9023,2,1.679389313,43.86920981,3.068181818,M
926,26k,9023,1,1.679389313,43.86920981,3.068181818,M
927,27k,9023,1,1.679389313,43.86920981,3.068181818,M
928,28k,9023,1,1.679389313,43.86920981,3.068181818,M
929,29k,9023,1,1.679389313,43.86920981,3.068181818,M
930,30k,9023,1,1.679389313,43.86920981,3.068181818,M
931,1k,9030,5,1.948529412,25.37688442,2.491803279,M
932,2k,9030,1,1.948529412,25.37688442,2.491803279,M
933,3k,9030,2,1.948529412,25.37688442,2.491803279,M
934,4k,9030,3,1.948529412,25.37688442,2.491803279,M
935,5k,9030,2,1.948529412,25.37688442,2.491803279,M
936,6k,9030,1,1.948529412,25.37688442,2.491803279,M
937,7k,9030,1,1.948529412,25.37688442,2.491803279,M
938,8k,9030,2,1.948529412,25.37688442,2.491803279,M
939,9k,9030,2,1.948529412,25.37688442,2.491803279,M
940,10k,9030,1,1.948529412,25.37688442,2.491803279,M
941,11k,9030,2,1.948529412,25.37688442,2.491803279,M
942,12k,9030,4,1.948529412,25.37688442,2.491803279,M
943,13k,9030,3,1.948529412,25.37688442,2.491803279,M
