PhotoID,InPhylogeny0no1yes,Closestin10ktrees,Species,Parvorder,Collector,Infant0Adult1,Male0Female1,WidthLeft,HeightLeft,WHRleft,ExposedEyeballLeft,IrisDiameterLeft,SSIleft,PupilB,IRHleft,IRSleft,IRBleft,ColorCategory,ArcusSenilisNo0Yes1,TemporalCrescent,LimbalRingNo0Yes1,ISBleft,OSBleft,Type,ActivPatt,Genus,Family,lightest,darkest,HC,pupHC
Cebuscapucinus19,1,Cebus_capucinus,Cebus capucinus,Platyrrhini,Juan,1,-,492,323,1.523219814,357,280,1.275,7,166,11,13,Dark_grey,0,1,1,42,-,1,Diurnal,Cebus,Cebidae,42,13,29,6
Cebuscapucinus20,1,Cebus_capucinus,Cebus capucinus,Platyrrhini,Juan,1,-,470,322,1.459627329,448,346,1.294797688,5,116,11,7,Black,0,1,1,22,-,1,Diurnal,Cebus,Cebidae,22,7,15,2
Cebus imitator_1,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,133,62,2.14516129,91,72,1.263888889,6,66,65,11,Dark_grey,0,0,1,42,-,1,Diurnal,Cebus,Cebidae,42,11,31,5
Cebus imitator_2,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,297,192,1.546875,217,186,1.166666667,15,342,35,25,Dark_grey,0,0,1,56,-,1,Diurnal,Cebus,Cebidae,56,25,31,10
Cebus imitator_3,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,1,280,171,1.637426901,227,124,1.830645161,4,28,34,9,Black,0,1,1,23,-,1,Diurnal,Cebus,Cebidae,23,9,14,5
Cebus imitator_4,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,0,-,386,249,1.550200803,332,236,1.406779661,-,104,4,11,Dark_grey,0,1,1,35,-,1,Diurnal,Cebus,Cebidae,35,11,24,#VALUE!
Cebus imitator_5,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,230,165,1.393939394,190,110,1.727272727,12,16,37,30,Brown,0,1,1,38,-,1,Diurnal,Cebus,Cebidae,38,30,8,18
Cebus imitator_6,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,1,324,195,1.661538462,244,162,1.50617284,25,317,16,35,Grey,0,0,1,74,-,1,Diurnal,Cebus,Cebidae,74,35,39,10
Cebus imitator_7,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,241,171,1.409356725,186,142,1.309859155,30,280,24,32,Grey,0,0,1,50,-,-,Diurnal,Cebus,Cebidae,50,32,18,2
Cebus imitator_8,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,222,146,1.520547945,169,146,1.157534247,9,9,41,23,Dark_grey,0,1,1,-,-,-,Diurnal,Cebus,Cebidae,-,23,#VALUE!,14
Cebus imitator_9,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,555,367,1.51226158,412,306,1.346405229,22,144,39,19,Dark_grey,0,1,0,53,-,1,Diurnal,Cebus,Cebidae,53,19,34,-3
Cebus imitator_10,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,265,205,1.292682927,225,136,1.654411765,4,35,32,19,Dark_grey,0,1,1,37,-,1,Diurnal,Cebus,Cebidae,37,19,18,15
Cebus imitator_11,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,325,237,1.371308017,263,190,1.384210526,2,31,76,46,Brown,0,0,1,-,-,-,Diurnal,Cebus,Cebidae,-,46,#VALUE!,44
Cebus imitator_12,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,203,113,1.796460177,151,104,1.451923077,6,53,58,11,Dark_grey,0,1,1,55,-,1,Diurnal,Cebus,Cebidae,55,11,44,5
Cebus imitator_13,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,201,113,1.778761062,151,104,1.451923077,9,28,79,16,Brown,0,0,1,-,-,1,Diurnal,Cebus,Cebidae,-,16,#VALUE!,7
Cebus imitator_14,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,124,83,1.493975904,106,78,1.358974359,11,85,30,17,Dark_grey,0,0,1,36,-,1,Diurnal,Cebus,Cebidae,36,17,19,6
Cebus imitator_15,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,225,148,1.52027027,192,106,1.811320755,11,257,24,15,Dark_grey,0,0,1,11,-,2,Diurnal,Cebus,Cebidae,15,11,4,4
Cebus imitator_16,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,238,173,1.375722543,212,-,#VALUE!,7,78,37,11,Dark_grey,-,-,-,-,-,-,Diurnal,Cebus,Cebidae,-,11,#VALUE!,4
Cebus imitator_17,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,169,122,1.385245902,132,108,1.222222222,8,23,17,20,Dark_grey,-,-,1,-,-,-,Diurnal,Cebus,Cebidae,-,20,#VALUE!,12
Cebus imitator_18,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,182,127,1.433070866,116,94,1.234042553,3,13,41,11,Dark_grey,0,0,1,30,-,-,Diurnal,Cebus,Cebidae,30,11,19,8
Cebus imitator_19,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,109,72,1.513888889,88,54,1.62962963,6,357,26,14,Dark_grey,0,0,1,60,-,1,Diurnal,Cebus,Cebidae,60,14,46,8
Cebus imitator_20,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,1,166,141,1.177304965,135,114,1.184210526,3,18,64,22,Brown,0,0,1,39,-,1,Diurnal,Cebus,Cebidae,39,22,17,19
Cebus imitator_21,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,193,146,1.321917808,164,100,1.64,7,52,16,14,Dark_grey,0,0,1,32,-,1,Diurnal,Cebus,Cebidae,32,14,18,7
Cebus imitator_22,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,62,51,1.215686275,49,42,1.166666667,6,32,43,16,Dark_grey,0,0,1,45,45,1,Diurnal,-,-,45,16,29,10
Cebus imitator_23,0,Cebus capucinus,Cebus imitator,Platyrrhini,Nantha,1,-,141,104,1.355769231,110,78,1.41025641,15,24,51,49,Brown,-,-,1,-,-,-,Diurnal,-,-,-,49,#VALUE!,34
Cercocebusagilis1,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,292,184,1.586956522,238,168,1.416666667,5,39,72,33,Deep_yellow,0,1,0,3,23,2,Diurnal,Cercocebus,Cercopithecidae,33,3,30,28
Cercocebusagilis2,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,249,133,1.872180451,196,178,1.101123596,8,22,51,38,Brown,0,1,1,26,-,2,Diurnal,Cercocebus,Cercopithecidae,38,26,12,30
Cercocebusagilis3,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,215,111,1.936936937,151,106,1.424528302,18,34,36,49,Deep_yellow,0,1,1,23,-,2,Diurnal,Cercocebus,Cercopithecidae,49,23,26,31
Cercocebusagilis4,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,22,216,39,26,Dark_grey,0,0,1,36,-,1,Diurnal,Cercocebus,Cercopithecidae,36,26,10,4
Cercocebusagilis5,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,306,158,1.936708861,256,146,1.753424658,9,25,47,26,Brown,0,1,0,21,42,2,Diurnal,Cercocebus,Cercopithecidae,26,21,5,17
Cercocebusagilis6,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,279,168,1.660714286,216,144,1.5,12,38,70,29,Deep_yellow,0,1,0,11,-,2,Diurnal,Cercocebus,Cercopithecidae,29,11,18,17
Cercocebusagilis7,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,8,52,40,21,Dark_grey,0,1,0,13,-,2,Diurnal,Cercocebus,Cercopithecidae,21,13,8,13
Cercocebusagilis8,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,1,100,50,2,80,50,1.6,13,28,81,83,Orange,0,1,0,11,-,2,Diurnal,Cercocebus,Cercopithecidae,83,11,72,70
Cercocebusagilis9,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,1,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercocebusagilis10,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercocebusagilis11,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,0,-,-,#VALUE!,-,-,#VALUE!,4,40,82,24,Deep_yellow,0,1,0,8,-,2,Diurnal,Cercocebus,Cercopithecidae,24,8,16,20
Cercocebusagilis12,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,88,45,1.955555556,53,48,1.104166667,6,50,78,20,Deep_yellow,0,1,0,8,-,2,Diurnal,Cercocebus,Cercopithecidae,20,8,12,14
Cercocebusagilis13,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,0,58,32,1.8125,46,34,1.352941176,6,36,58,28,Deep_yellow,0,1,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,28,#VALUE!,22
Cercocebusagilis14,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,143,63,2.26984127,99,86,1.151162791,6,327,38,26,Dark_grey,-,-,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,26,#VALUE!,20
Cercocebusagilis15,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,0,86,42,2.047619048,57,50,1.14,12,47,29,49,Grey,0,1,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,49,#VALUE!,37
Cercocebusagilis16,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercocebusagilis17,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercocebusagilis18,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercocebusagilis19,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercocebusagilis20,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,69,45,1.533333333,47,34,1.382352941,11,346,29,23,Dark_grey,0,1,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,23,#VALUE!,12
Cercocebusagilis21,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,0,124,53,2.339622642,102,64,1.59375,16,32,74,43,Deep_yellow,0,1,0,17,-,2,Diurnal,Cercocebus,Cercopithecidae,43,17,26,27
Cercocebusagilis22,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,50,33,1.515151515,38,32,1.1875,20,37,24,39,Grey,0,0,0,9,-,2,Diurnal,Cercocebus,Cercopithecidae,39,9,30,19
Cercocebusagilis23,1,Cercocebus_agilis,Cercocebus agilis,Catarrhini,Juan,1,-,181,87,2.08045977,142,86,1.651162791,12,49,24,26,Grey,0,1,0,18,-,2,Diurnal,Cercocebus,Cercopithecidae,26,18,8,14
-,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Juan,-,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercocebus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercocebus torquatus_1,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,337,180,1.872222222,257,160,1.60625,10,22,30,18,Dark_grey,0,1,1,13,-,2,Diurnal,-,-,18,13,5,8
Cercocebus torquatus_2,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,190,115,1.652173913,134,100,1.34,22,19,71,40,Brown,0,0,1,60,-,1,Diurnal,-,-,60,40,20,18
Cercocebus torquatus_3,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,181,107,1.691588785,135,94,1.436170213,8,18,71,58,Brown,0,0,1,19,-,2,Diurnal,-,-,58,19,39,50
Cercocebus torquatus_4,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,118,-,#VALUE!,90,64,1.40625,6,27,65,25,Brown,0,0,1,6,-,2,Diurnal,-,-,25,6,19,19
Cercocebus torquatus_5,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,1,219,118,1.855932203,156,92,1.695652174,5,18,67,21,Brown,0,1,1,17,-,2,Diurnal,-,-,21,17,4,16
Cercocebus torquatus_6,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,481,248,1.939516129,345,-,#VALUE!,-,80,19,5,Black,1,0,1,10,-,1,Diurnal,-,-,10,5,5,#VALUE!
Cercocebus torquatus_7,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,494,237,2.084388186,348,236,1.474576271,14,15,52,31,Brown,1,0,1,14,11,2,Diurnal,-,-,31,14,17,17
Cercocebus torquatus_8,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,380,195,1.948717949,330,138,2.391304348,9,42,38,15,Dark_grey,0,1,1,39,61,1,Diurnal,-,-,39,15,24,6
Cercocebus torquatus_9,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,130,73,1.780821918,112,62,1.806451613,10,28,65,38,Brown,0,1,1,7,7,2,Diurnal,-,-,38,7,31,28
Cercocebus torquatus_10,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,161,110,1.463636364,131,106,1.235849057,8,23,83,38,Brown,0,1,1,15,-,2,Diurnal,-,-,38,15,23,30
Cercocebus torquatus_11,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,197,100,1.97,150,88,1.704545455,2,26,92,49,Brown,1,0,1,53,70,1,Diurnal,-,-,53,49,4,47
Cercocebus torquatus_12,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,193,73,2.643835616,127,-,#VALUE!,4,18,63,8,Black,0,1,-,4,-,2,Diurnal,-,-,8,4,4,4
Cercocebus torquatus_13,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,211,133,1.586466165,199,90,2.211111111,11,8,44,24,Dark_grey,1,0,1,41,-,1,Diurnal,-,-,41,24,17,13
Cercocebus torquatus_14,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,0,-,126,69,1.826086957,107,82,1.304878049,6,21,84,18,Brown,0,0,0,35,-,1,Diurnal,-,-,35,18,17,12
Cercocebus torquatus_15,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,0,0,173,121,1.429752066,149,118,1.262711864,7,37,41,27,Deep_yellow,0,0,0,66,-,1,Diurnal,-,-,66,27,39,20
Cercocebus torquatus_16,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,0,-,370,230,1.608695652,283,200,1.415,5,22,79,28,Brown,0,1,0,43,-,1,Diurnal,-,-,43,28,15,23
Cercocebus torquatus_17,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,217,102,2.12745098,151,64,2.359375,3,25,86,30,Brown,0,1,1,83,88,1,Diurnal,-,-,83,30,53,27
Cercocebus torquatus_18,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,0,208,114,1.824561404,153,74,2.067567568,1,35,42,12,Dark_grey,0,0,1,13,-,1,Diurnal,-,-,13,12,1,11
Cercocebus torquatus_19,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,487,238,2.046218487,336,192,1.75,9,67,49,12,Dark_grey,0,1,1,36,-,1,Diurnal,-,-,36,12,24,3
Cercocebus torquatus_20,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,161,107,1.504672897,132,100,1.32,16,40,81,32,Deep_yellow,-,-,-,19,-,2,Diurnal,-,-,32,19,13,16
Cercocebus torquatus_21,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,206,135,1.525925926,166,104,1.596153846,6,13,47,31,Brown,0,1,1,13,-,2,Diurnal,-,-,31,13,18,25
Cercocebus torquatus_22,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,183,104,1.759615385,148,82,1.804878049,15,22,51,32,Brown,0,1,1,11,-,2,Diurnal,-,-,32,11,21,17
Cercocebus torquatus_23,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,311,178,1.747191011,147,82,1.792682927,5,22,58,19,Brown,0,1,0,75,-,1,Diurnal,-,-,75,19,56,14
Cercocebus torquatus_24,1,Cercocebus_torquatus,Cercocebus torquatus,Catarrhini,Nantha,1,-,458,240,1.908333333,319,190,1.678947368,10,15,42,27,Brown,0,1,1,50,-,1,Diurnal,-,-,50,27,23,17
Cercopithecusmitis1,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,194,94,2.063829787,175,134,1.305970149,11,21,57,46,Brown,0,0,0,18,29,2,Diurnal,Cercopithecus,Cercopithecidae,46,18,28,35
Cercopithecusmitis2,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,128,62,2.064516129,114,102,1.117647059,8,17,65,52,Brown,0,0,0,28,-,2,Diurnal,Cercopithecus,Cercopithecidae,52,28,24,44
Cercopithecusmitis3,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,312,170,1.835294118,231,182,1.269230769,13,26,69,69,Orange,0,1,0,27,-,2,Diurnal,Cercopithecus,Cercopithecidae,69,27,42,56
Cercopithecusmitis4,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,300,170,1.764705882,234,182,1.285714286,6,21,73,57,Brown,0,1,1,7,-,2,Diurnal,Cercopithecus,Cercopithecidae,57,7,50,51
Cercopithecusmitis5,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,56,33,1.696969697,41,41,1,20,18,53,34,Brown,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,34,#VALUE!,14
Cercopithecusmitis6,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,107,58,1.844827586,91,56,1.625,24,22,39,41,Brown,0,0,1,39,68,2,Diurnal,Cercopithecus,Cercopithecidae,41,39,2,17
Cercopithecusmitis7,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,273,153,1.784313725,191,176,1.085227273,5,27,56,38,Brown,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,38,#VALUE!,33
Cercopithecusmitis8,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,1,570,320,1.78125,497,456,1.089912281,18,39,72,54,Deep_yellow,1,0,1,25,34,2,Diurnal,Cercopithecus,Cercopithecidae,54,25,29,36
Cercopithecusmitis9,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,0,-,440,241,1.825726141,359,342,1.049707602,25,21,66,61,Brown,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,61,#VALUE!,36
Cercopithecusmitis10,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,1,85,47,1.808510638,64,56,1.142857143,9,27,83,37,Brown,0,0,0,7,-,2,Diurnal,Cercopithecus,Cercopithecidae,37,7,30,28
Cercopithecusmitis11,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercopithecusmitis12,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,278,156,1.782051282,227,171,1.32748538,29,23,47,66,Pale_orange,0,0,1,52,-,2,Diurnal,Cercopithecus,Cercopithecidae,66,52,14,37
Cercopithecusmitis13,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercopithecusmitis14,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,277,174,1.591954023,192,174,1.103448276,7,21,84,39,Brown,0,1,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,39,#VALUE!,32
Cercopithecusmitis15,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,154,72,2.138888889,127,96,1.322916667,15,28,62,46,Brown,0,0,1,48,-,1,Diurnal,Cercopithecus,Cercopithecidae,48,46,2,31
Cercopithecusmitis16,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,219,130,1.684615385,189,164,1.152439024,7,45,59,39,Deep_yellow,0,0,1,27,-,2,Diurnal,Cercopithecus,Cercopithecidae,39,27,12,32
Cercopithecusmitis17,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,450,219,2.054794521,377,358,1.053072626,3,20,91,41,Brown,0,1,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,41,#VALUE!,38
Cercopithecusmitis18,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,4,23,94,68,Brown,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,68,#VALUE!,64
Cercopithecusmitis19,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,1,95,59,1.610169492,71,82,0.865853659,20,33,57,43,Deep_yellow,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,43,#VALUE!,23
Cercopithecusmitis20,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,92,62,1.483870968,75,74,1.013513514,36,23,75,57,Brown,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,57,#VALUE!,21
Cercopithecusmitis21,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,290,198,1.464646465,224,186,1.204301075,5,28,71,50,Brown,0,0,0,4,-,2,Diurnal,Cercopithecus,Cercopithecidae,50,4,46,45
Cercopithecusmitis22,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,121,67,1.805970149,98,80,1.225,19,20,62,50,Brown,0,0,0,8,-,2,Diurnal,Cercopithecus,Cercopithecidae,50,8,42,31
Cercopithecusmitis23,1,Cercopithecus_mitis,Cercopithecus mitis,Catarrhini,Juan,1,-,410,196,2.091836735,359,219,1.639269406,11,24,72,42,Brown,0,1,1,22,58,2,Diurnal,Cercopithecus,Cercopithecidae,42,22,20,31
Cercopithecusneglectus1,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,215,151,1.42384106,180,170,1.058823529,15,38,46,28,Deep_yellow,0,1,0,11,-,2,Diurnal,Cercopithecus,Cercopithecidae,28,11,17,13
Cercopithecusneglectus2,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,71,42,1.69047619,51,48,1.0625,4,22,64,21,Brown,0,1,0,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,21,#VALUE!,17
Cercopithecusneglectus3,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,185,91,2.032967033,140,99,1.414141414,7,27,48,42,Brown,0,1,1,26,25,2,Diurnal,Cercopithecus,Cercopithecidae,42,26,16,35
Cercopithecusneglectus4,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,303,199,1.522613065,255,194,1.31443299,16,26,20,23,Dark_grey,0,1,1,21,-,2,Diurnal,Cercopithecus,Cercopithecidae,23,21,2,7
Cercopithecusneglectus5,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,238,151,1.57615894,232,167,1.389221557,18,19,24,22,Dark_grey,0,1,1,21,20,2,Diurnal,Cercopithecus,Cercopithecidae,22,21,1,4
Cercopithecusneglectus6,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,362,211,1.71563981,258,234,1.102564103,9,27,93,28,Deep_yellow,0,1,1,8,-,2,Diurnal,Cercopithecus,Cercopithecidae,28,8,20,19
Cercopithecusneglectus7,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,30,21,1.428571429,26,18,1.444444444,-,3,29,22,Dark_grey,0,0,1,13,18,2,Diurnal,Cercopithecus,Cercopithecidae,22,13,9,#VALUE!
Cercopithecusneglectus8,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,290,130,2.230769231,232,206,1.126213592,4,34,75,35,Deep_yellow,0,1,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,35,#VALUE!,31
Cercopithecusneglectus9,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,80,61,1.31147541,67,67,1,7,26,53,53,Brown,0,1,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,53,#VALUE!,46
Cercopithecusneglectus10,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercopithecusneglectus11,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,181,134,1.350746269,151,114,1.324561404,9,28,58,29,Brown,0,1,1,32,-,1,Diurnal,Cercopithecus,Cercopithecidae,32,29,3,20
Cercopithecusneglectus12,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,18,27,51,40,Brown,0,0,1,61,81,1,Diurnal,Cercopithecus,Cercopithecidae,61,40,21,22
Cercopithecusneglectus13,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Cercopithecus,Cercopithecidae,-,-,#VALUE!,#VALUE!
Cercopithecusneglectus14,1,Cercopithecus_neglectus,Cercopithecus neglectus,Catarrhini,Juan,1,-,165,86,1.918604651,135,92,1.467391304,6,21,49,12,Dark_grey,0,1,0,10,35,2,Diurnal,Cercopithecus,Cercopithecidae,12,10,2,6
