PhotoID,InPhylogeny0no1yes,Closestin10ktrees,Species,Parvorder,Collector,Infant0Adult1,Male0Female1,WidthLeft,HeightLeft,WHRleft,ExposedEyeballLeft,IrisDiameterLeft,SSIleft,PupilB,IRHleft,IRSleft,IRBleft,ColorCategory,ArcusSenilisNo0Yes1,TemporalCrescent,LimbalRingNo0Yes1,ISBleft,OSBleft,Type,ActivPatt,Genus,Family,lightest,darkest,HC,pupHC
Japanese macaque Mogens Trolle-7029,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,280,176,1.590909091,243,192,1.265625,7,61,19,22,Dark_grey,1,0,1,15,14,2,Diurnal,Macaca,Cercopithecidae,22,15,7,15
Japanese macaque Mogens Trolle-9246,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,246,156,1.576923077,220,163,1.349693252,9,29,55,33,Deep_yellow,0,1,1,24,28,2,Diurnal,Macaca,Cercopithecidae,33,24,9,24
Japanese macaque old female FLASH Mogens Trolle-7683,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,295,148,1.993243243,249,156,1.596153846,14,37,34,39,Deep_yellow,1,0,0,20,41,2,Diurnal,Macaca,Cercopithecidae,39,20,19,25
Macacafuscata9,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,288,138,2.086956522,266,198,1.343434343,1,33,74,45,Deep_yellow,1,0,1,44,62,2,Diurnal,Macaca,Cercopithecidae,45,44,1,44
Macacafuscata10,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,331,188,1.760638298,260,175,1.485714286,4,32,67,39,Deep_yellow,1,0,1,16,-,2,Diurnal,Macaca,Cercopithecidae,39,16,23,35
Macacafuscata11,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,156,85,1.835294118,125,93,1.344086022,16,17,38,25,Dark_grey,0,1,1,17,-,2,Diurnal,Macaca,Cercopithecidae,25,17,8,9
Macacafuscata12,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,238,153,1.555555556,182,140,1.3,24,27,60,61,Brown,1,0,1,29,-,2,Diurnal,Macaca,Cercopithecidae,61,29,32,37
Macacafuscata13,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,132,67,1.970149254,106,89,1.191011236,14,34,44,27,Deep_yellow,0,0,1,15,-,2,Diurnal,Macaca,Cercopithecidae,27,15,12,13
Macacafuscata14,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,353,206,1.713592233,289,210,1.376190476,17,56,20,58,Grey,1,0,0,22,-,2,Diurnal,Macaca,Cercopithecidae,58,22,36,41
Macacafuscata15,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,178,89,2,136,114,1.192982456,12,82,14,28,Grey,1,0,1,16,-,2,Diurnal,Macaca,Cercopithecidae,28,16,12,16
Macacafuscata16,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,169,93,1.817204301,144,104,1.384615385,9,39,41,29,Deep_yellow,0,0,1,14,-,2,Diurnal,Macaca,Cercopithecidae,29,14,15,20
Macacafuscata17,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,217,110,1.972727273,194,134,1.447761194,9,24,70,45,Brown,0,0,0,23,47,2,Diurnal,Macaca,Cercopithecidae,45,23,22,36
Macacafuscata18,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,780,368,2.119565217,550,400,1.375,5,32,63,48,Brown,0,0,1,15,21,2,Diurnal,Macaca,Cercopithecidae,48,15,33,43
Macacafuscata19,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,407,218,1.866972477,357,304,1.174342105,13,25,57,43,Brown,1,0,1,15,-,2,Diurnal,Macaca,Cercopithecidae,43,15,28,30
Macacafuscata20,1,Macaca_fuscata,Macaca fuscata,Catarrhini,Juan,1,-,122,61,2,83,57,1.456140351,6,41,62,48,Deep_yellow,0,0,1,24,-,2,Diurnal,Macaca,Cercopithecidae,48,24,24,42
Macaca mulatta_1,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,0,175,67,2.611940299,113,96,1.177083333,7,21,52,45,Brown,0,0,1,44,-,2,Diurnal,Macaca,Cercopithecidae,45,44,1,38
Macaca mulatta_2,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,1,84,42,2,62,42,1.476190476,3,23,77,18,Brown,0,1,1,6,-,2,Diurnal,-,-,18,6,12,15
Macaca mulatta_3,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,195,114,1.710526316,146,102,1.431372549,10,31,38,28,Deep_yellow,0,0,0,13,13,2,Diurnal,-,-,28,13,15,18
Macaca mulatta_4,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,170,99,1.717171717,132,110,1.2,6,28,61,27,Brown,0,0,1,21,-,2,Diurnal,-,-,27,21,6,21
Macaca mulatta_5,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,1,58,35,1.657142857,39,26,1.5,8,27,64,61,Brown,0,0,0,41,-,2,Diurnal,-,-,61,41,20,53
Macaca mulatta_6,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,108,70,1.542857143,87,64,1.359375,19,29,61,39,Brown,0,0,1,33,-,2,Diurnal,-,-,39,33,6,20
Macaca mulatta_7,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,154,89,1.730337079,123,76,1.618421053,7,17,39,27,Brown,1,0,1,10,-,2,Diurnal,-,-,27,10,17,20
Macaca mulatta_8,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,313,127,2.464566929,179,112,1.598214286,2,27,97,15,Deep_yellow,0,0,1,45,-,1,Diurnal,-,-,45,15,30,13
Macaca mulatta_9,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,0,222,123,1.804878049,160,150,1.066666667,24,126,21,35,Grey,0,0,1,57,-,1,Diurnal,-,-,57,35,22,11
Macaca mulatta_10,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,141,90,1.566666667,107,86,1.244186047,4,46,25,29,Grey,0,1,1,15,-,2,Diurnal,-,-,29,15,14,25
Macaca mulatta_11,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,349,157,2.222929936,239,162,1.475308642,14,46,30,40,Deep_yellow,0,1,1,49,-,1,Diurnal,-,-,49,40,9,26
Macaca mulatta_12,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,176,95,1.852631579,146,98,1.489795918,3,37,74,23,Deep_yellow,0,1,1,15,-,2,Diurnal,-,-,23,15,8,20
Macaca mulatta_13,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,146,93,1.569892473,111,82,1.353658537,4,28,61,25,Brown,0,0,1,16,-,2,Diurnal,-,-,25,16,9,21
Macaca mulatta_14,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,145,88,1.647727273,136,98,1.387755102,4,44,87,49,Deep_yellow,0,1,1,27,-,2,Diurnal,-,-,49,27,22,45
Macaca mulatta_15,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,177,112,1.580357143,139,108,1.287037037,4,37,98,77,Yellow,0,1,1,28,-,2,Diurnal,-,-,77,28,49,73
Macaca mulatta_16,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,193,106,1.820754717,151,110,1.372727273,5,52,40,50,Pale_yellow_green,0,1,1,45,-,2,Diurnal,-,-,50,45,5,45
Macaca mulatta_17,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,305,165,1.848484848,252,182,1.384615385,10,28,51,30,Brown,0,1,1,15,19,2,Diurnal,-,-,30,15,15,20
Macaca mulatta_18,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,231,134,1.723880597,187,130,1.438461538,10,29,58,31,Brown,0,1,1,34,28,1,Diurnal,-,-,34,31,3,21
Macaca mulatta_19,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,-,140,80,1.75,119,88,1.352272727,3,26,69,67,Orange,0,1,1,55,-,2,Diurnal,-,-,67,55,12,64
Macaca mulatta_20,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,0,109,73,1.493150685,89,68,1.308823529,9,24,68,38,Brown,0,1,1,18,21,2,Diurnal,-,-,38,18,20,29
Macaca mulatta_21,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,1,80,40,2,51,46,1.108695652,5,27,95,56,Brown,0,0,1,69,70,1,Diurnal,-,-,69,56,13,51
Macaca mulatta_21,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,0,-,64,35,1.828571429,47,42,1.119047619,4,29,93,74,Orange,0,0,0,93,-,1,Diurnal,-,-,93,74,19,70
Macaca mulatta_22,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,0,-,159,103,1.54368932,147,128,1.1484375,7,36,19,23,Dark_Grey,0,0,0,38,-,1,Diurnal,-,-,38,23,15,16
Macaca mulatta_23,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,1,1,66,41,1.609756098,56,34,1.647058824,5,19,66,23,Brown,0,0,1,29,30,1,Diurnal,-,-,29,23,6,18
Macaca mulatta_24,1,Macaca_mulatta,Macaca mulatta,Catarrhini,Nantha,0,-,90,58,1.551724138,73,64,1.140625,12,25,54,31,Brown,-,-,-,-,-,-,Diurnal,-,-,-,31,#VALUE!,19
-,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Macaca,Cercopithecidae,-,-,#VALUE!,#VALUE!
Macacasylvanus2,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,160,67,2.388059701,144,76,1.894736842,6,19,77,38,Brown,1,0,0,69,89,1,Diurnal,Macaca,Cercopithecidae,69,38,31,32
Macacasylvanus3,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,225,82,2.743902439,163,112,1.455357143,2,24,44,16,Dark_grey,0,0,1,31,35,1,Diurnal,Macaca,Cercopithecidae,31,16,15,14
Macacasylvanus4,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,331,144,2.298611111,255,166,1.536144578,1,35,24,50,Deep_yellow,0,0,0,87,-,1,Diurnal,Macaca,Cercopithecidae,87,50,37,49
Macacasylvanus5,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,149,76,1.960526316,116,84,1.380952381,4,57,38,31,Pale_yellow_green,0,0,0,41,69,1,Diurnal,Macaca,Cercopithecidae,41,31,10,27
Macacasylvanus6,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,118,66,1.787878788,97,67,1.447761194,2,39,86,21,Deep_yellow,0,0,0,25,-,1,Diurnal,Macaca,Cercopithecidae,25,21,4,19
Macacasylvanus7,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,11,37,46,33,Deep_yellow,1,0,0,32,55,2,Diurnal,Macaca,Cercopithecidae,33,32,1,22
Macacasylvanus8,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,267,159,1.679245283,213,150,1.42,14,182,12,44,Grey,0,0,1,56,-,1,Diurnal,Macaca,Cercopithecidae,56,44,12,30
Macacasylvanus9,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,227,114,1.99122807,176,108,1.62962963,6,14,39,22,Dark_grey,0,1,1,39,62,1,Diurnal,Macaca,Cercopithecidae,39,22,17,16
Macacasylvanus10,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,1,140,77,1.818181818,121,80,1.5125,6,46,27,36,Grey,0,0,1,60,48,1,Diurnal,Macaca,Cercopithecidae,60,36,24,30
Macacasylvanus11,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,162,92,1.760869565,121,88,1.375,5,23,81,49,Brown,0,0,0,25,-,2,Diurnal,Macaca,Cercopithecidae,49,25,24,44
Macacasylvanus12,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Macaca,Cercopithecidae,-,-,#VALUE!,#VALUE!
Macacasylvanus13,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,160,100,1.6,151,97,1.556701031,7,32,75,21,Deep_yellow,0,0,1,39,37,1,Diurnal,Macaca,Cercopithecidae,39,21,18,14
Macacasylvanus14,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,164,70,2.342857143,129,76,1.697368421,9,29,53,33,Deep_yellow,0,0,1,42,14,1,Diurnal,Macaca,Cercopithecidae,42,33,9,24
Macacasylvanus15,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,140,80,1.75,113,60,1.883333333,3,26,44,37,Brown,0,0,1,55,57,1,Diurnal,Macaca,Cercopithecidae,55,37,18,34
Macacasylvanus16,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,-,-,#VALUE!,-,-,#VALUE!,16,21,49,33,Brown,0,0,1,52,-,1,Diurnal,Macaca,Cercopithecidae,52,33,19,17
Macacasylvanus17,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,118,66,1.787878788,93,55,1.690909091,11,30,27,18,Dark_grey,0,0,1,20,30,1,Diurnal,Macaca,Cercopithecidae,20,18,2,7
Macacasylvanus18,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,169,112,1.508928571,145,82,1.768292683,6,43,54,17,Dark_grey,0,1,1,42,49,1,Diurnal,Macaca,Cercopithecidae,42,17,25,11
Macacasylvanus19,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,-,119,66,1.803030303,106,80,1.325,9,25,63,35,Brown,0,0,1,61,-,1,Diurnal,Macaca,Cercopithecidae,61,35,26,26
Macacasylvanus20,1,Macaca_sylvanus,Macaca sylvanus,Catarrhini,Juan,1,1,182,87,2.091954023,155,104,1.490384615,4,20,69,25,Brown,0,1,1,55,60,1,Diurnal,Macaca,Cercopithecidae,55,25,30,21
Mandrillus leucophaeus_1,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,0,245,123,1.991869919,171,118,1.449152542,18,22,52,63,Pale_orange,0,1,1,30,-,2,Diurnal,Mandrillus,Cercopithecidae,63,30,33,45
Mandrillus leucophaeus_2,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,0,180,85,2.117647059,127,88,1.443181818,5,34,65,35,Deep_yellow,0,1,1,13,19,2,Diurnal,-,-,35,13,22,30
Mandrillus leucophaeus_3,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,1,123,71,1.732394366,99,86,1.151162791,9,32,47,24,Deep_yellow,0,1,1,17,-,2,Diurnal,-,-,24,17,7,15
Mandrillus leucophaeus_4,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,318,166,1.915662651,234,168,1.392857143,18,20,24,39,Grey,0,1,0,12,-,2,Diurnal,-,-,39,12,27,21
Mandrillus leucophaeus_5,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,237,80,2.9625,165,108,1.527777778,6,22,63,20,Brown,0,1,0,6,-,2,Diurnal,-,-,20,6,14,14
Mandrillus leucophaeus_6,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,159,78,2.038461538,132,80,1.65,11,40,13,9,Black,0,1,0,6,20,2,Diurnal,-,-,9,6,3,-2
Mandrillus leucophaeus_7,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,1,82,42,1.952380952,72,45,1.6,11,28,48,49,Brown,0,1,1,50,48,1,Diurnal,-,-,50,49,1,38
Mandrillus leucophaeus_7,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,0,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Mandrillus leucophaeus_8,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,1,361,211,1.710900474,353,276,1.278985507,9,29,92,54,Deep_yellow,0,0,0,18,25,2,Diurnal,-,-,54,18,36,45
Mandrillus leucophaeus_9,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,496,259,1.915057915,419,298,1.406040268,14,36,67,55,Deep_yellow,0,0,1,31,56,2,Diurnal,-,-,55,31,24,41
Mandrillus leucophaeus_10,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,352,198,1.777777778,309,216,1.430555556,8,57,72,21,Deep_yellow,0,1,0,7,12,2,Diurnal,-,-,21,7,14,13
Mandrillus leucophaeus_11,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,300,185,1.621621622,265,198,1.338383838,8,55,31,34,Pale_yellow_green,0,1,1,7,12,2,Diurnal,-,-,34,7,27,26
Mandrillus leucophaeus_12,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,231,119,1.941176471,166,122,1.360655738,19,34,91,51,Deep_yellow,0,1,0,25,26,2,Diurnal,-,-,51,25,26,32
Mandrillus leucophaeus_13,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,345,154,2.24025974,263,180,1.461111111,5,20,71,29,Brown,0,1,0,21,49,2,Diurnal,-,-,29,21,8,24
Mandrillus leucophaeus_14,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,163,93,1.752688172,126,95,1.326315789,21,67,42,37,Pale_yellow_green,0,1,0,27,41,2,Diurnal,-,-,37,27,10,16
Mandrillus leucophaeus_15,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,233,140,1.664285714,220,146,1.506849315,10,42,63,27,Deep_yellow,0,0,1,19,35,2,Diurnal,-,-,27,19,8,17
Mandrillus leucophaeus_16,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,256,91,2.813186813,176,114,1.543859649,8,44,63,37,Deep_yellow,0,1,0,5,-,2,Diurnal,-,-,37,5,32,29
Mandrillus leucophaeus_17,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,0,247,119,2.075630252,180,120,1.5,9,33,58,39,Deep_yellow,0,1,0,6,-,2,Diurnal,-,-,39,6,33,30
Mandrillus leucophaeus_18,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,-,675,410,1.646341463,537,408,1.316176471,14,35,71,66,Deep_yellow,0,1,0,8,-,2,Diurnal,-,-,66,8,58,52
Mandrillus leucophaeus_19,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,1,-,-,#VALUE!,-,-,#VALUE!,9,35,57,32,Deep_yellow,0,1,0,8,-,2,Diurnal,-,-,32,8,24,23
Mandrillus leucophaeus_19,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,0,1,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,-,-,-,-,#VALUE!,#VALUE!
Mandrillus leucophaeus_20,1,Mandrillus_leucophaeus,Mandrillus leucophaeus,Catarrhini,Nantha,1,1,151,80,1.8875,126,86,1.465116279,16,33,48,34,Deep_yellow,0,1,0,13,12,2,Diurnal,-,-,34,13,21,18
Mandril alpha female FLASH Mogens Trolle-2164,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,1,333,198,1.681818182,258,182,1.417582418,10,42,44,34,Deep_yellow,0,1,0,5,-,2,Diurnal,Mandrillus,Cercopithecidae,34,5,29,24
Mandril alpha male FLASH Mogens Trolle-1825,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,420,212,1.981132075,350,240,1.458333333,5,35,59,41,Deep_yellow,0,1,0,10,11,2,Diurnal,Mandrillus,Cercopithecidae,41,10,31,36
Mandril female FLASH Mogens Trolle-2211,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,1,227,119,1.907563025,176,120,1.466666667,4,35,58,26,Deep_yellow,0,1,0,6,5,2,Diurnal,Mandrillus,Cercopithecidae,26,6,20,22
Mandril Mogens Trolle-2479,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,1,192,97,1.979381443,155,90,1.722222222,9,39,38,37,Deep_yellow,0,1,0,8,-,2,Diurnal,Mandrillus,Cercopithecidae,37,8,29,28
Mandrillussphinx5,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,295,156,1.891025641,245,140,1.75,1,18,66,25,Brown,0,1,0,9,8,2,Diurnal,-,-,25,9,16,24
Mandrillussphinx6,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,115,51,2.254901961,98,58,1.689655172,5,38,83,30,Deep_yellow,0,1,0,4,-,2,Diurnal,-,-,30,4,26,25
Mandrillussphinx7,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,199,89,2.235955056,173,88,1.965909091,18,105,37,34,Pale_green,0,0,1,17,59,2,Diurnal,-,-,34,17,17,16
Mandrillussphinx8,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,263,107,2.457943925,196,105,1.866666667,6,29,78,39,Brown,0,1,0,2,2,2,Diurnal,-,-,39,2,37,33
Mandrillussphinx9,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,221,80,2.7625,177,109,1.623853211,12,30,65,66,Orange,0,1,0,9,-,2,Diurnal,-,-,66,9,57,54
Mandrillussphinx10,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,350,143,2.447552448,220,165,1.333333333,8,21,51,52,Brown,0,1,0,4,-,2,Diurnal,-,-,52,4,48,44
Mandrillussphinx11,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,293,118,2.483050847,232,141,1.645390071,3,27,64,36,Brown,0,0,0,3,5,2,Diurnal,-,-,36,3,33,33
Mandrillussphinx12,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,233,101,2.306930693,190,130,1.461538462,4,27,75,42,Brown,0,1,1,20,-,2,Diurnal,-,-,42,20,22,38
Mandrillussphinx13,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,75,37,2.027027027,60,43,1.395348837,6,21,49,48,Brown,0,0,0,7,6,2,Diurnal,-,-,48,7,41,42
Mandrillussphinx14,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,210,99,2.121212121,180,122,1.475409836,11,77,30,78,Light_grey,0,1,0,1,2,2,Diurnal,-,-,78,1,77,67
Mandrillussphinx15,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,1,100,55,1.818181818,82,70,1.171428571,10,28,52,39,Brown,0,1,0,12,-,2,Diurnal,-,-,39,12,27,29
Mandrillussphinx16,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,1,75,34,2.205882353,62,42,1.476190476,10,34,52,32,Deep_yellow,0,0,0,5,-,2,Diurnal,-,-,32,5,27,22
Mandrillussphinx17,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,100,62,1.612903226,87,50,1.74,17,33,85,56,Deep_yellow,1,0,0,19,27,2,Diurnal,-,-,56,19,37,39
Mandrillussphinx18,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,163,70,2.328571429,133,82,1.62195122,13,46,25,40,Grey,0,1,0,14,-,2,Diurnal,-,-,40,14,26,27
Mandrillussphinx19,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,170,91,1.868131868,154,100,1.54,11,65,57,47,Deep_yellow_green,0,1,0,10,-,2,Diurnal,-,-,47,10,37,36
Mandrillussphinx20,1,Mandrillus_sphinx,Mandrillus sphinx,Catarrhini,Juan,1,0,188,69,2.724637681,160,86,1.860465116,14,12,73,33,Brown,0,1,0,8,-,2,Diurnal,-,-,33,8,25,19
-,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,-,-,-,-,#VALUE!,-,-,#VALUE!,-,-,-,-,-,-,-,-,-,-,-,Diurnal,Mico,Callithricidae,-,-,#VALUE!,#VALUE!
Mico argentatus_1,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,111,79,1.405063291,99,98,1.010204082,10,31,64,58,Brown,0,0,0,62,-,1,Diurnal,-,-,62,58,4,48
Mico argentatus_2,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,115,61,1.885245902,93,83,1.120481928,3,29,67,20,Brown,0,0,0,18,-,2,Diurnal,-,-,20,18,2,17
Mico argentatus_3,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,158,89,1.775280899,133,122,1.090163934,2,29,96,14,Deep_yellow,0,0,0,20,-,1,Diurnal,-,-,20,14,6,12
Mico argentatus_4,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,173,103,1.67961165,147,136,1.080882353,9,32,63,31,Deep_yellow,0,0,0,37,-,1,Diurnal,-,-,37,31,6,22
Mico argentatus_5,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,137,86,1.593023256,108,110,0.981818182,11,45,54,31,Deep_yellow,-,-,-,-,-,-,Diurnal,-,-,-,31,#VALUE!,20
Mico argentatus_6,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,126,67,1.880597015,108,104,1.038461538,11,27,59,36,Brown,0,0,0,54,-,1,Diurnal,-,-,54,36,18,25
Mico argentatus_7,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,174,118,1.474576271,153,-,#VALUE!,7,28,56,20,Brown,-,-,-,-,-,-,Diurnal,-,-,-,20,#VALUE!,13
Mico argentatus_8,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,107,57,1.877192982,82,80,1.025,8,10,96,33,Brown,0,0,0,26,-,2,Diurnal,-,-,33,26,7,25
Mico argentatus_9,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,122,70,1.742857143,117,91,1.285714286,6,289,39,13,Dark_grey,0,0,0,18,-,1,Diurnal,-,-,18,13,5,7
Mico argentatus_10,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,88,44,2,69,65,1.061538462,4,63,45,17,Dark_grey,0,1,1,59,-,1,Diurnal,-,-,59,17,42,13
Mico argentatus_11,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,72,46,1.565217391,60,59,1.016949153,7,22,67,37,Brown,0,0,0,31,-,2,Diurnal,-,-,37,31,6,30
Mico argentatus_12,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,112,82,1.365853659,102,100,1.02,6,33,74,37,Deep_yellow,0,0,0,57,-,1,Diurnal,-,-,57,37,20,31
Mico argentatus_13,1,Callithrix_argentata,Mico argentatus,Platyrrhini,Nantha,1,-,112,62,1.806451613,84,77,1.090909091,5,35,93,40,Deep_yellow,0,0,0,34,-,2,Diurnal,-,-,40,34,6,35
